id,season,week,neutral_site,conference_game,home_id,home_team,home_conference,home_pregame_elo,away_id,away_team,away_conference,away_pregame_elo
400548403,2014,1,true,false,2247,Georgia State,Sun Belt,,2000,Abilene Christian,Southland,
400548402,2014,1,false,true,2579,South Carolina,SEC,1863,245,Texas A&M,SEC,1765
400548092,2014,1,false,false,2117,Central Michigan,Mid-American,,236,Chattanooga,Southern,
400547960,2014,1,false,false,135,Minnesota,Big Ten,,2197,Eastern Illinois,OVC,
400548090,2014,1,false,false,2006,Akron,Mid-American,,47,Howard,MEAC,
400548091,2014,1,false,false,2459,Northern Illinois,Mid-American,,2506,Presbyterian College,Big South,
400547829,2014,1,false,false,2433,Louisiana Monroe,Sun Belt,1304,154,Wake Forest,ACC,1377
400548256,2014,1,false,false,254,Utah,Pac-12,,304,Idaho State,Big Sky,
400548404,2014,1,false,false,166,New Mexico State,Sun Belt,,13,Cal Poly,Big Sky,
400547647,2014,1,false,true,202,Tulsa,American Athletic,1345,2655,Tulane,American Athletic,1374
400548169,2014,1,true,false,145,Ole Miss,SEC,1625,68,Boise State,Mountain West,1653
400547993,2014,1,false,false,265,Washington State,Pac-12,1450,164,Rutgers,Big Ten,1429
400553383,2014,1,false,false,23,San José State,Mountain West,,155,North Dakota,Big Sky,
400548255,2014,1,false,false,9,Arizona State,Pac-12,,2692,Weber State,Big Sky,
400547640,2014,1,false,false,238,Vanderbilt,SEC,1599,218,Temple,American Athletic,1455
400547641,2014,1,false,false,41,Connecticut,American Athletic,1428,252,BYU,FBS Independents,1655
400547952,2014,1,false,false,127,Michigan State,Big Ten,,55,Jacksonville State,OVC,
400548003,2014,1,false,false,98,Western Kentucky,Conference USA,1469,189,Bowling Green,Mid-American,1695
400547815,2014,1,false,false,183,Syracuse,ACC,,222,Villanova,CAA,
400547644,2014,1,false,false,248,Houston,American Athletic,1612,2636,UT San Antonio,Conference USA,1451
400548171,2014,1,true,false,38,Colorado,Pac-12,1239,36,Colorado State,Mountain West,1559
400548177,2014,1,false,false,12,Arizona,Pac-12,1601,2439,UNLV,Mountain West,1374
400547642,2014,1,true,false,2116,UCF,American Athletic,1721,213,Penn State,Big Ten,1577
400547840,2014,1,false,false,66,Iowa State,Big 12,,2449,North Dakota State,MVFC,
400547904,2014,1,false,false,356,Illinois,Big Ten,,2754,Youngstown State,MVFC,
400547916,2014,1,false,false,84,Indiana,Big Ten,,282,Indiana State,MVFC,
400548400,2014,1,false,false,96,Kentucky,SEC,,2630,UT Martin,OVC,
400547928,2014,1,false,false,2294,Iowa,Big Ten,,2460,Northern Iowa,MVFC,
400547808,2014,1,false,false,221,Pittsburgh,ACC,,48,Delaware,CAA,
400547820,2014,1,false,false,258,Virginia,ACC,1298,26,UCLA,Pac-12,1748
400547982,2014,1,true,false,2426,Navy,FBS Independents,1525,194,Ohio State,Big Ten,1831
400547943,2014,1,false,false,130,Michigan,Big Ten,1668,2026,Appalachian State,Sun Belt,1383
400547988,2014,1,false,false,2509,Purdue,Big Ten,1249,2711,Western Michigan,Mid-American,1235
400548010,2014,1,false,false,5,UAB,Conference USA,1081,2653,Troy,Sun Belt,1339
400547802,2014,1,false,false,152,NC State,ACC,1411,290,Georgia Southern,Sun Belt,1493
400547772,2014,1,false,false,59,Georgia Tech,ACC,,2747,Wofford,Southern,
400548170,2014,1,false,false,2005,Air Force,Mountain West,,2447,Nicholls,Southland,
400548093,2014,1,false,false,2050,Ball State,Mid-American,,2142,Colgate,Patriot,
400547728,2014,1,false,false,113,UMass,Mid-American,1079,103,Boston College,ACC,1439
400548174,2014,1,false,false,2440,Nevada,Mountain West,,253,Southern Utah,Big Sky,
400548008,2014,1,false,false,87,Notre Dame,FBS Independents,1683,242,Rice,Conference USA,1514
400548005,2014,1,false,false,193,Miami (OH),Mid-American,1073,276,Marshall,Conference USA,1627
400548007,2014,1,false,false,295,Old Dominion,Conference USA,,2261,Hampton,MEAC,
400547835,2014,1,true,false,333,Alabama,SEC,1909,277,West Virginia,Big 12,1451
400547968,2014,1,false,false,158,Nebraska,Big Ten,1599,2226,Florida Atlantic,Conference USA,1425
400548094,2014,1,false,false,2084,Buffalo,Mid-American,,2184,Duquesne,NEC,
400548401,2014,1,false,false,142,Missouri,SEC,,2571,South Dakota State,MVFC,
400547975,2014,1,false,false,77,Northwestern,Big Ten,1547,25,California,Pac-12,1230
400547936,2014,1,false,false,120,Maryland,Big Ten,1484,256,James Madison,CAA,1447
400548258,2014,1,false,false,204,Oregon State,Pac-12,,2502,Portland State,Big Sky,
400547825,2014,1,false,false,259,Virginia Tech,ACC,,2729,William & Mary,CAA,
400548259,2014,1,false,false,24,Stanford,Pac-12,,302,UC Davis,Big Sky,
400548398,2014,1,false,true,2,Auburn,SEC,1729,8,Arkansas,SEC,1427
400548179,2014,1,false,false,2751,Wyoming,Mountain West,,149,Montana,Big Sky,
400547740,2014,1,false,false,61,Georgia,SEC,1747,228,Clemson,ACC,1785
400547751,2014,1,false,false,150,Duke,ACC,,2210,Elon,CAA,
400548097,2014,1,false,true,2309,Kent State,Mid-American,1423,195,Ohio,Mid-American,1320
400547795,2014,1,false,false,153,North Carolina,ACC,1718,2335,Liberty,Big South,1470
400548095,2014,1,false,false,2199,Eastern Michigan,Mid-American,,2415,Morgan State,MEAC,
400548406,2014,1,false,false,309,Louisiana,Sun Belt,,2582,Southern,SWAC,
400547645,2014,1,false,false,235,Memphis,American Athletic,,2046,Austin Peay,OVC,
400547838,2014,1,false,false,2641,Texas Tech,Big 12,,2110,Central Arkansas,Southland,
400547646,2014,1,false,false,58,South Florida,American Athletic,,2717,Western Carolina,Southern,
