id,season,week,neutral_site,conference_game,home_id,home_team,home_conference,home_pregame_elo,away_id,away_team,away_conference,away_pregame_elo
401282714,2021,1,false,true,356,Illinois,Big Ten,1392,158,Nebraska,Big Ten,1503
401286187,2021,1,false,false,278,Fresno State,Mountain West,1465,41,Connecticut,FBS Independents,1223
401309833,2021,1,false,false,26,UCLA,Pac-12,1517,62,Hawai'i,Mountain West,1466
401282049,2021,1,false,false,166,New Mexico State,FBS Independents,1261,2638,UTEP,Conference USA,1222
401310693,2021,1,false,false,23,San José State,Mountain West,,253,Southern Utah,Big Sky,
401282050,2021,1,true,false,55,Jacksonville State,AWC,,5,UAB,Conference USA,
401309540,2021,1,false,false,2050,Ball State,Mid-American,,2710,Western Illinois,MVFC,
401328545,2021,1,false,false,324,Coastal Carolina,Sun Belt,,2643,The Citadel,Southern,
401309542,2021,1,false,false,2084,Buffalo,Mid-American,,2681,Wagner,NEC,
401300995,2021,1,false,false,2116,UCF,American Athletic,1648,68,Boise State,Mountain West,1602
401309834,2021,1,false,false,254,Utah,Pac-12,,2692,Weber State,Big Sky,
401282607,2021,1,false,false,152,NC State,ACC,1460,58,South Florida,American Athletic,1251
401300994,2021,1,false,false,202,Tulsa,American Athletic,,302,UC Davis,Big Sky,
401300993,2021,1,false,false,2026,Appalachian State,Sun Belt,1659,151,East Carolina,American Athletic,1403
401281952,2021,1,false,false,2633,Tennessee,SEC,1489,189,Bowling Green,Mid-American,1041
401310696,2021,1,false,false,167,New Mexico,Mountain West,,2277,Houston Christian,Southland,
401282789,2021,1,false,true,135,Minnesota,Big Ten,1585,194,Ohio State,Big Ten,1905
401282180,2021,1,false,false,98,Western Kentucky,Conference USA,,2630,UT Martin,OVC,
401282051,2021,1,false,false,2229,Florida International,Conference USA,,112358,Long Island University,NEC,
401310694,2021,1,false,false,2439,UNLV,Mountain West,,331,Eastern Washington,Big Sky,
401309835,2021,1,false,false,9,Arizona State,Pac-12,,253,Southern Utah,Big Sky,
401309937,2021,1,false,true,259,Virginia Tech,ACC,1535,153,North Carolina,ACC,1725
401309541,2021,1,false,false,2199,Eastern Michigan,Mid-American,,2598,St Francis (PA),NEC,
401282052,2021,1,false,false,2429,Charlotte,Conference USA,1366,150,Duke,ACC,1295
401282608,2021,1,false,false,154,Wake Forest,ACC,1519,295,Old Dominion,Conference USA,1303
401287888,2021,1,false,false,2305,Kansas,Big 12,,233,South Dakota,MVFC,
401310695,2021,1,false,false,36,Colorado State,Mountain West,,2571,South Dakota State,MVFC,
401309836,2021,1,false,false,38,Colorado,Pac-12,,2458,Northern Colorado,Big Sky,
401282782,2021,1,false,true,77,Northwestern,Big Ten,1639,127,Michigan State,Big Ten,1424
401281947,2021,1,false,false,96,Kentucky,SEC,1550,2433,Louisiana Monroe,Sun Belt,1101
401282772,2021,1,false,false,130,Michigan,Big Ten,1591,2711,Western Michigan,Mid-American,1510
401327913,2021,1,false,false,158,Nebraska,Big Ten,,2230,Fordham,Patriot,
401309601,2021,1,false,false,2247,Georgia State,Sun Belt,1410,349,Army,FBS Independents,1549
401287889,2021,1,true,false,2306,Kansas State,Big 12,1447,24,Stanford,Pac-12,1491
401286188,2021,1,false,false,41,Connecticut,FBS Independents,,107,Holy Cross,Patriot,
401282815,2021,1,false,true,275,Wisconsin,Big Ten,1745,213,Penn State,Big Ten,1668
401287894,2021,1,false,false,201,Oklahoma,Big 12,1875,2655,Tulane,American Athletic,1597
401282822,2021,1,false,false,164,Rutgers,Big Ten,1393,218,Temple,American Athletic,1304
401282609,2021,1,false,false,103,Boston College,ACC,,2142,Colgate,Patriot,
401281943,2021,1,false,false,8,Arkansas,SEC,1417,242,Rice,Conference USA,1447
401309838,2021,1,false,false,2483,Oregon,Pac-12,1698,278,Fresno State,Mountain West,1566
401310861,2021,1,false,false,2005,Air Force,Mountain West,,322,Lafayette,Patriot,
401282723,2021,1,false,true,2294,Iowa,Big Ten,1805,84,Indiana,Big Ten,1650
401281942,2021,1,true,false,2390,Miami,ACC,1607,333,Alabama,SEC,2099
401300996,2021,1,false,false,2132,Cincinnati,American Athletic,1784,193,Miami (OH),Mid-American,1426
401282174,2021,1,false,false,2426,Navy,American Athletic,1380,276,Marshall,Conference USA,1535
401282764,2021,1,false,false,120,Maryland,Big Ten,1380,277,West Virginia,Big 12,1549
401282612,2021,1,false,false,221,Pittsburgh,ACC,1543,113,UMass,FBS Independents,1061
401281949,2021,1,false,false,344,Mississippi State,SEC,1513,2348,Louisiana Tech,Conference USA,1337
401310697,2021,1,false,false,2751,Wyoming,Mountain West,,147,Montana State,Big Sky,
401281950,2021,1,false,false,142,Missouri,SEC,1503,2117,Central Michigan,Mid-American,1438
401287887,2021,1,false,false,66,Iowa State,Big 12,,2460,Northern Iowa,MVFC,
401287892,2021,1,false,false,251,Texas,Big 12,1767,309,Louisiana,Sun Belt,1645
401309842,2021,1,false,false,30,USC,Pac-12,1628,23,San José State,Mountain West,1513
401309600,2021,1,false,false,290,Georgia Southern,Sun Belt,,2241,Gardner-Webb,Big South,
401286294,2021,1,false,false,2335,Liberty,FBS Independents,,2097,Campbell,Big South,
401281951,2021,1,false,false,2579,South Carolina,SEC,,2197,Eastern Illinois,OVC,
