id,season,week,neutral_site,conference_game,home_id,home_team,home_conference,home_pregame_elo,away_id,away_team,away_conference,away_pregame_elo
400869090,2016,1,true,false,25,California,Pac-12,1571,62,Hawai'i,Mountain West,1133
400869502,2016,1,false,false,2132,Cincinnati,American Athletic,,2630,UT Martin,OVC,
400869421,2016,1,false,false,154,Wake Forest,ACC,1373,2655,Tulane,American Athletic,1205
400869341,2016,1,false,false,97,Louisville,ACC,1614,2429,Charlotte,Conference USA,1134
400869503,2016,1,false,false,41,Connecticut,American Athletic,,311,Maine,CAA,
400869257,2016,1,false,false,2117,Central Michigan,Mid-American,,2506,Presbyterian College,Big South,
400869422,2016,1,false,false,152,NC State,ACC,,2729,William & Mary,CAA,
400869342,2016,1,false,false,2229,Florida International,Conference USA,1269,84,Indiana,Big Ten,1493
400868977,2016,1,false,false,2633,Tennessee,SEC,1740,2026,Appalachian State,Sun Belt,1590
400869173,2016,1,false,false,328,Utah State,Mountain West,,2692,Weber State,Big Sky,
400869347,2016,1,false,true,98,Western Kentucky,Conference USA,1747,242,Rice,Conference USA,1254
400868968,2016,1,false,true,238,Vanderbilt,SEC,1391,2579,South Carolina,SEC,1553
400869091,2016,1,false,false,254,Utah,Pac-12,,253,Southern Utah,Big Sky,
400869177,2016,1,false,false,167,New Mexico,Mountain West,,233,South Dakota,MVFC,
400869725,2016,1,false,false,70,Idaho,Sun Belt,,147,Montana State,Big Sky,
400869092,2016,1,false,false,135,Minnesota,Big Ten,1561,204,Oregon State,Pac-12,1264
400869174,2016,1,true,false,2439,UNLV,Mountain West,,2296,Jackson State,SWAC,
400869263,2016,1,false,false,2199,Eastern Michigan,Mid-American,,2400,Mississippi Valley State,SWAC,
400869423,2016,1,false,false,183,Syracuse,ACC,,2142,Colgate,Patriot,
400868910,2016,1,false,false,218,Temple,American Athletic,1590,349,Army,FBS Independents,1315
400869259,2016,1,false,false,2084,Buffalo,Mid-American,,399,Albany,CAA,
400869651,2016,1,false,false,127,Michigan State,Big Ten,,231,Furman,Southern,
400869258,2016,1,false,false,2247,Georgia State,Sun Belt,1396,2050,Ball State,Mid-American,1248
400868876,2016,1,false,false,239,Baylor,Big 12,,2466,Northwestern State,Southland,
400869093,2016,1,true,false,38,Colorado,Pac-12,1411,36,Colorado State,Mountain West,1457
400869265,2016,1,false,false,2032,Arkansas State,Sun Belt,1510,2649,Toledo,Mid-American,1653
400869094,2016,1,false,false,24,Stanford,Pac-12,1843,2306,Kansas State,Big 12,1521
400869181,2016,1,false,false,2440,Nevada,Mountain West,,13,Cal Poly,Big Sky,
400869424,2016,1,true,true,103,Boston College,ACC,1479,59,Georgia Tech,ACC,1588
400869260,2016,1,false,false,194,Ohio State,Big Ten,1913,189,Bowling Green,Mid-American,1607
400869509,2016,1,false,false,2426,Navy,American Athletic,,2230,Fordham,Patriot,
400869180,2016,1,false,false,130,Michigan,Big Ten,1753,62,Hawai'i,Mountain West,1122
400869507,2016,1,true,false,248,Houston,American Athletic,1780,201,Oklahoma,Big 12,1885
400869267,2016,1,false,false,77,Northwestern,Big Ten,1464,2711,Western Michigan,Mid-American,1594
400868976,2016,1,false,false,277,West Virginia,Big 12,1676,142,Missouri,SEC,1538
400868975,2016,1,false,false,344,Mississippi State,SEC,1727,6,South Alabama,Sun Belt,1243
