season,seasonType,week,poll,rank,school,points
2019,regular,8,AFCA Division II Coaches Poll,19,Indiana (PA),209
2019,regular,8,AFCA Division II Coaches Poll,20,West Florida,177
2019,regular,8,AFCA Division II Coaches Poll,21,West Chester,151
2019,regular,8,AFCA Division II Coaches Poll,22,Angelo State,142
2019,regular,8,AFCA Division II Coaches Poll,23,Henderson State,71
2019,regular,8,AFCA Division II Coaches Poll,23,Texas A&M-Commerce,71
2019,regular,8,AFCA Division II Coaches Poll,25,Virginia Union,67
2019,regular,9,AP Top 25,1,Alabama,1486
2019,regular,9,AP Top 25,2,LSU,1462
2019,regular,9,AP Top 25,3,Ohio State,1429
2019,regular,9,AP Top 25,4,Clemson,1408
2019,regular,9,AP Top 25,5,Oklahoma,1343
2019,regular,9,AP Top 25,6,Penn State,1224
2019,regular,9,AP Top 25,7,Florida,1138
2019,regular,9,AP Top 25,8,Notre Dame,1058
2019,regular,9,AP Top 25,9,Auburn,1054
2019,regular,9,AP Top 25,10,Georgia,1031
2019,regular,9,AP Top 25,11,Oregon,979
2019,regular,9,AP Top 25,12,Utah,852
2019,regular,9,AP Top 25,13,Wisconsin,767
2019,regular,9,AP Top 25,14,Baylor,732
2019,regular,9,AP Top 25,15,Texas,627
2019,regular,9,AP Top 25,16,SMU,587
2019,regular,9,AP Top 25,17,Minnesota,577
2019,regular,9,AP Top 25,18,Cincinnati,468
2019,regular,9,AP Top 25,19,Michigan,440
2019,regular,9,AP Top 25,20,Iowa,347
2019,regular,9,AP Top 25,21,Appalachian State,286
2019,regular,9,AP Top 25,22,Boise State,225
2019,regular,9,AP Top 25,23,Iowa State,185
2019,regular,9,AP Top 25,24,Arizona State,134
2019,regular,9,AP Top 25,25,Wake Forest,118
2019,regular,9,Coaches Poll,1,Alabama,1602
2019,regular,9,Coaches Poll,2,Clemson,1511
2019,regular,9,Coaches Poll,3,LSU,1486
2019,regular,9,Coaches Poll,4,Ohio State,1461
2019,regular,9,Coaches Poll,5,Oklahoma,1408
2019,regular,9,Coaches Poll,6,Penn State,1283
2019,regular,9,Coaches Poll,7,Notre Dame,1160
2019,regular,9,Coaches Poll,8,Florida,1151
2019,regular,9,Coaches Poll,9,Georgia,1099
2019,regular,9,Coaches Poll,10,Auburn,1071
2019,regular,9,Coaches Poll,11,Oregon,1011
2019,regular,9,Coaches Poll,12,Utah,858
2019,regular,9,Coaches Poll,13,Wisconsin,824
2019,regular,9,Coaches Poll,14,Baylor,730
2019,regular,9,Coaches Poll,15,Texas,722
2019,regular,9,Coaches Poll,16,Minnesota,631
2019,regular,9,Coaches Poll,17,SMU,609
2019,regular,9,Coaches Poll,18,Cincinnati,461
2019,regular,9,Coaches Poll,19,Iowa,373
2019,regular,9,Coaches Poll,20,Michigan,369
2019,regular,9,Coaches Poll,21,Boise State,308
2019,regular,9,Coaches Poll,22,Appalachian State,300
2019,regular,9,Coaches Poll,23,Wake Forest,181
2019,regular,9,Coaches Poll,24,Arizona State,131
2019,regular,9,Coaches Poll,25,Memphis,101
2019,regular,9,FCS Coaches Poll,1,North Dakota State,650
2019,regular,9,FCS Coaches Poll,2,James Madison,622
2019,regular,9,FCS Coaches Poll,3,South Dakota State,600
2019,regular,9,FCS Coaches Poll,4,Kennesaw State,561
2019,regular,9,FCS Coaches Poll,5,Weber State,552
2019,regular,9,FCS Coaches Poll,6,Villanova,516
2019,regular,9,FCS Coaches Poll,7,Illinois State,484
2019,regular,9,FCS Coaches Poll,8,Sacramento State,422
2019,regular,9,FCS Coaches Poll,9,Montana State,420
2019,regular,9,FCS Coaches Poll,10,Central Arkansas,400
2019,regular,9,FCS Coaches Poll,11,Montana,388
2019,regular,9,FCS Coaches Poll,12,Northern Iowa,377
2019,regular,9,FCS Coaches Poll,13,Princeton,323
2019,regular,9,FCS Coaches Poll,14,Furman,268
2019,regular,9,FCS Coaches Poll,15,Nicholls,232
2019,regular,9,FCS Coaches Poll,16,Dartmouth,225
2019,regular,9,FCS Coaches Poll,17,Towson,212
2019,regular,9,FCS Coaches Poll,18,North Carolina A&T,207
2019,regular,9,FCS Coaches Poll,19,Delaware,115
2019,regular,9,FCS Coaches Poll,20,Incarnate Word,113
2019,regular,9,FCS Coaches Poll,21,Jacksonville State,101
2019,regular,9,FCS Coaches Poll,22,UC Davis,96
2019,regular,9,FCS Coaches Poll,23,Florida A&M,86
2019,regular,9,FCS Coaches Poll,24,Central Connecticut,83
2019,regular,9,FCS Coaches Poll,25,Sam Houston State,75
2019,regular,10,Coaches Poll,1,Alabama,1593
2019,regular,10,Coaches Poll,2,LSU,1515
2019,regular,10,Coaches Poll,3,Clemson,1508
2019,regular,10,Coaches Poll,4,Ohio State,1491
2019,regular,10,Coaches Poll,5,Penn State,1359
2019,regular,10,Coaches Poll,6,Florida,1271
2019,regular,10,Coaches Poll,7,Georgia,1180
2019,regular,10,Coaches Poll,8,Oregon,1163
2019,regular,10,Coaches Poll,9,Oklahoma,1069
2019,regular,10,Coaches Poll,10,Utah,1048
2019,regular,10,Coaches Poll,11,Baylor,921
2019,regular,10,Coaches Poll,12,Auburn,869
2019,regular,10,Coaches Poll,13,Minnesota,840
2019,regular,10,Coaches Poll,14,SMU,727
2019,regular,10,Coaches Poll,15,Michigan,652
2019,regular,10,Coaches Poll,16,Notre Dame,624
2019,regular,10,Coaches Poll,17,Wisconsin,537
2019,regular,10,Coaches Poll,18,Cincinnati,523
2019,regular,10,Coaches Poll,19,Iowa,492
2019,regular,10,Coaches Poll,20,Appalachian State,398
2019,regular,10,Coaches Poll,21,Boise State,382
2019,regular,10,Coaches Poll,22,Wake Forest,280
2019,regular,10,Coaches Poll,23,Memphis,187
2019,regular,10,Coaches Poll,24,Texas,104
2019,regular,10,Coaches Poll,25,Kansas State,102
2019,regular,10,AP Top 25,1,LSU,1476
2019,regular,10,AP Top 25,2,Alabama,1474
2019,regular,10,AP Top 25,3,Ohio State,1468
2019,regular,10,AP Top 25,4,Clemson,1406
2019,regular,10,AP Top 25,5,Penn State,1302
2019,regular,10,AP Top 25,6,Florida,1226
2019,regular,10,AP Top 25,7,Oregon,1108
2019,regular,10,AP Top 25,8,Georgia,1093
2019,regular,10,AP Top 25,9,Utah,1032
2019,regular,10,AP Top 25,10,Oklahoma,1017
2019,regular,10,AP Top 25,11,Auburn,910
2019,regular,10,AP Top 25,12,Baylor,882
2019,regular,10,AP Top 25,13,Minnesota,778
2019,regular,10,AP Top 25,14,Michigan,744
2019,regular,10,AP Top 25,15,SMU,666
2019,regular,10,AP Top 25,16,Notre Dame,563
2019,regular,10,AP Top 25,17,Cincinnati,524
2019,regular,10,AP Top 25,18,Wisconsin,513
2019,regular,10,AP Top 25,19,Iowa,456
2019,regular,10,AP Top 25,20,Appalachian State,393
2019,regular,10,AP Top 25,21,Boise State,280
2019,regular,10,AP Top 25,22,Kansas State,218
2019,regular,10,AP Top 25,23,Wake Forest,200
2019,regular,10,AP Top 25,24,Memphis,188
2019,regular,10,AP Top 25,25,San Diego State,50
2019,regular,10,FCS Coaches Poll,1,North Dakota State,650
2019,regular,10,FCS Coaches Poll,2,James Madison,624
2019,regular,10,FCS Coaches Poll,3,Weber State,573
2019,regular,10,FCS Coaches Poll,4,Kennesaw State,569
2019,regular,10,FCS Coaches Poll,5,South Dakota State,559
2019,regular,10,FCS Coaches Poll,6,Sacramento State,512
2019,regular,10,FCS Coaches Poll,7,Illinois State,507
2019,regular,10,FCS Coaches Poll,8,Montana,447
2019,regular,10,FCS Coaches Poll,9,Central Arkansas,436
2019,regular,10,FCS Coaches Poll,10,Northern Iowa,411
2019,regular,10,FCS Coaches Poll,11,Villanova,366
2019,regular,10,FCS Coaches Poll,12,Princeton,349
2019,regular,10,FCS Coaches Poll,13,Furman,321
2019,regular,10,FCS Coaches Poll,14,Dartmouth,293
2019,regular,10,FCS Coaches Poll,15,Montana State,264
2019,regular,10,FCS Coaches Poll,16,North Carolina A&T,232
2019,regular,10,FCS Coaches Poll,17,Florida A&M,185
2019,regular,10,FCS Coaches Poll,18,Jacksonville State,175
2019,regular,10,FCS Coaches Poll,19,Central Connecticut,163
2019,regular,10,FCS Coaches Poll,20,Wofford,136
2019,regular,10,FCS Coaches Poll,21,Southeast Missouri State,103
2019,regular,10,FCS Coaches Poll,22,Towson,85
2019,regular,10,FCS Coaches Poll,23,North Dakota,81
2019,regular,10,FCS Coaches Poll,24,Nicholls,66
2019,regular,10,FCS Coaches Poll,25,Austin Peay,62
2019,regular,11,Coaches Poll,1,Alabama,1591
2019,regular,11,Coaches Poll,2,LSU,1531
2019,regular,11,Coaches Poll,3,Clemson,1495
2019,regular,11,Coaches Poll,4,Ohio State,1492
2019,regular,11,Coaches Poll,5,Penn State,1361
2019,regular,11,Coaches Poll,6,Georgia,1263
2019,regular,11,Coaches Poll,7,Oregon,1236
2019,regular,11,Coaches Poll,8,Oklahoma,1143
2019,regular,11,Coaches Poll,9,Utah,1111
2019,regular,11,Coaches Poll,10,Baylor,980
2019,regular,11,Coaches Poll,11,Florida,941
2019,regular,11,Coaches Poll,12,Auburn,914
2019,regular,11,Coaches Poll,13,Minnesota,880
2019,regular,11,Coaches Poll,14,Michigan,746
2019,regular,11,Coaches Poll,15,Notre Dame,660
2019,regular,11,Coaches Poll,16,Wisconsin,591
2019,regular,11,Coaches Poll,17,Cincinnati,549
2019,regular,11,Coaches Poll,18,Iowa,527
2019,regular,11,Coaches Poll,19,Memphis,418
2019,regular,11,Coaches Poll,20,Wake Forest,392
2019,regular,11,Coaches Poll,21,Boise State,388
2019,regular,11,Coaches Poll,22,Kansas State,265
2019,regular,11,Coaches Poll,23,SMU,235
2019,regular,11,Coaches Poll,24,San Diego State,105
2019,regular,11,Coaches Poll,25,Navy,92
2019,regular,11,AP Top 25,1,LSU,1479
2019,regular,11,AP Top 25,2,Alabama,1472
2019,regular,11,AP Top 25,3,Ohio State,1467
2019,regular,11,AP Top 25,4,Clemson,1406
2019,regular,11,AP Top 25,5,Penn State,1306
2019,regular,11,AP Top 25,6,Georgia,1196
2019,regular,11,AP Top 25,7,Oregon,1180
2019,regular,11,AP Top 25,8,Utah,1090
2019,regular,11,AP Top 25,9,Oklahoma,1045
2019,regular,11,AP Top 25,10,Florida,938
2019,regular,11,AP Top 25,11,Baylor,909
2019,regular,11,AP Top 25,12,Auburn,901
2019,regular,11,AP Top 25,13,Minnesota,831
2019,regular,11,AP Top 25,14,Michigan,780
2019,regular,11,AP Top 25,15,Notre Dame,571
2019,regular,11,AP Top 25,16,Wisconsin,558
2019,regular,11,AP Top 25,17,Cincinnati,527
2019,regular,11,AP Top 25,18,Iowa,491
2019,regular,11,AP Top 25,19,Memphis,448
2019,regular,11,AP Top 25,20,Kansas State,364
2019,regular,11,AP Top 25,21,Boise State,310
2019,regular,11,AP Top 25,22,Wake Forest,296
2019,regular,11,AP Top 25,23,SMU,250
2019,regular,11,AP Top 25,24,San Diego State,87
2019,regular,11,AP Top 25,25,Navy,83
2019,regular,11,FCS Coaches Poll,1,North Dakota State,650
2019,regular,11,FCS Coaches Poll,2,James Madison,624
2019,regular,11,FCS Coaches Poll,3,Weber State,593
2019,regular,11,FCS Coaches Poll,4,South Dakota State,577
2019,regular,11,FCS Coaches Poll,5,Montana,532
2019,regular,11,FCS Coaches Poll,6,Central Arkansas,505
2019,regular,11,FCS Coaches Poll,7,Northern Iowa,491
2019,regular,11,FCS Coaches Poll,8,Sacramento State,431
2019,regular,11,FCS Coaches Poll,9,Princeton,384
2019,regular,11,FCS Coaches Poll,10,Furman,364
2019,regular,11,FCS Coaches Poll,11,Kennesaw State,360
2019,regular,11,FCS Coaches Poll,12,Illinois State,358
2019,regular,11,FCS Coaches Poll,13,Dartmouth,330
2019,regular,11,FCS Coaches Poll,14,Montana State,316
2019,regular,11,FCS Coaches Poll,15,Florida A&M,255
2019,regular,11,FCS Coaches Poll,15,North Carolina A&T,255
2019,regular,11,FCS Coaches Poll,17,Central Connecticut,209
2019,regular,11,FCS Coaches Poll,18,Southeast Missouri State,204
2019,regular,11,FCS Coaches Poll,19,Villanova,202
2019,regular,11,FCS Coaches Poll,20,Monmouth,144
2019,regular,11,FCS Coaches Poll,21,Towson,112
2019,regular,11,FCS Coaches Poll,22,North Dakota,111
2019,regular,11,FCS Coaches Poll,23,Wofford,108
2019,regular,11,FCS Coaches Poll,24,Austin Peay,90
2019,regular,11,FCS Coaches Poll,25,New Hampshire,62
2019,regular,11,Playoff Committee Rankings,1,Ohio State,0
2019,regular,11,Playoff Committee Rankings,2,LSU,0
2019,regular,11,Playoff Committee Rankings,3,Alabama,0
2019,regular,11,Playoff Committee Rankings,4,Penn State,0
2019,regular,11,Playoff Committee Rankings,5,Clemson,0
2019,regular,11,Playoff Committee Rankings,6,Georgia,0
2019,regular,11,Playoff Committee Rankings,7,Oregon,0
2019,regular,11,Playoff Committee Rankings,8,Utah,0
2019,regular,11,Playoff Committee Rankings,9,Oklahoma,0
2019,regular,11,Playoff Committee Rankings,10,Florida,0
2019,regular,11,Playoff Committee Rankings,11,Auburn,0
2019,regular,11,Playoff Committee Rankings,12,Baylor,0
2019,regular,11,Playoff Committee Rankings,13,Wisconsin,0
2019,regular,11,Playoff Committee Rankings,14,Michigan,0
2019,regular,11,Playoff Committee Rankings,15,Notre Dame,0
2019,regular,11,Playoff Committee Rankings,16,Kansas State,0
2019,regular,11,Playoff Committee Rankings,17,Minnesota,0
2019,regular,11,Playoff Committee Rankings,18,Iowa,0
2019,regular,11,Playoff Committee Rankings,19,Wake Forest,0
2019,regular,11,Playoff Committee Rankings,20,Cincinnati,0
2019,regular,11,Playoff Committee Rankings,21,Memphis,0
2019,regular,11,Playoff Committee Rankings,22,Boise State,0
2019,regular,11,Playoff Committee Rankings,23,Oklahoma State,0
2019,regular,11,Playoff Committee Rankings,24,Navy,0
2019,regular,11,Playoff Committee Rankings,25,SMU,0
2019,regular,1,AP Top 25,1,Clemson,1540
2019,regular,1,AP Top 25,2,Alabama,1496
2019,regular,1,AP Top 25,3,Georgia,1403
2019,regular,1,AP Top 25,4,Oklahoma,1331
2019,regular,1,AP Top 25,5,Ohio State,1261
2019,regular,1,AP Top 25,6,LSU,1199
2019,regular,1,AP Top 25,7,Michigan,1164
2019,regular,1,AP Top 25,8,Florida,1054
2019,regular,1,AP Top 25,9,Notre Dame,1044
2019,regular,1,AP Top 25,10,Texas,1005
2019,regular,1,AP Top 25,11,Oregon,860
2019,regular,1,AP Top 25,12,Texas A&M,852
2019,regular,1,AP Top 25,13,Washington,786
2019,regular,1,AP Top 25,14,Utah,772
2019,regular,1,AP Top 25,15,Penn State,651
2019,regular,1,AP Top 25,16,Auburn,578
2019,regular,1,AP Top 25,17,UCF,410
2019,regular,1,AP Top 25,18,Michigan State,377
2019,regular,1,AP Top 25,19,Wisconsin,370
2019,regular,1,AP Top 25,20,Iowa,330
2019,regular,1,AP Top 25,21,Iowa State,302
2019,regular,1,AP Top 25,22,Syracuse,209
2019,regular,1,AP Top 25,23,Washington State,200
2019,regular,1,AP Top 25,24,Nebraska,154
2019,regular,1,AP Top 25,25,Stanford,141
2019,regular,1,Coaches Poll,1,Clemson,1619
2019,regular,1,Coaches Poll,2,Alabama,1566
2019,regular,1,Coaches Poll,3,Georgia,1447
2019,regular,1,Coaches Poll,4,Oklahoma,1415
2019,regular,1,Coaches Poll,5,Ohio State,1368
2019,regular,1,Coaches Poll,6,LSU,1218
2019,regular,1,Coaches Poll,7,Michigan,1155
2019,regular,1,Coaches Poll,8,Florida,1103
2019,regular,1,Coaches Poll,9,Notre Dame,1100
2019,regular,1,Coaches Poll,10,Texas,1038
2019,regular,1,Coaches Poll,11,Texas A&M,893
2019,regular,1,Coaches Poll,12,Washington,834
2019,regular,1,Coaches Poll,13,Oregon,787
2019,regular,1,Coaches Poll,14,Penn State,699
2019,regular,1,Coaches Poll,15,Utah,642
2019,regular,1,Coaches Poll,16,Auburn,606
2019,regular,1,Coaches Poll,17,UCF,436
2019,regular,1,Coaches Poll,17,Wisconsin,436
2019,regular,1,Coaches Poll,19,Iowa,343
2019,regular,1,Coaches Poll,20,Michigan State,313
2019,regular,1,Coaches Poll,21,Washington State,274
2019,regular,1,Coaches Poll,22,Syracuse,227
2019,regular,1,Coaches Poll,23,Stanford,200
2019,regular,1,Coaches Poll,24,Iowa State,169
2019,regular,1,Coaches Poll,25,Northwestern,161
2019,regular,1,FCS Coaches Poll,1,North Dakota State,644
2019,regular,1,FCS Coaches Poll,2,James Madison,597
2019,regular,1,FCS Coaches Poll,3,Eastern Washington,588
2019,regular,1,FCS Coaches Poll,4,South Dakota State,579
2019,regular,1,FCS Coaches Poll,5,UC Davis,537
2019,regular,1,FCS Coaches Poll,6,Jacksonville State,500
2019,regular,1,FCS Coaches Poll,7,Maine,473
2019,regular,1,FCS Coaches Poll,8,Wofford,437
2019,regular,1,FCS Coaches Poll,9,Weber State,432
2019,regular,1,FCS Coaches Poll,10,Kennesaw State,404
2019,regular,1,FCS Coaches Poll,11,Nicholls,385
2019,regular,1,FCS Coaches Poll,12,Towson,349
2019,regular,1,FCS Coaches Poll,13,Illinois State,290
2019,regular,1,FCS Coaches Poll,14,Colgate,272
2019,regular,1,FCS Coaches Poll,15,Montana State,271
2019,regular,1,FCS Coaches Poll,16,Indiana State,192
2019,regular,1,FCS Coaches Poll,17,Furman,183
2019,regular,1,FCS Coaches Poll,18,Southeast Missouri State,178
2019,regular,1,FCS Coaches Poll,19,North Carolina A&T,158
2019,regular,1,FCS Coaches Poll,20,Northern Iowa,157
2019,regular,1,FCS Coaches Poll,21,Elon,155
2019,regular,1,FCS Coaches Poll,22,Sam Houston State,117
2019,regular,1,FCS Coaches Poll,23,Delaware,87
2019,regular,1,FCS Coaches Poll,24,Princeton,85
2019,regular,1,FCS Coaches Poll,25,Central Arkansas,66
2019,regular,1,AFCA Division II Coaches Poll,1,Valdosta State,792
2019,regular,1,AFCA Division II Coaches Poll,2,Ferris State,768
2019,regular,1,AFCA Division II Coaches Poll,3,Minnesota State,686
2019,regular,1,AFCA Division II Coaches Poll,4,Notre Dame College,623
2019,regular,1,AFCA Division II Coaches Poll,5,Ouachita Baptist,585
2019,regular,1,AFCA Division II Coaches Poll,6,Northwest Missouri State,580
2019,regular,1,AFCA Division II Coaches Poll,7,Tarleton State,549
2019,regular,1,AFCA Division II Coaches Poll,8,Lenoir-Rhyne,524
2019,regular,1,AFCA Division II Coaches Poll,9,Colorado State-Pueblo,463
2019,regular,1,AFCA Division II Coaches Poll,10,Slippery Rock,446
2019,regular,1,AFCA Division II Coaches Poll,11,Fort Hays State,419
2019,regular,1,AFCA Division II Coaches Poll,12,Grand Valley State,418
2019,regular,1,AFCA Division II Coaches Poll,13,Texas A&M-Commerce,385
2019,regular,1,AFCA Division II Coaches Poll,14,Minnesota-Duluth,342
2019,regular,1,AFCA Division II Coaches Poll,15,West Georgia,330
2019,regular,1,AFCA Division II Coaches Poll,16,Indianapolis,319
2019,regular,1,AFCA Division II Coaches Poll,17,Colorado Mines,288
2019,regular,1,AFCA Division II Coaches Poll,18,Harding,223
2019,regular,1,AFCA Division II Coaches Poll,19,Hillsdale,220
2019,regular,1,AFCA Division II Coaches Poll,20,Midwestern State,214
2019,regular,1,AFCA Division II Coaches Poll,21,Wingate,175
2019,regular,1,AFCA Division II Coaches Poll,22,West Chester,134
2019,regular,1,AFCA Division II Coaches Poll,23,Ashland,129
2019,regular,1,AFCA Division II Coaches Poll,24,West Alabama,116
2019,regular,1,AFCA Division II Coaches Poll,25,Fairmont State,78
2019,regular,1,AFCA Division III Coaches Poll,1,Mary Hardin-Baylor,1309
2019,regular,1,AFCA Division III Coaches Poll,2,Mount Union,1283
2019,regular,1,AFCA Division III Coaches Poll,3,UW-Whitewater,1187
2019,regular,1,AFCA Division III Coaches Poll,4,St. Johns (MN),1132
2019,regular,1,AFCA Division III Coaches Poll,5,North Central,1093
2019,regular,1,AFCA Division III Coaches Poll,6,St. Thomas (MN),1032
2019,regular,1,AFCA Division III Coaches Poll,7,Hardin-Simmons,998
2019,regular,1,AFCA Division III Coaches Poll,8,Muhlenberg,894
2019,regular,1,AFCA Division III Coaches Poll,9,John Carroll,732
2019,regular,1,AFCA Division III Coaches Poll,10,Berry College,725
2019,regular,1,AFCA Division III Coaches Poll,11,Wheaton College (Ill),720
2019,regular,1,AFCA Division III Coaches Poll,11,Wesley College,720
2019,regular,1,AFCA Division III Coaches Poll,13,Bethel (MN),693
2019,regular,1,AFCA Division III Coaches Poll,14,Ithaca,420
2019,regular,1,AFCA Division III Coaches Poll,15,Wartburg,403
2019,regular,1,AFCA Division III Coaches Poll,16,Salisbury,334
2019,regular,1,AFCA Division III Coaches Poll,17,Delaware Valley,325
2019,regular,1,AFCA Division III Coaches Poll,18,Johns Hopkins,324
2019,regular,1,AFCA Division III Coaches Poll,19,Wisconsin-La Crosse,294
2019,regular,1,AFCA Division III Coaches Poll,20,Redlands,249
2019,regular,1,AFCA Division III Coaches Poll,21,Linfield,191
2019,regular,1,AFCA Division III Coaches Poll,22,Hobart,184
2019,regular,1,AFCA Division III Coaches Poll,23,Whitworth,178
2019,regular,1,AFCA Division III Coaches Poll,24,Trine,156
2019,regular,1,AFCA Division III Coaches Poll,25,Case Western Reserve,153
2019,regular,2,AP Top 25,1,Clemson,1542
2019,regular,2,AP Top 25,2,Alabama,1493
2019,regular,2,AP Top 25,3,Georgia,1407
2019,regular,2,AP Top 25,4,Oklahoma,1337
2019,regular,2,AP Top 25,5,Ohio State,1270
2019,regular,2,AP Top 25,6,LSU,1233
2019,regular,2,AP Top 25,7,Michigan,1126
2019,regular,2,AP Top 25,8,Notre Dame,1037
2019,regular,2,AP Top 25,9,Texas,1032
2019,regular,2,AP Top 25,10,Auburn,958
2019,regular,2,AP Top 25,11,Florida,940
2019,regular,2,AP Top 25,12,Texas A&M,862
2019,regular,2,AP Top 25,13,Utah,826
2019,regular,2,AP Top 25,14,Washington,768
2019,regular,2,AP Top 25,15,Penn State,688
2019,regular,2,AP Top 25,16,Oregon,568
2019,regular,2,AP Top 25,17,Wisconsin,519
2019,regular,2,AP Top 25,18,UCF,445
2019,regular,2,AP Top 25,19,Michigan State,409
2019,regular,2,AP Top 25,20,Iowa,351
2019,regular,2,AP Top 25,21,Syracuse,246
2019,regular,2,AP Top 25,22,Washington State,244
2019,regular,2,AP Top 25,23,Stanford,198
2019,regular,2,AP Top 25,24,Boise State,179
2019,regular,2,AP Top 25,25,Iowa State,86
2019,regular,2,AP Top 25,25,Nebraska,86
