season,seasonType,week,poll,rank,school,points
2016,regular,4,Coaches Poll,9,Washington,1065
2016,regular,4,Coaches Poll,10,Wisconsin,872
2016,regular,4,Coaches Poll,11,Georgia,847
2016,regular,4,Coaches Poll,12,Tennessee,805
2016,regular,4,Coaches Poll,13,Texas A&M,791
2016,regular,4,Coaches Poll,14,Florida State,742
2016,regular,4,Coaches Poll,15,Baylor,658
2016,regular,4,Coaches Poll,16,Florida,598
2016,regular,4,Coaches Poll,17,LSU,522
2016,regular,4,Coaches Poll,18,Arkansas,500
2016,regular,4,Coaches Poll,19,Miami,441
2016,regular,4,Coaches Poll,20,Nebraska,373
2016,regular,4,Coaches Poll,21,Ole Miss,166
2016,regular,4,Coaches Poll,21,TCU,166
2016,regular,4,Coaches Poll,23,Utah,155
2016,regular,4,Coaches Poll,24,Texas,143
2016,regular,4,Coaches Poll,25,Iowa,140
2016,regular,4,FCS Coaches Poll,1,North Dakota State,650
2016,regular,4,FCS Coaches Poll,2,Sam Houston State,605
2016,regular,4,FCS Coaches Poll,3,Chattanooga,583
2016,regular,4,FCS Coaches Poll,4,Jacksonville State,558
2016,regular,4,FCS Coaches Poll,5,Eastern Washington,556
2016,regular,4,FCS Coaches Poll,6,Montana,509
2016,regular,4,FCS Coaches Poll,7,James Madison,429
2016,regular,4,FCS Coaches Poll,8,William & Mary,426
2016,regular,4,FCS Coaches Poll,9,Richmond,419
2016,regular,4,FCS Coaches Poll,10,The Citadel,372
2016,regular,4,FCS Coaches Poll,11,Charleston Southern,368
2016,regular,4,FCS Coaches Poll,12,Illinois State,363
2016,regular,4,FCS Coaches Poll,13,Western Illinois,326
2016,regular,4,FCS Coaches Poll,14,Northern Iowa,310
2016,regular,4,FCS Coaches Poll,15,Villanova,250
2016,regular,4,FCS Coaches Poll,16,Eastern Illinois,206
2016,regular,4,FCS Coaches Poll,17,Youngstown State,187
2016,regular,4,FCS Coaches Poll,18,South Dakota State,184
2016,regular,4,FCS Coaches Poll,19,Harvard,127
2016,regular,4,FCS Coaches Poll,20,McNeese,123
2016,regular,4,FCS Coaches Poll,21,Colgate,119
2016,regular,4,FCS Coaches Poll,22,North Carolina A&T,118
2016,regular,4,FCS Coaches Poll,23,Albany,110
2016,regular,4,FCS Coaches Poll,24,Stony Brook,109
2016,regular,4,FCS Coaches Poll,25,Northern Arizona,93
2016,regular,4,FCS Coaches Poll,25,Portland State,93
2016,regular,4,AFCA Division II Coaches Poll,1,Northwest Missouri State,750
2016,regular,4,AFCA Division II Coaches Poll,2,Grand Valley State,713
2016,regular,4,AFCA Division II Coaches Poll,3,West Georgia,658
2016,regular,4,AFCA Division II Coaches Poll,4,Shepherd,637
2016,regular,4,AFCA Division II Coaches Poll,5,Ashland,622
2016,regular,4,AFCA Division II Coaches Poll,6,Texas A&M-Commerce,586
2016,regular,4,AFCA Division II Coaches Poll,7,Henderson State,563
2016,regular,4,AFCA Division II Coaches Poll,8,Indiana (PA),533
2016,regular,4,AFCA Division II Coaches Poll,9,Slippery Rock,511
2016,regular,4,AFCA Division II Coaches Poll,10,Midwestern State,458
2016,regular,4,AFCA Division II Coaches Poll,11,Tuskegee,424
2016,regular,4,AFCA Division II Coaches Poll,12,Sioux Falls,386
2016,regular,4,AFCA Division II Coaches Poll,13,Ferris State,374
2016,regular,4,AFCA Division II Coaches Poll,14,Azusa Pacific,365
2016,regular,4,AFCA Division II Coaches Poll,15,Assumption,325
2016,regular,4,AFCA Division II Coaches Poll,16,Florida Tech,302
2016,regular,4,AFCA Division II Coaches Poll,17,Colorado Mesa,289
2016,regular,4,AFCA Division II Coaches Poll,18,North Alabama,261
2016,regular,4,AFCA Division II Coaches Poll,19,Minnesota State,178
2016,regular,4,AFCA Division II Coaches Poll,20,Harding,172
2016,regular,4,AFCA Division II Coaches Poll,21,UNC Pembroke,123
2016,regular,4,AFCA Division II Coaches Poll,22,Central Missouri State,116
2016,regular,4,AFCA Division II Coaches Poll,23,Emporia State,97
2016,regular,4,AFCA Division II Coaches Poll,24,California (PA),71
2016,regular,4,AFCA Division II Coaches Poll,25,Augustana (SD),48
2016,regular,5,AP Top 25,1,Alabama,1511
2016,regular,5,AP Top 25,2,Ohio State,1440
2016,regular,5,AP Top 25,3,Louisville,1409
2016,regular,5,AP Top 25,4,Michigan,1292
2016,regular,5,AP Top 25,5,Clemson,1267
2016,regular,5,AP Top 25,6,Houston,1239
2016,regular,5,AP Top 25,7,Stanford,1166
2016,regular,5,AP Top 25,8,Wisconsin,1084
2016,regular,5,AP Top 25,9,Texas A&M,1036
2016,regular,5,AP Top 25,10,Washington,986
2016,regular,5,AP Top 25,11,Tennessee,909
2016,regular,5,AP Top 25,12,Florida State,804
2016,regular,5,AP Top 25,13,Baylor,729
2016,regular,5,AP Top 25,14,Miami,696
2016,regular,5,AP Top 25,15,Nebraska,640
2016,regular,5,AP Top 25,16,Ole Miss,540
2016,regular,5,AP Top 25,17,Michigan State,527
2016,regular,5,AP Top 25,18,Utah,493
2016,regular,5,AP Top 25,19,San Diego State,304
2016,regular,5,AP Top 25,20,Arkansas,241
2016,regular,5,AP Top 25,21,TCU,239
2016,regular,5,AP Top 25,22,Texas,217
2016,regular,5,AP Top 25,23,Florida,176
2016,regular,5,AP Top 25,24,Boise State,163
2016,regular,5,AP Top 25,25,Georgia,142
2016,regular,5,Coaches Poll,1,Alabama,1597
2016,regular,5,Coaches Poll,2,Ohio State,1506
2016,regular,5,Coaches Poll,3,Clemson,1440
2016,regular,5,Coaches Poll,4,Louisville,1411
2016,regular,5,Coaches Poll,5,Michigan,1333
2016,regular,5,Coaches Poll,6,Stanford,1269
2016,regular,5,Coaches Poll,7,Houston,1250
2016,regular,5,Coaches Poll,8,Wisconsin,1127
2016,regular,5,Coaches Poll,9,Washington,1049
2016,regular,5,Coaches Poll,10,Texas A&M,1016
2016,regular,5,Coaches Poll,11,Tennessee,986
2016,regular,5,Coaches Poll,12,Florida State,843
2016,regular,5,Coaches Poll,13,Baylor,797
2016,regular,5,Coaches Poll,14,Miami,664
2016,regular,5,Coaches Poll,15,Nebraska,649
2016,regular,5,Coaches Poll,16,Michigan State,597
2016,regular,5,Coaches Poll,17,Ole Miss,558
2016,regular,5,Coaches Poll,18,Utah,504
2016,regular,5,Coaches Poll,19,TCU,330
2016,regular,5,Coaches Poll,20,Georgia,271
2016,regular,5,Coaches Poll,21,Florida,254
2016,regular,5,Coaches Poll,22,Arkansas,197
2016,regular,5,Coaches Poll,23,North Carolina,173
2016,regular,5,Coaches Poll,24,San Diego State,156
2016,regular,5,Coaches Poll,25,Texas,142
2016,regular,5,FCS Coaches Poll,1,North Dakota State,650
2016,regular,5,FCS Coaches Poll,2,Sam Houston State,610
2016,regular,5,FCS Coaches Poll,3,Chattanooga,587
2016,regular,5,FCS Coaches Poll,4,Jacksonville State,575
2016,regular,5,FCS Coaches Poll,5,Eastern Washington,541
2016,regular,5,FCS Coaches Poll,6,James Madison,494
2016,regular,5,FCS Coaches Poll,7,Richmond,479
2016,regular,5,FCS Coaches Poll,8,Charleston Southern,425
2016,regular,5,FCS Coaches Poll,8,Western Illinois,425
2016,regular,5,FCS Coaches Poll,10,The Citadel,411
2016,regular,5,FCS Coaches Poll,11,Montana,356
2016,regular,5,FCS Coaches Poll,12,Northern Iowa,331
2016,regular,5,FCS Coaches Poll,13,Eastern Illinois,323
2016,regular,5,FCS Coaches Poll,14,Villanova,312
2016,regular,5,FCS Coaches Poll,15,Youngstown State,236
2016,regular,5,FCS Coaches Poll,16,South Dakota State,191
2016,regular,5,FCS Coaches Poll,17,William & Mary,189
2016,regular,5,FCS Coaches Poll,18,Cal Poly,184
2016,regular,5,FCS Coaches Poll,19,Harvard,169
2016,regular,5,FCS Coaches Poll,20,Illinois State,165
2016,regular,5,FCS Coaches Poll,21,Albany,161
2016,regular,5,FCS Coaches Poll,22,McNeese,145
2016,regular,5,FCS Coaches Poll,23,North Carolina A&T,127
2016,regular,5,FCS Coaches Poll,24,Southern Utah,88
2016,regular,5,FCS Coaches Poll,25,Colgate,53
2016,regular,5,AFCA Division II Coaches Poll,1,Northwest Missouri State,750
2016,regular,5,AFCA Division II Coaches Poll,2,Grand Valley State,717
2016,regular,5,AFCA Division II Coaches Poll,3,Shepherd,684
2016,regular,5,AFCA Division II Coaches Poll,4,Texas A&M-Commerce,655
2016,regular,5,AFCA Division II Coaches Poll,5,Henderson State,623
2016,regular,5,AFCA Division II Coaches Poll,6,Indiana (PA),574
2016,regular,5,AFCA Division II Coaches Poll,7,Midwestern State,564
2016,regular,5,AFCA Division II Coaches Poll,8,Tuskegee,528
2016,regular,5,AFCA Division II Coaches Poll,9,Sioux Falls,474
2016,regular,5,AFCA Division II Coaches Poll,10,Azusa Pacific,436
2016,regular,5,AFCA Division II Coaches Poll,11,North Alabama,421
2016,regular,5,AFCA Division II Coaches Poll,12,West Georgia,387
2016,regular,5,AFCA Division II Coaches Poll,13,Colorado Mesa,380
2016,regular,5,AFCA Division II Coaches Poll,14,Ferris State,352
2016,regular,5,AFCA Division II Coaches Poll,15,California (PA),315
