season,seasonType,week,poll,rank,school,points
2017,regular,10,FCS Coaches Poll,9,Wofford,453
2017,regular,10,FCS Coaches Poll,10,Elon,413
2017,regular,10,FCS Coaches Poll,11,Eastern Washington,346
2017,regular,10,FCS Coaches Poll,12,Grambling,344
2017,regular,10,FCS Coaches Poll,13,Illinois State,319
2017,regular,10,FCS Coaches Poll,14,Weber State,261
2017,regular,10,FCS Coaches Poll,15,Samford,258
2017,regular,10,FCS Coaches Poll,16,Northern Arizona,201
2017,regular,10,FCS Coaches Poll,17,Nicholls,183
2017,regular,10,FCS Coaches Poll,18,Western Illinois,177
2017,regular,10,FCS Coaches Poll,19,New Hampshire,172
2017,regular,10,FCS Coaches Poll,20,Villanova,160
2017,regular,10,FCS Coaches Poll,21,Stony Brook,148
2017,regular,10,FCS Coaches Poll,22,McNeese,125
2017,regular,10,FCS Coaches Poll,23,Southern Utah,89
2017,regular,10,FCS Coaches Poll,24,Monmouth,88
2017,regular,10,FCS Coaches Poll,25,Kennesaw State,79
2017,regular,10,AFCA Division II Coaches Poll,1,Minnesota State,829
2017,regular,10,AFCA Division II Coaches Poll,2,Shepherd,799
2017,regular,10,AFCA Division II Coaches Poll,3,Indiana (PA),761
2017,regular,10,AFCA Division II Coaches Poll,4,Midwestern State,702
2017,regular,10,AFCA Division II Coaches Poll,5,Fort Hays State,695
2017,regular,10,AFCA Division II Coaches Poll,6,Indianapolis,688
2017,regular,10,AFCA Division II Coaches Poll,7,Central Washington,664
2017,regular,10,AFCA Division II Coaches Poll,8,Assumption,573
2017,regular,10,AFCA Division II Coaches Poll,8,Texas A&M-Commerce,573
2017,regular,10,AFCA Division II Coaches Poll,10,Ashland,555
2017,regular,10,AFCA Division II Coaches Poll,11,Ferris State,487
2017,regular,10,AFCA Division II Coaches Poll,12,Wingate,453
2017,regular,10,AFCA Division II Coaches Poll,13,Sioux Falls,452
2017,regular,10,AFCA Division II Coaches Poll,14,Colorado Mesa,416
2017,regular,10,AFCA Division II Coaches Poll,15,Virginia State,369
2017,regular,10,AFCA Division II Coaches Poll,16,Humboldt State,312
2017,regular,10,AFCA Division II Coaches Poll,17,Winona State,298
2017,regular,10,AFCA Division II Coaches Poll,18,Northwest Missouri State,256
2017,regular,10,AFCA Division II Coaches Poll,19,Bowie State,251
2017,regular,10,AFCA Division II Coaches Poll,20,Eastern New Mexico,219
2017,regular,10,AFCA Division II Coaches Poll,21,Findlay,190
2017,regular,10,AFCA Division II Coaches Poll,22,West Alabama,155
2017,regular,10,AFCA Division II Coaches Poll,23,Colorado State-Pueblo,107
2017,regular,10,AFCA Division II Coaches Poll,24,West Georgia,91
2017,regular,10,AFCA Division II Coaches Poll,25,Shippensburg,83
2017,regular,11,Playoff Committee Rankings,1,Georgia,0
2017,regular,11,Playoff Committee Rankings,2,Alabama,0
2017,regular,11,Playoff Committee Rankings,3,Notre Dame,0
2017,regular,11,Playoff Committee Rankings,4,Clemson,0
2017,regular,11,Playoff Committee Rankings,5,Oklahoma,0
2017,regular,11,Playoff Committee Rankings,6,TCU,0
2017,regular,11,Playoff Committee Rankings,7,Miami,0
2017,regular,11,Playoff Committee Rankings,8,Wisconsin,0
2017,regular,11,Playoff Committee Rankings,9,Washington,0
2017,regular,11,Playoff Committee Rankings,10,Auburn,0
2017,regular,11,Playoff Committee Rankings,11,USC,0
2017,regular,11,Playoff Committee Rankings,12,Michigan State,0
2017,regular,11,Playoff Committee Rankings,13,Ohio State,0
2017,regular,11,Playoff Committee Rankings,14,Penn State,0
2017,regular,11,Playoff Committee Rankings,15,Oklahoma State,0
2017,regular,11,Playoff Committee Rankings,16,Mississippi State,0
2017,regular,11,Playoff Committee Rankings,17,Virginia Tech,0
2017,regular,11,Playoff Committee Rankings,18,UCF,0
2017,regular,11,Playoff Committee Rankings,19,Washington State,0
2017,regular,11,Playoff Committee Rankings,20,Iowa,0
2017,regular,11,Playoff Committee Rankings,21,Iowa State,0
2017,regular,11,Playoff Committee Rankings,22,Memphis,0
2017,regular,11,Playoff Committee Rankings,23,NC State,0
2017,regular,11,Playoff Committee Rankings,24,LSU,0
2017,regular,11,Playoff Committee Rankings,25,Northwestern,0
2017,regular,11,AP Top 25,1,Alabama,1520
2017,regular,11,AP Top 25,2,Georgia,1468
2017,regular,11,AP Top 25,3,Notre Dame,1357
2017,regular,11,AP Top 25,4,Clemson,1289
2017,regular,11,AP Top 25,5,Oklahoma,1258
2017,regular,11,AP Top 25,6,Wisconsin,1256
2017,regular,11,AP Top 25,7,Miami,1220
2017,regular,11,AP Top 25,8,TCU,1087
2017,regular,11,AP Top 25,9,Washington,1061
2017,regular,11,AP Top 25,10,Auburn,875
2017,regular,11,AP Top 25,11,Ohio State,781
2017,regular,11,AP Top 25,12,Oklahoma State,766
2017,regular,11,AP Top 25,13,Michigan State,760
2017,regular,11,AP Top 25,14,UCF,736
2017,regular,11,AP Top 25,15,USC,718
2017,regular,11,AP Top 25,16,Penn State,717
2017,regular,11,AP Top 25,17,Virginia Tech,537
2017,regular,11,AP Top 25,18,Mississippi State,464
2017,regular,11,AP Top 25,19,Washington State,420
2017,regular,11,AP Top 25,20,Memphis,376
2017,regular,11,AP Top 25,21,Michigan,184
2017,regular,11,AP Top 25,22,South Florida,177
2017,regular,11,AP Top 25,23,West Virginia,163
2017,regular,11,AP Top 25,24,Iowa State,155
2017,regular,11,AP Top 25,25,Iowa,147
2017,regular,11,Coaches Poll,1,Alabama,1624
2017,regular,11,Coaches Poll,2,Georgia,1560
2017,regular,11,Coaches Poll,3,Wisconsin,1392
2017,regular,11,Coaches Poll,4,Clemson,1379
2017,regular,11,Coaches Poll,5,Notre Dame,1367
2017,regular,11,Coaches Poll,6,Miami,1326
2017,regular,11,Coaches Poll,7,Oklahoma,1314
2017,regular,11,Coaches Poll,8,Washington,1154
2017,regular,11,Coaches Poll,9,TCU,1143
2017,regular,11,Coaches Poll,10,Auburn,900
2017,regular,11,Coaches Poll,11,Ohio State,881
2017,regular,11,Coaches Poll,12,UCF,854
2017,regular,11,Coaches Poll,13,Penn State,817
2017,regular,11,Coaches Poll,14,USC,778
2017,regular,11,Coaches Poll,15,Oklahoma State,764
2017,regular,11,Coaches Poll,16,Michigan State,609
2017,regular,11,Coaches Poll,17,Virginia Tech,555
2017,regular,11,Coaches Poll,18,Mississippi State,462
2017,regular,11,Coaches Poll,19,Memphis,457
2017,regular,11,Coaches Poll,20,Washington State,376
2017,regular,11,Coaches Poll,21,South Florida,306
2017,regular,11,Coaches Poll,22,Michigan,261
2017,regular,11,Coaches Poll,23,Iowa State,150
2017,regular,11,Coaches Poll,24,NC State,149
2017,regular,11,Coaches Poll,25,LSU,136
2017,regular,11,FCS Coaches Poll,1,James Madison,650
2017,regular,11,FCS Coaches Poll,2,Jacksonville State,619
2017,regular,11,FCS Coaches Poll,3,Central Arkansas,567
2017,regular,11,FCS Coaches Poll,4,Sam Houston State,550
2017,regular,11,FCS Coaches Poll,5,South Dakota State,538
2017,regular,11,FCS Coaches Poll,6,North Dakota State,527
2017,regular,11,FCS Coaches Poll,7,North Carolina A&T,478
2017,regular,11,FCS Coaches Poll,8,Wofford,466
2017,regular,11,FCS Coaches Poll,9,Elon,447
2017,regular,11,FCS Coaches Poll,10,South Dakota,364
2017,regular,11,FCS Coaches Poll,11,Grambling,362
2017,regular,11,FCS Coaches Poll,12,Weber State,346
2017,regular,11,FCS Coaches Poll,13,Western Illinois,308
2017,regular,11,FCS Coaches Poll,14,Samford,285
2017,regular,11,FCS Coaches Poll,15,Stony Brook,238
2017,regular,11,FCS Coaches Poll,16,New Hampshire,234
2017,regular,11,FCS Coaches Poll,17,Nicholls,221
2017,regular,11,FCS Coaches Poll,18,McNeese,177
2017,regular,11,FCS Coaches Poll,19,Southern Utah,167
2017,regular,11,FCS Coaches Poll,20,Illinois State,164
2017,regular,11,FCS Coaches Poll,21,Eastern Washington,152
2017,regular,11,FCS Coaches Poll,22,Monmouth,114
2017,regular,11,FCS Coaches Poll,23,Kennesaw State,103
2017,regular,11,FCS Coaches Poll,24,Northern Arizona,85
2017,regular,11,FCS Coaches Poll,25,Western Carolina,65
2017,regular,11,AFCA Division II Coaches Poll,1,Minnesota State,834
2017,regular,11,AFCA Division II Coaches Poll,2,Shepherd,800
2017,regular,11,AFCA Division II Coaches Poll,3,Indiana (PA),778
2017,regular,11,AFCA Division II Coaches Poll,4,Fort Hays State,730
2017,regular,11,AFCA Division II Coaches Poll,5,Midwestern State,720
2017,regular,11,AFCA Division II Coaches Poll,6,Indianapolis,672
2017,regular,11,AFCA Division II Coaches Poll,7,Central Washington,661
2017,regular,11,AFCA Division II Coaches Poll,8,Texas A&M-Commerce,602
2017,regular,11,AFCA Division II Coaches Poll,9,Ashland,584
2017,regular,11,AFCA Division II Coaches Poll,10,Ferris State,542
2017,regular,11,AFCA Division II Coaches Poll,11,Virginia State,514
2017,regular,11,AFCA Division II Coaches Poll,12,Winona State,471
2017,regular,11,AFCA Division II Coaches Poll,13,Northwest Missouri State,359
2017,regular,11,AFCA Division II Coaches Poll,14,Bowie State,353
2017,regular,11,AFCA Division II Coaches Poll,15,Assumption,333
2017,regular,11,AFCA Division II Coaches Poll,16,Wingate,285
2017,regular,11,AFCA Division II Coaches Poll,17,West Alabama,272
2017,regular,11,AFCA Division II Coaches Poll,18,Sioux Falls,268
2017,regular,11,AFCA Division II Coaches Poll,19,Shippensburg,261
2017,regular,11,AFCA Division II Coaches Poll,20,Colorado State-Pueblo,223
2017,regular,11,AFCA Division II Coaches Poll,21,Humboldt State,174
2017,regular,11,AFCA Division II Coaches Poll,22,Colorado Mesa,147
2017,regular,11,AFCA Division II Coaches Poll,23,Minnesota-Duluth,108
2017,regular,11,AFCA Division II Coaches Poll,24,Eastern New Mexico,90
2017,regular,11,AFCA Division II Coaches Poll,25,Ouachita Baptist,72
2017,regular,12,Playoff Committee Rankings,1,Alabama,0
2017,regular,12,Playoff Committee Rankings,2,Clemson,0
2017,regular,12,Playoff Committee Rankings,3,Miami,0
2017,regular,12,Playoff Committee Rankings,4,Oklahoma,0
2017,regular,12,Playoff Committee Rankings,5,Wisconsin,0
2017,regular,12,Playoff Committee Rankings,6,Auburn,0
2017,regular,12,Playoff Committee Rankings,7,Georgia,0
2017,regular,12,Playoff Committee Rankings,8,Notre Dame,0
2017,regular,12,Playoff Committee Rankings,9,Ohio State,0
2017,regular,12,Playoff Committee Rankings,10,Penn State,0
2017,regular,12,Playoff Committee Rankings,11,USC,0
2017,regular,12,Playoff Committee Rankings,12,TCU,0
2017,regular,12,Playoff Committee Rankings,13,Oklahoma State,0
2017,regular,12,Playoff Committee Rankings,14,Washington State,0
2017,regular,12,Playoff Committee Rankings,15,UCF,0
2017,regular,12,Playoff Committee Rankings,16,Mississippi State,0
2017,regular,12,Playoff Committee Rankings,17,Michigan State,0
2017,regular,12,Playoff Committee Rankings,18,Washington,0
2017,regular,12,Playoff Committee Rankings,19,NC State,0
2017,regular,12,Playoff Committee Rankings,20,LSU,0
2017,regular,12,Playoff Committee Rankings,21,Memphis,0
2017,regular,12,Playoff Committee Rankings,22,Stanford,0
2017,regular,12,Playoff Committee Rankings,23,Northwestern,0
2017,regular,12,Playoff Committee Rankings,24,Michigan,0
2017,regular,12,Playoff Committee Rankings,25,Boise State,0
2017,regular,12,AP Top 25,1,Alabama,1521
2017,regular,12,AP Top 25,2,Miami,1438
2017,regular,12,AP Top 25,3,Oklahoma,1367
2017,regular,12,AP Top 25,4,Clemson,1358
2017,regular,12,AP Top 25,5,Wisconsin,1322
2017,regular,12,AP Top 25,6,Auburn,1199
2017,regular,12,AP Top 25,7,Georgia,1151
2017,regular,12,AP Top 25,8,Ohio State,1036
2017,regular,12,AP Top 25,9,Notre Dame,1001
2017,regular,12,AP Top 25,10,Oklahoma State,898
2017,regular,12,AP Top 25,11,TCU,875
2017,regular,12,AP Top 25,12,USC,866
2017,regular,12,AP Top 25,13,Penn State,818
2017,regular,12,AP Top 25,14,UCF,807
2017,regular,12,AP Top 25,15,Washington State,614
2017,regular,12,AP Top 25,16,Washington,575
2017,regular,12,AP Top 25,17,Mississippi State,492
2017,regular,12,AP Top 25,18,Memphis,437
2017,regular,12,AP Top 25,19,Michigan,315
2017,regular,12,AP Top 25,20,Stanford,287
2017,regular,12,AP Top 25,21,LSU,276
2017,regular,12,AP Top 25,22,Michigan State,259
2017,regular,12,AP Top 25,23,South Florida,236
2017,regular,12,AP Top 25,24,West Virginia,222
2017,regular,12,AP Top 25,25,NC State,178
2017,regular,12,Coaches Poll,1,Alabama,1575
2017,regular,12,Coaches Poll,2,Miami,1465
2017,regular,12,Coaches Poll,3,Clemson,1406
2017,regular,12,Coaches Poll,4,Wisconsin,1395
2017,regular,12,Coaches Poll,5,Oklahoma,1386
2017,regular,12,Coaches Poll,6,Auburn,1250
2017,regular,12,Coaches Poll,7,Georgia,1184
2017,regular,12,Coaches Poll,8,Ohio State,1076
2017,regular,12,Coaches Poll,9,Notre Dame,947
2017,regular,12,Coaches Poll,10,USC,917
2017,regular,12,Coaches Poll,11,Penn State,912
2017,regular,12,Coaches Poll,12,UCF,910
2017,regular,12,Coaches Poll,13,Oklahoma State,902
2017,regular,12,Coaches Poll,14,TCU,814
2017,regular,12,Coaches Poll,15,Washington,642
2017,regular,12,Coaches Poll,16,Washington State,587
2017,regular,12,Coaches Poll,17,Memphis,509
2017,regular,12,Coaches Poll,18,Michigan,394
2017,regular,12,Coaches Poll,19,Mississippi State,373
2017,regular,12,Coaches Poll,20,South Florida,361
2017,regular,12,Coaches Poll,21,LSU,282
2017,regular,12,Coaches Poll,22,NC State,271
2017,regular,12,Coaches Poll,23,Stanford,206
2017,regular,12,Coaches Poll,24,Michigan State,179
2017,regular,12,Coaches Poll,25,West Virginia,171
2017,regular,12,FCS Coaches Poll,1,James Madison,650
2017,regular,12,FCS Coaches Poll,2,Jacksonville State,618
2017,regular,12,FCS Coaches Poll,3,Central Arkansas,572
2017,regular,12,FCS Coaches Poll,4,Sam Houston State,558
2017,regular,12,FCS Coaches Poll,5,South Dakota State,544
2017,regular,12,FCS Coaches Poll,6,North Dakota State,535
2017,regular,12,FCS Coaches Poll,7,North Carolina A&T,473
2017,regular,12,FCS Coaches Poll,7,Wofford,473
2017,regular,12,FCS Coaches Poll,9,Weber State,397
2017,regular,12,FCS Coaches Poll,10,Western Illinois,387
2017,regular,12,FCS Coaches Poll,11,Grambling,385
2017,regular,12,FCS Coaches Poll,12,Stony Brook,318
2017,regular,12,FCS Coaches Poll,13,Samford,312
2017,regular,12,FCS Coaches Poll,14,New Hampshire,307
2017,regular,12,FCS Coaches Poll,15,Elon,269
2017,regular,12,FCS Coaches Poll,16,South Dakota,257
2017,regular,12,FCS Coaches Poll,17,Nicholls,217
2017,regular,12,FCS Coaches Poll,18,Southern Utah,213
2017,regular,12,FCS Coaches Poll,19,McNeese,199
2017,regular,12,FCS Coaches Poll,20,Eastern Washington,138
2017,regular,12,FCS Coaches Poll,21,Kennesaw State,136
2017,regular,12,FCS Coaches Poll,22,Monmouth,135
2017,regular,12,FCS Coaches Poll,23,Northern Arizona,77
2017,regular,12,FCS Coaches Poll,24,Furman,73
2017,regular,12,FCS Coaches Poll,25,Illinois State,67
2017,regular,13,Playoff Committee Rankings,1,Alabama,0
2017,regular,13,Playoff Committee Rankings,2,Miami,0
2017,regular,13,Playoff Committee Rankings,3,Clemson,0
2017,regular,13,Playoff Committee Rankings,4,Oklahoma,0
2017,regular,13,Playoff Committee Rankings,5,Wisconsin,0
2017,regular,13,Playoff Committee Rankings,6,Auburn,0
2017,regular,13,Playoff Committee Rankings,7,Georgia,0
2017,regular,13,Playoff Committee Rankings,8,Notre Dame,0
2017,regular,13,Playoff Committee Rankings,9,Ohio State,0
2017,regular,13,Playoff Committee Rankings,10,Penn State,0
2017,regular,13,Playoff Committee Rankings,11,USC,0
2017,regular,13,Playoff Committee Rankings,12,TCU,0
2017,regular,13,Playoff Committee Rankings,13,Washington State,0
2017,regular,13,Playoff Committee Rankings,14,Mississippi State,0
2017,regular,13,Playoff Committee Rankings,15,UCF,0
2017,regular,13,Playoff Committee Rankings,16,Michigan State,0
2017,regular,13,Playoff Committee Rankings,17,Washington,0
2017,regular,13,Playoff Committee Rankings,18,LSU,0
2017,regular,13,Playoff Committee Rankings,19,Oklahoma State,0
2017,regular,13,Playoff Committee Rankings,20,Memphis,0
2017,regular,13,Playoff Committee Rankings,21,Stanford,0
2017,regular,13,Playoff Committee Rankings,22,Northwestern,0
2017,regular,13,Playoff Committee Rankings,23,Boise State,0
2017,regular,13,Playoff Committee Rankings,24,South Carolina,0
2017,regular,13,Playoff Committee Rankings,25,Virginia Tech,0
2017,regular,13,AP Top 25,1,Alabama,1522
2017,regular,13,AP Top 25,2,Miami,1433
2017,regular,13,AP Top 25,3,Oklahoma,1370
2017,regular,13,AP Top 25,4,Clemson,1355
2017,regular,13,AP Top 25,5,Wisconsin,1328
2017,regular,13,AP Top 25,6,Auburn,1203
2017,regular,13,AP Top 25,7,Georgia,1157
2017,regular,13,AP Top 25,8,Ohio State,1064
2017,regular,13,AP Top 25,9,Notre Dame,1023
2017,regular,13,AP Top 25,10,TCU,906
2017,regular,13,AP Top 25,11,USC,891
2017,regular,13,AP Top 25,12,Penn State,888
2017,regular,13,AP Top 25,13,UCF,833
2017,regular,13,AP Top 25,14,Washington State,697
2017,regular,13,AP Top 25,15,Washington,613
2017,regular,13,AP Top 25,16,Mississippi State,573
2017,regular,13,AP Top 25,17,Memphis,496
2017,regular,13,AP Top 25,18,Oklahoma State,422
2017,regular,13,AP Top 25,19,LSU,415
2017,regular,13,AP Top 25,20,Stanford,407
2017,regular,13,AP Top 25,21,Michigan State,366
2017,regular,13,AP Top 25,22,South Florida,247
2017,regular,13,AP Top 25,23,Northwestern,232
2017,regular,13,AP Top 25,24,Virginia Tech,136
2017,regular,13,AP Top 25,25,Boise State,96
2017,regular,13,Coaches Poll,1,Alabama,1600
2017,regular,13,Coaches Poll,2,Miami,1492
2017,regular,13,Coaches Poll,3,Clemson,1429
2017,regular,13,Coaches Poll,4,Wisconsin,1414
2017,regular,13,Coaches Poll,5,Oklahoma,1408
2017,regular,13,Coaches Poll,6,Auburn,1271
2017,regular,13,Coaches Poll,7,Georgia,1221
2017,regular,13,Coaches Poll,8,Ohio State,1103
2017,regular,13,Coaches Poll,9,Notre Dame,1019
2017,regular,13,Coaches Poll,10,USC,976
2017,regular,13,Coaches Poll,11,Penn State,956
2017,regular,13,Coaches Poll,12,UCF,915
2017,regular,13,Coaches Poll,13,TCU,861
2017,regular,13,Coaches Poll,14,Washington,735
2017,regular,13,Coaches Poll,15,Washington State,684
2017,regular,13,Coaches Poll,16,Memphis,566
2017,regular,13,Coaches Poll,17,Mississippi State,552
2017,regular,13,Coaches Poll,18,LSU,430
2017,regular,13,Coaches Poll,19,South Florida,388
2017,regular,13,Coaches Poll,20,Stanford,383
2017,regular,13,Coaches Poll,21,Oklahoma State,366
2017,regular,13,Coaches Poll,22,Michigan State,326
2017,regular,13,Coaches Poll,23,Northwestern,243
2017,regular,13,Coaches Poll,24,Boise State,124
2017,regular,13,Coaches Poll,25,Virginia Tech,119
2017,regular,13,FCS Coaches Poll,1,James Madison,650
2017,regular,13,FCS Coaches Poll,2,Jacksonville State,612
2017,regular,13,FCS Coaches Poll,3,Central Arkansas,588
2017,regular,13,FCS Coaches Poll,4,North Dakota State,547
2017,regular,13,FCS Coaches Poll,5,Sam Houston State,538
2017,regular,13,FCS Coaches Poll,6,South Dakota State,537
2017,regular,13,FCS Coaches Poll,7,North Carolina A&T,481
2017,regular,13,FCS Coaches Poll,8,Weber State,438
2017,regular,13,FCS Coaches Poll,9,Wofford,430
2017,regular,13,FCS Coaches Poll,10,Western Illinois,410
2017,regular,13,FCS Coaches Poll,11,Stony Brook,364
2017,regular,13,FCS Coaches Poll,12,Grambling,357
2017,regular,13,FCS Coaches Poll,13,Southern Utah,326
2017,regular,13,FCS Coaches Poll,14,Samford,317
2017,regular,13,FCS Coaches Poll,15,McNeese,242
2017,regular,13,FCS Coaches Poll,16,Kennesaw State,224
2017,regular,13,FCS Coaches Poll,17,Elon,209
2017,regular,13,FCS Coaches Poll,18,South Dakota,207
2017,regular,13,FCS Coaches Poll,19,Eastern Washington,189
2017,regular,13,FCS Coaches Poll,20,New Hampshire,142
2017,regular,13,FCS Coaches Poll,21,Northern Iowa,138
2017,regular,13,FCS Coaches Poll,22,Nicholls,115
2017,regular,13,FCS Coaches Poll,23,Monmouth,65
2017,regular,13,FCS Coaches Poll,24,Yale,58
2017,regular,13,FCS Coaches Poll,25,Furman,57
2017,regular,14,Playoff Committee Rankings,1,Clemson,0
2017,regular,14,Playoff Committee Rankings,2,Auburn,0
2017,regular,14,Playoff Committee Rankings,3,Oklahoma,0
2017,regular,14,Playoff Committee Rankings,4,Wisconsin,0
2017,regular,14,Playoff Committee Rankings,5,Alabama,0
2017,regular,14,Playoff Committee Rankings,6,Georgia,0
2017,regular,14,Playoff Committee Rankings,7,Miami,0
2017,regular,14,Playoff Committee Rankings,8,Ohio State,0
2017,regular,14,Playoff Committee Rankings,9,Penn State,0
2017,regular,14,Playoff Committee Rankings,10,USC,0
2017,regular,14,Playoff Committee Rankings,11,TCU,0
2017,regular,14,Playoff Committee Rankings,12,Stanford,0
2017,regular,14,Playoff Committee Rankings,13,Washington,0
2017,regular,14,Playoff Committee Rankings,14,UCF,0
2017,regular,14,Playoff Committee Rankings,15,Notre Dame,0
2017,regular,14,Playoff Committee Rankings,16,Michigan State,0
2017,regular,14,Playoff Committee Rankings,17,LSU,0
2017,regular,14,Playoff Committee Rankings,18,Washington State,0
2017,regular,14,Playoff Committee Rankings,19,Oklahoma State,0
2017,regular,14,Playoff Committee Rankings,20,Memphis,0
2017,regular,14,Playoff Committee Rankings,21,Northwestern,0
2017,regular,14,Playoff Committee Rankings,22,Virginia Tech,0
2017,regular,14,Playoff Committee Rankings,23,Mississippi State,0
2017,regular,14,Playoff Committee Rankings,24,NC State,0
2017,regular,14,Playoff Committee Rankings,25,Fresno State,0
2017,regular,14,AP Top 25,1,Clemson,1478
2017,regular,14,AP Top 25,2,Oklahoma,1461
2017,regular,14,AP Top 25,3,Wisconsin,1405
2017,regular,14,AP Top 25,4,Auburn,1374
2017,regular,14,AP Top 25,5,Alabama,1254
2017,regular,14,AP Top 25,6,Georgia,1246
2017,regular,14,AP Top 25,7,Miami,1119
2017,regular,14,AP Top 25,8,Ohio State,1112
2017,regular,14,AP Top 25,9,Penn State,960
2017,regular,14,AP Top 25,10,TCU,956
2017,regular,14,AP Top 25,11,USC,936
2017,regular,14,AP Top 25,12,UCF,906
2017,regular,14,AP Top 25,13,Washington,764
2017,regular,14,AP Top 25,14,Stanford,693
2017,regular,14,AP Top 25,15,Notre Dame,592
2017,regular,14,AP Top 25,16,Memphis,582
2017,regular,14,AP Top 25,17,LSU,566
2017,regular,14,AP Top 25,18,Oklahoma State,532
2017,regular,14,AP Top 25,19,Michigan State,457
2017,regular,14,AP Top 25,20,Northwestern,378
2017,regular,14,AP Top 25,21,Washington State,328
2017,regular,14,AP Top 25,22,Virginia Tech,298
2017,regular,14,AP Top 25,23,South Florida,114
2017,regular,14,AP Top 25,24,Mississippi State,88
2017,regular,14,AP Top 25,25,Fresno State,57
2017,regular,14,Coaches Poll,1,Clemson,1485
2017,regular,14,Coaches Poll,2,Oklahoma,1462
2017,regular,14,Coaches Poll,3,Wisconsin,1454
2017,regular,14,Coaches Poll,4,Auburn,1402
2017,regular,14,Coaches Poll,5,Alabama,1272
2017,regular,14,Coaches Poll,6,Georgia,1269
2017,regular,14,Coaches Poll,7,Ohio State,1123
2017,regular,14,Coaches Poll,7,Miami,1123
2017,regular,14,Coaches Poll,9,USC,990
2017,regular,14,Coaches Poll,10,Penn State,970
2017,regular,14,Coaches Poll,11,UCF,957
2017,regular,14,Coaches Poll,12,TCU,934
2017,regular,14,Coaches Poll,13,Washington,822
2017,regular,14,Coaches Poll,14,Memphis,656
2017,regular,14,Coaches Poll,15,Stanford,640
2017,regular,14,Coaches Poll,16,LSU,596
2017,regular,14,Coaches Poll,17,Notre Dame,541
2017,regular,14,Coaches Poll,18,Oklahoma State,506
2017,regular,14,Coaches Poll,19,Michigan State,476
2017,regular,14,Coaches Poll,20,Northwestern,387
2017,regular,14,Coaches Poll,21,Virginia Tech,297
2017,regular,14,Coaches Poll,22,Washington State,266
2017,regular,14,Coaches Poll,23,South Florida,128
2017,regular,14,Coaches Poll,24,Mississippi State,124
2017,regular,14,Coaches Poll,25,San Diego State,86
2017,regular,15,Playoff Committee Rankings,1,Clemson,0
2017,regular,15,Playoff Committee Rankings,2,Oklahoma,0
2017,regular,15,Playoff Committee Rankings,3,Georgia,0
2017,regular,15,Playoff Committee Rankings,4,Alabama,0
2017,regular,15,Playoff Committee Rankings,5,Ohio State,0
2017,regular,15,Playoff Committee Rankings,6,Wisconsin,0
2017,regular,15,Playoff Committee Rankings,7,Auburn,0
2017,regular,15,Playoff Committee Rankings,8,USC,0
2017,regular,15,Playoff Committee Rankings,9,Penn State,0
2017,regular,15,Playoff Committee Rankings,10,Miami,0
2017,regular,15,Playoff Committee Rankings,11,Washington,0
2017,regular,15,Playoff Committee Rankings,12,UCF,0
2017,regular,15,Playoff Committee Rankings,13,Stanford,0
2017,regular,15,Playoff Committee Rankings,14,Notre Dame,0
2017,regular,15,Playoff Committee Rankings,15,TCU,0
2017,regular,15,Playoff Committee Rankings,16,Michigan State,0
2017,regular,15,Playoff Committee Rankings,17,LSU,0
2017,regular,15,Playoff Committee Rankings,18,Washington State,0
2017,regular,15,Playoff Committee Rankings,19,Oklahoma State,0
2017,regular,15,Playoff Committee Rankings,20,Memphis,0
2017,regular,15,Playoff Committee Rankings,21,Northwestern,0
2017,regular,15,Playoff Committee Rankings,22,Virginia Tech,0
2017,regular,15,Playoff Committee Rankings,23,Mississippi State,0
2017,regular,15,Playoff Committee Rankings,24,NC State,0
2017,regular,15,Playoff Committee Rankings,25,Boise State,0
2017,regular,15,AP Top 25,1,Clemson,1506
2017,regular,15,AP Top 25,2,Oklahoma,1474
2017,regular,15,AP Top 25,3,Georgia,1409
2017,regular,15,AP Top 25,4,Alabama,1307
2017,regular,15,AP Top 25,5,Ohio State,1300
2017,regular,15,AP Top 25,6,Wisconsin,1162
2017,regular,15,AP Top 25,7,Auburn,1123
2017,regular,15,AP Top 25,8,USC,1101
2017,regular,15,AP Top 25,9,Penn State,1008
2017,regular,15,AP Top 25,10,UCF,983
2017,regular,15,AP Top 25,11,Miami,948
2017,regular,15,AP Top 25,12,Washington,820
2017,regular,15,AP Top 25,13,TCU,816
2017,regular,15,AP Top 25,14,Notre Dame,632
2017,regular,15,AP Top 25,15,Stanford,629
2017,regular,15,AP Top 25,16,LSU,599
2017,regular,15,AP Top 25,17,Oklahoma State,549
2017,regular,15,AP Top 25,18,Michigan State,487
2017,regular,15,AP Top 25,19,Memphis,475
2017,regular,15,AP Top 25,20,Northwestern,398
2017,regular,15,AP Top 25,21,Washington State,342
2017,regular,15,AP Top 25,22,Virginia Tech,323
2017,regular,15,AP Top 25,23,South Florida,115
2017,regular,15,AP Top 25,24,Mississippi State,103
2017,regular,15,AP Top 25,25,Boise State,59
2017,regular,15,Coaches Poll,1,Clemson,1510
2017,regular,15,Coaches Poll,2,Oklahoma,1462
2017,regular,15,Coaches Poll,3,Georgia,1416
2017,regular,15,Coaches Poll,4,Alabama,1312
2017,regular,15,Coaches Poll,5,Ohio State,1298
2017,regular,15,Coaches Poll,6,Wisconsin,1162
2017,regular,15,Coaches Poll,7,USC,1140
2017,regular,15,Coaches Poll,8,Auburn,1085
