season,seasonType,week,poll,rank,school,points
2020,regular,14,Coaches Poll,5,Florida,1255
2020,regular,14,Coaches Poll,6,Texas A&M,1254
2020,regular,14,Coaches Poll,7,Cincinnati,1177
2020,regular,14,Coaches Poll,8,BYU,1073
2020,regular,14,Coaches Poll,9,Miami,1026
2020,regular,14,Coaches Poll,10,Georgia,972
2020,regular,14,Coaches Poll,11,Indiana,934
2020,regular,14,Coaches Poll,12,Iowa State,855
2020,regular,14,Coaches Poll,13,Oklahoma,816
2020,regular,14,Coaches Poll,14,Coastal Carolina,625
2020,regular,14,Coaches Poll,15,Marshall,615
2020,regular,14,Coaches Poll,16,USC,581
2020,regular,14,Coaches Poll,17,Northwestern,535
2020,regular,14,Coaches Poll,18,Oklahoma State,469
2020,regular,14,Coaches Poll,19,Wisconsin,459
2020,regular,14,Coaches Poll,20,Oregon,343
2020,regular,14,Coaches Poll,21,Louisiana,293
2020,regular,14,Coaches Poll,22,Tulsa,228
2020,regular,14,Coaches Poll,23,Washington,186
2020,regular,14,Coaches Poll,24,Iowa,125
2020,regular,14,Coaches Poll,25,Liberty,87
2020,regular,14,AP Top 25,1,Alabama,1550
2020,regular,14,AP Top 25,2,Notre Dame,1481
2020,regular,14,AP Top 25,3,Ohio State,1403
2020,regular,14,AP Top 25,4,Clemson,1392
2020,regular,14,AP Top 25,5,Texas A&M,1262
2020,regular,14,AP Top 25,6,Florida,1226
2020,regular,14,AP Top 25,7,Cincinnati,1204
2020,regular,14,AP Top 25,8,BYU,1113
2020,regular,14,AP Top 25,9,Miami,991
2020,regular,14,AP Top 25,10,Indiana,984
2020,regular,14,AP Top 25,11,Georgia,919
2020,regular,14,AP Top 25,12,Iowa State,873
2020,regular,14,AP Top 25,13,Oklahoma,815
2020,regular,14,AP Top 25,14,Coastal Carolina,694
2020,regular,14,AP Top 25,15,Marshall,600
2020,regular,14,AP Top 25,16,Northwestern,577
2020,regular,14,AP Top 25,17,USC,540
2020,regular,14,AP Top 25,18,Wisconsin,531
2020,regular,14,AP Top 25,19,Oklahoma State,426
2020,regular,14,AP Top 25,20,Louisiana,352
2020,regular,14,AP Top 25,21,Oregon,326
2020,regular,14,AP Top 25,22,Tulsa,244
2020,regular,14,AP Top 25,23,Washington,218
2020,regular,14,AP Top 25,24,Iowa,119
2020,regular,14,AP Top 25,25,Liberty,67
2020,regular,14,Playoff Committee Rankings,1,Alabama,0
2020,regular,14,Playoff Committee Rankings,2,Notre Dame,0
2020,regular,14,Playoff Committee Rankings,3,Clemson,0
2020,regular,14,Playoff Committee Rankings,4,Ohio State,0
2020,regular,14,Playoff Committee Rankings,5,Texas A&M,0
2020,regular,14,Playoff Committee Rankings,6,Florida,0
2020,regular,14,Playoff Committee Rankings,7,Cincinnati,0
2020,regular,14,Playoff Committee Rankings,8,Georgia,0
2020,regular,14,Playoff Committee Rankings,9,Iowa State,0
2020,regular,14,Playoff Committee Rankings,10,Miami,0
2020,regular,14,Playoff Committee Rankings,11,Oklahoma,0
2020,regular,14,Playoff Committee Rankings,12,Indiana,0
2020,regular,14,Playoff Committee Rankings,13,BYU,0
2020,regular,14,Playoff Committee Rankings,14,Northwestern,0
2020,regular,14,Playoff Committee Rankings,15,Oklahoma State,0
2020,regular,14,Playoff Committee Rankings,16,Wisconsin,0
2020,regular,14,Playoff Committee Rankings,17,North Carolina,0
2020,regular,14,Playoff Committee Rankings,18,Coastal Carolina,0
2020,regular,14,Playoff Committee Rankings,19,Iowa,0
2020,regular,14,Playoff Committee Rankings,20,USC,0
2020,regular,14,Playoff Committee Rankings,21,Marshall,0
2020,regular,14,Playoff Committee Rankings,22,Washington,0
2020,regular,14,Playoff Committee Rankings,23,Oregon,0
2020,regular,14,Playoff Committee Rankings,24,Tulsa,0
2020,regular,14,Playoff Committee Rankings,25,Louisiana,0
2020,regular,15,Coaches Poll,1,Alabama,1547
2020,regular,15,Coaches Poll,2,Notre Dame,1479
2020,regular,15,Coaches Poll,3,Clemson,1395
2020,regular,15,Coaches Poll,4,Ohio State,1387
2020,regular,15,Coaches Poll,5,Texas A&M,1266
2020,regular,15,Coaches Poll,6,Florida,1258
2020,regular,15,Coaches Poll,7,Cincinnati,1172
2020,regular,15,Coaches Poll,8,Miami,1050
2020,regular,15,Coaches Poll,9,Indiana,1000
2020,regular,15,Coaches Poll,10,Georgia,987
2020,regular,15,Coaches Poll,11,Iowa State,958
2020,regular,15,Coaches Poll,12,Oklahoma,860
2020,regular,15,Coaches Poll,13,Coastal Carolina,838
2020,regular,15,Coaches Poll,14,Northwestern,683
2020,regular,15,Coaches Poll,15,USC,615
2020,regular,15,Coaches Poll,16,BYU,598
2020,regular,15,Coaches Poll,17,Louisiana,500
2020,regular,15,Coaches Poll,18,Iowa,396
2020,regular,15,Coaches Poll,19,Tulsa,394
2020,regular,15,Coaches Poll,20,North Carolina,370
2020,regular,15,Coaches Poll,21,Liberty,185
2020,regular,15,Coaches Poll,22,Colorado,178
2020,regular,15,Coaches Poll,23,Texas,161
2020,regular,15,Coaches Poll,24,NC State,154
2020,regular,15,Coaches Poll,25,Wisconsin,124
2020,regular,15,AP Top 25,1,Alabama,1550
2020,regular,15,AP Top 25,2,Notre Dame,1482
2020,regular,15,AP Top 25,3,Ohio State,1407
2020,regular,15,AP Top 25,4,Clemson,1387
2020,regular,15,AP Top 25,5,Texas A&M,1274
2020,regular,15,AP Top 25,6,Florida,1233
2020,regular,15,AP Top 25,7,Cincinnati,1204
2020,regular,15,AP Top 25,8,Indiana,1047
2020,regular,15,AP Top 25,9,Miami,1039
2020,regular,15,AP Top 25,10,Iowa State,947
2020,regular,15,AP Top 25,11,Coastal Carolina,923
2020,regular,15,AP Top 25,12,Georgia,914
2020,regular,15,AP Top 25,13,Oklahoma,837
2020,regular,15,AP Top 25,14,BYU,713
2020,regular,15,AP Top 25,15,Northwestern,647
2020,regular,15,AP Top 25,16,USC,624
2020,regular,15,AP Top 25,17,Louisiana,560
2020,regular,15,AP Top 25,18,Tulsa,444
2020,regular,15,AP Top 25,19,Iowa,424
2020,regular,15,AP Top 25,20,North Carolina,306
2020,regular,15,AP Top 25,21,Colorado,253
2020,regular,15,AP Top 25,22,Liberty,191
2020,regular,15,AP Top 25,23,Texas,164
2020,regular,15,AP Top 25,24,Buffalo,145
2020,regular,15,AP Top 25,25,Wisconsin,115
2020,regular,15,Playoff Committee Rankings,1,Alabama,0
2020,regular,15,Playoff Committee Rankings,2,Notre Dame,0
2020,regular,15,Playoff Committee Rankings,3,Clemson,0
2020,regular,15,Playoff Committee Rankings,4,Ohio State,0
2020,regular,15,Playoff Committee Rankings,5,Texas A&M,0
2020,regular,15,Playoff Committee Rankings,6,Florida,0
2020,regular,15,Playoff Committee Rankings,7,Iowa State,0
2020,regular,15,Playoff Committee Rankings,8,Cincinnati,0
2020,regular,15,Playoff Committee Rankings,9,Georgia,0
2020,regular,15,Playoff Committee Rankings,10,Miami,0
2020,regular,15,Playoff Committee Rankings,11,Oklahoma,0
2020,regular,15,Playoff Committee Rankings,12,Indiana,0
2020,regular,15,Playoff Committee Rankings,13,Coastal Carolina,0
2020,regular,15,Playoff Committee Rankings,14,Northwestern,0
2020,regular,15,Playoff Committee Rankings,15,USC,0
2020,regular,15,Playoff Committee Rankings,16,Iowa,0
2020,regular,15,Playoff Committee Rankings,17,North Carolina,0
2020,regular,15,Playoff Committee Rankings,18,BYU,0
2020,regular,15,Playoff Committee Rankings,19,Louisiana,0
2020,regular,15,Playoff Committee Rankings,20,Texas,0
2020,regular,15,Playoff Committee Rankings,21,Colorado,0
2020,regular,15,Playoff Committee Rankings,22,Oklahoma State,0
2020,regular,15,Playoff Committee Rankings,23,NC State,0
2020,regular,15,Playoff Committee Rankings,24,Tulsa,0
2020,regular,15,Playoff Committee Rankings,25,Missouri,0
2020,regular,16,AP Top 25,1,Alabama,1550
2020,regular,16,AP Top 25,2,Notre Dame,1482
2020,regular,16,AP Top 25,3,Ohio State,1405
2020,regular,16,AP Top 25,4,Clemson,1388
2020,regular,16,AP Top 25,5,Texas A&M,1286
2020,regular,16,AP Top 25,6,Cincinnati,1248
2020,regular,16,AP Top 25,7,Indiana,1140
2020,regular,16,AP Top 25,8,Iowa State,1059
2020,regular,16,AP Top 25,9,Coastal Carolina,994
2020,regular,16,AP Top 25,10,Georgia,968
2020,regular,16,AP Top 25,11,Florida,940
2020,regular,16,AP Top 25,12,Oklahoma,902
2020,regular,16,AP Top 25,13,USC,774
2020,regular,16,AP Top 25,14,BYU,724
2020,regular,16,AP Top 25,15,Northwestern,691
2020,regular,16,AP Top 25,16,North Carolina,631
2020,regular,16,AP Top 25,17,Louisiana,566
2020,regular,16,AP Top 25,18,Iowa,502
2020,regular,16,AP Top 25,19,Miami,454
2020,regular,16,AP Top 25,20,Tulsa,408
2020,regular,16,AP Top 25,21,Texas,227
2020,regular,16,AP Top 25,22,Liberty,184
2020,regular,16,AP Top 25,23,Buffalo,183
2020,regular,16,AP Top 25,24,NC State,137
2020,regular,16,AP Top 25,25,San José State,124
2020,regular,16,Coaches Poll,1,Alabama,1548
2020,regular,16,Coaches Poll,2,Notre Dame,1481
2020,regular,16,Coaches Poll,3,Clemson,1403
2020,regular,16,Coaches Poll,4,Ohio State,1381
2020,regular,16,Coaches Poll,5,Texas A&M,1292
2020,regular,16,Coaches Poll,6,Cincinnati,1213
2020,regular,16,Coaches Poll,7,Indiana,1088
2020,regular,16,Coaches Poll,8,Iowa State,1065
2020,regular,16,Coaches Poll,9,Georgia,1038
2020,regular,16,Coaches Poll,10,Oklahoma,933
2020,regular,16,Coaches Poll,11,Florida,912
2020,regular,16,Coaches Poll,12,Coastal Carolina,884
2020,regular,16,Coaches Poll,13,USC,798
2020,regular,16,Coaches Poll,14,Northwestern,779
2020,regular,16,Coaches Poll,15,North Carolina,626
2020,regular,16,Coaches Poll,16,BYU,616
2020,regular,16,Coaches Poll,17,Iowa,526
2020,regular,16,Coaches Poll,18,Louisiana,510
2020,regular,16,Coaches Poll,19,Miami,488
2020,regular,16,Coaches Poll,20,Tulsa,365
2020,regular,16,Coaches Poll,21,Liberty,194
2020,regular,16,Coaches Poll,22,Oklahoma State,189
2020,regular,16,Coaches Poll,23,NC State,185
2020,regular,16,Coaches Poll,24,Texas,176
2020,regular,16,Coaches Poll,25,San José State,127
2020,regular,16,Playoff Committee Rankings,1,Alabama,
2020,regular,16,Playoff Committee Rankings,2,Notre Dame,
2020,regular,16,Playoff Committee Rankings,3,Clemson,
2020,regular,16,Playoff Committee Rankings,4,Ohio State,
2020,regular,16,Playoff Committee Rankings,5,Texas A&M,
2020,regular,16,Playoff Committee Rankings,6,Iowa State,
2020,regular,16,Playoff Committee Rankings,7,Florida,
2020,regular,16,Playoff Committee Rankings,8,Georgia,
2020,regular,16,Playoff Committee Rankings,9,Cincinnati,
2020,regular,16,Playoff Committee Rankings,10,Oklahoma,
2020,regular,16,Playoff Committee Rankings,11,Indiana,
2020,regular,16,Playoff Committee Rankings,12,Coastal Carolina,
2020,regular,16,Playoff Committee Rankings,13,USC,
2020,regular,16,Playoff Committee Rankings,14,Northwestern,
2020,regular,16,Playoff Committee Rankings,15,North Carolina,
2020,regular,16,Playoff Committee Rankings,16,Iowa,
2020,regular,16,Playoff Committee Rankings,17,BYU,
2020,regular,16,Playoff Committee Rankings,18,Miami,
2020,regular,16,Playoff Committee Rankings,19,Louisiana,
2020,regular,16,Playoff Committee Rankings,20,Texas,
2020,regular,16,Playoff Committee Rankings,21,Oklahoma State,
2020,regular,16,Playoff Committee Rankings,22,NC State,
2020,regular,16,Playoff Committee Rankings,23,Tulsa,
2020,regular,16,Playoff Committee Rankings,24,San José State,
2020,regular,16,Playoff Committee Rankings,25,Colorado,
