season,week,poll,rank,school,points
2022,10,FCS Coaches Poll,17,Princeton,228
2022,10,FCS Coaches Poll,18,Fordham,210
2022,10,FCS Coaches Poll,19,Furman,193
2022,10,FCS Coaches Poll,20,Southeast Missouri State,165
2022,10,FCS Coaches Poll,21,New Hampshire,132
2022,10,FCS Coaches Poll,22,Rhode Island,110
2022,10,FCS Coaches Poll,23,Elon,98
2022,10,FCS Coaches Poll,24,Idaho,93
2022,10,FCS Coaches Poll,25,St. Thomas (MN),69
2022,10,AFCA Division II Coaches Poll,1,Grand Valley State,748
2022,10,AFCA Division II Coaches Poll,2,Angelo State,720
2022,10,AFCA Division II Coaches Poll,3,Shepherd,677
2022,10,AFCA Division II Coaches Poll,4,Ouachita Baptist,652
2022,10,AFCA Division II Coaches Poll,5,Pittsburg State,632
2022,10,AFCA Division II Coaches Poll,6,Delta State,583
2022,10,AFCA Division II Coaches Poll,7,Ferris State,573
2022,10,AFCA Division II Coaches Poll,8,West Florida,512
2022,10,AFCA Division II Coaches Poll,9,Benedict College,456
2022,10,AFCA Division II Coaches Poll,10,Slippery Rock,453
2022,10,AFCA Division II Coaches Poll,11,Northwest Missouri State,446
2022,10,AFCA Division II Coaches Poll,12,Colorado Mines,379
2022,10,AFCA Division II Coaches Poll,13,Davenport,376
2022,10,AFCA Division II Coaches Poll,14,Ashland,348
2022,10,AFCA Division II Coaches Poll,15,Indianapolis,334
2022,10,AFCA Division II Coaches Poll,16,Virginia Union,276
2022,10,AFCA Division II Coaches Poll,17,Harding,248
2022,10,AFCA Division II Coaches Poll,17,Indiana (PA),248
2022,10,AFCA Division II Coaches Poll,19,West Georgia,223
2022,10,AFCA Division II Coaches Poll,20,Wingate,190
2022,10,AFCA Division II Coaches Poll,21,Truman State,143
2022,10,AFCA Division II Coaches Poll,22,Newberry,138
2022,10,AFCA Division II Coaches Poll,23,Emporia State,80
2022,10,AFCA Division II Coaches Poll,24,Minnesota State,68
2022,10,AFCA Division II Coaches Poll,25,Sioux Falls,46
2022,10,AFCA Division III Coaches Poll,1,North Central,1168
2022,10,AFCA Division III Coaches Poll,2,Mount Union,1128
2022,10,AFCA Division III Coaches Poll,3,Mary Hardin-Baylor,1068
2022,10,AFCA Division III Coaches Poll,4,Linfield,1018
2022,10,AFCA Division III Coaches Poll,5,Trinity (TX),959
2022,10,AFCA Division III Coaches Poll,6,St. Johns (MN),931
2022,10,AFCA Division III Coaches Poll,7,Wisconsin-La Crosse,840
2022,10,AFCA Division III Coaches Poll,8,Delaware Valley,789
2022,10,AFCA Division III Coaches Poll,9,SUNY Cortland,758
2022,10,AFCA Division III Coaches Poll,10,Hardin-Simmons,745
2022,10,AFCA Division III Coaches Poll,11,Ithaca,696
2022,10,AFCA Division III Coaches Poll,12,Bethel (MN),621
2022,10,AFCA Division III Coaches Poll,13,UW-Whitewater,598
2022,10,AFCA Division III Coaches Poll,14,Wartburg,556
2022,10,AFCA Division III Coaches Poll,15,Susquehanna,550
2022,10,AFCA Division III Coaches Poll,16,Randolph-Macon,478
2022,10,AFCA Division III Coaches Poll,17,Carnegie Mellon,405
2022,10,AFCA Division III Coaches Poll,18,Johns Hopkins,385
2022,10,AFCA Division III Coaches Poll,19,Albion,370
2022,10,AFCA Division III Coaches Poll,20,Wheaton College (Ill),281
2022,10,AFCA Division III Coaches Poll,21,Huntingdon,231
2022,10,AFCA Division III Coaches Poll,22,Mount St. Joseph,168
2022,10,AFCA Division III Coaches Poll,23,Endicott College,129
2022,10,AFCA Division III Coaches Poll,24,John Carroll,113
2022,10,AFCA Division III Coaches Poll,25,UW-River Falls,72
2022,10,Playoff Committee Rankings,1,Tennessee,0
2022,10,Playoff Committee Rankings,2,Ohio State,0
2022,10,Playoff Committee Rankings,3,Georgia,0
2022,10,Playoff Committee Rankings,4,Clemson,0
2022,10,Playoff Committee Rankings,5,Michigan,0
2022,10,Playoff Committee Rankings,6,Alabama,0
2022,10,Playoff Committee Rankings,7,TCU,0
2022,10,Playoff Committee Rankings,8,Oregon,0
2022,10,Playoff Committee Rankings,9,USC,0
2022,10,Playoff Committee Rankings,10,LSU,0
2022,10,Playoff Committee Rankings,11,Ole Miss,0
2022,10,Playoff Committee Rankings,12,UCLA,0
2022,10,Playoff Committee Rankings,13,Kansas State,0
2022,10,Playoff Committee Rankings,14,Utah,0
2022,10,Playoff Committee Rankings,15,Penn State,0
2022,10,Playoff Committee Rankings,16,Illinois,0
2022,10,Playoff Committee Rankings,17,North Carolina,0
2022,10,Playoff Committee Rankings,18,Oklahoma State,0
2022,10,Playoff Committee Rankings,19,Tulane,0
2022,10,Playoff Committee Rankings,20,Syracuse,0
2022,10,Playoff Committee Rankings,21,Wake Forest,0
2022,10,Playoff Committee Rankings,22,NC State,0
2022,10,Playoff Committee Rankings,23,Oregon State,0
2022,10,Playoff Committee Rankings,24,Texas,0
2022,10,Playoff Committee Rankings,25,UCF,0
2022,11,Coaches Poll,1,Georgia,1572
2022,11,Coaches Poll,2,Ohio State,1505
2022,11,Coaches Poll,3,Michigan,1447
2022,11,Coaches Poll,4,TCU,1355
2022,11,Coaches Poll,5,Tennessee,1284
2022,11,Coaches Poll,6,Oregon,1272
2022,11,Coaches Poll,7,USC,1140
2022,11,Coaches Poll,8,LSU,1082
2022,11,Coaches Poll,9,Ole Miss,1056
2022,11,Coaches Poll,10,UCLA,988
2022,11,Coaches Poll,11,Alabama,973
2022,11,Coaches Poll,12,Clemson,896
2022,11,Coaches Poll,13,Utah,888
2022,11,Coaches Poll,14,North Carolina,737
2022,11,Coaches Poll,15,Penn State,717
2022,11,Coaches Poll,16,NC State,568
2022,11,Coaches Poll,17,Tulane,555
2022,11,Coaches Poll,18,Texas,368
2022,11,Coaches Poll,19,Liberty,366
2022,11,Coaches Poll,20,Illinois,302
2022,11,Coaches Poll,21,UCF,273
2022,11,Coaches Poll,22,Kansas State,243
2022,11,Coaches Poll,23,Washington,175
2022,11,Coaches Poll,24,Kentucky,173
2022,11,Coaches Poll,25,Notre Dame,133
2022,11,AP Top 25,1,Georgia,1574
2022,11,AP Top 25,2,Ohio State,1500
2022,11,AP Top 25,3,Michigan,1455
2022,11,AP Top 25,4,TCU,1361
2022,11,AP Top 25,5,Tennessee,1339
2022,11,AP Top 25,6,Oregon,1258
2022,11,AP Top 25,7,LSU,1132
2022,11,AP Top 25,8,USC,1061
2022,11,AP Top 25,9,UCLA,1040
2022,11,AP Top 25,10,Alabama,1009
2022,11,AP Top 25,11,Ole Miss,962
2022,11,AP Top 25,12,Clemson,938
2022,11,AP Top 25,13,Utah,881
2022,11,AP Top 25,14,Penn State,735
2022,11,AP Top 25,15,North Carolina,676
2022,11,AP Top 25,16,Tulane,607
2022,11,AP Top 25,17,NC State,547
2022,11,AP Top 25,18,Texas,399
2022,11,AP Top 25,19,Liberty,358
2022,11,AP Top 25,20,Notre Dame,316
2022,11,AP Top 25,21,Illinois,262
2022,11,AP Top 25,22,UCF,257
2022,11,AP Top 25,23,Kansas State,247
2022,11,AP Top 25,24,Washington,187
2022,11,AP Top 25,25,Florida State,78
2022,11,FCS Coaches Poll,1,South Dakota State,669
2022,11,FCS Coaches Poll,2,Sacramento State,639
2022,11,FCS Coaches Poll,3,Montana State,630
2022,11,FCS Coaches Poll,4,North Dakota State,589
2022,11,FCS Coaches Poll,5,Jackson State,541
2022,11,FCS Coaches Poll,6,Holy Cross,520
2022,11,FCS Coaches Poll,7,Incarnate Word,511
2022,11,FCS Coaches Poll,8,William & Mary,481
2022,11,FCS Coaches Poll,9,Samford,449
2022,11,FCS Coaches Poll,10,Weber State,438
2022,11,FCS Coaches Poll,11,Mercer,390
2022,11,FCS Coaches Poll,12,Chattanooga,370
2022,11,FCS Coaches Poll,13,Richmond,335
2022,11,FCS Coaches Poll,14,Montana,320
2022,11,FCS Coaches Poll,15,Delaware,277
2022,11,FCS Coaches Poll,16,Princeton,234
2022,11,FCS Coaches Poll,16,Furman,234
2022,11,FCS Coaches Poll,18,Fordham,221
2022,11,FCS Coaches Poll,19,Southeast Missouri State,197
2022,11,FCS Coaches Poll,20,Idaho,153
2022,11,FCS Coaches Poll,21,Elon,145
2022,11,FCS Coaches Poll,22,Rhode Island,140
2022,11,FCS Coaches Poll,23,St. Thomas (MN),51
2022,11,FCS Coaches Poll,24,Eastern Kentucky,40
2022,11,FCS Coaches Poll,25,New Hampshire,36
2022,11,AFCA Division II Coaches Poll,1,Grand Valley State,748
2022,11,AFCA Division II Coaches Poll,2,Angelo State,722
2022,11,AFCA Division II Coaches Poll,3,Shepherd,682
2022,11,AFCA Division II Coaches Poll,4,Ouachita Baptist,655
2022,11,AFCA Division II Coaches Poll,5,Pittsburg State,633
2022,11,AFCA Division II Coaches Poll,6,Ferris State,596
2022,11,AFCA Division II Coaches Poll,7,West Florida,560
2022,11,AFCA Division II Coaches Poll,8,Benedict College,532
2022,11,AFCA Division II Coaches Poll,9,Slippery Rock,496
2022,11,AFCA Division II Coaches Poll,10,Northwest Missouri State,459
2022,11,AFCA Division II Coaches Poll,11,Colorado Mines,427
2022,11,AFCA Division II Coaches Poll,12,Delta State,389
2022,11,AFCA Division II Coaches Poll,13,Ashland,383
2022,11,AFCA Division II Coaches Poll,14,Indianapolis,357
2022,11,AFCA Division II Coaches Poll,15,Virginia Union,325
2022,11,AFCA Division II Coaches Poll,16,West Georgia,296
2022,11,AFCA Division II Coaches Poll,17,Harding,254
2022,11,AFCA Division II Coaches Poll,18,Davenport,239
2022,11,AFCA Division II Coaches Poll,19,Indiana (PA),234
2022,11,AFCA Division II Coaches Poll,20,Truman State,202
2022,11,AFCA Division II Coaches Poll,21,Newberry,148
2022,11,AFCA Division II Coaches Poll,22,Emporia State,136
2022,11,AFCA Division II Coaches Poll,23,Minnesota State,101
2022,11,AFCA Division II Coaches Poll,24,Henderson State,46
2022,11,AFCA Division II Coaches Poll,25,Winona State,36
2022,11,Playoff Committee Rankings,1,Georgia,0
2022,11,Playoff Committee Rankings,2,Ohio State,0
2022,11,Playoff Committee Rankings,3,Michigan,0
2022,11,Playoff Committee Rankings,4,TCU,0
2022,11,Playoff Committee Rankings,5,Tennessee,0
2022,11,Playoff Committee Rankings,6,Oregon,0
2022,11,Playoff Committee Rankings,7,LSU,0
2022,11,Playoff Committee Rankings,8,USC,0
2022,11,Playoff Committee Rankings,9,Alabama,0
2022,11,Playoff Committee Rankings,10,Clemson,0
2022,11,Playoff Committee Rankings,11,Ole Miss,0
2022,11,Playoff Committee Rankings,12,UCLA,0
2022,11,Playoff Committee Rankings,13,Utah,0
2022,11,Playoff Committee Rankings,14,Penn State,0
2022,11,Playoff Committee Rankings,15,North Carolina,0
2022,11,Playoff Committee Rankings,16,NC State,0
2022,11,Playoff Committee Rankings,17,Tulane,0
2022,11,Playoff Committee Rankings,18,Texas,0
2022,11,Playoff Committee Rankings,19,Kansas State,0
2022,11,Playoff Committee Rankings,20,Notre Dame,0
2022,11,Playoff Committee Rankings,21,Illinois,0
2022,11,Playoff Committee Rankings,22,UCF,0
2022,11,Playoff Committee Rankings,23,Florida State,0
2022,11,Playoff Committee Rankings,24,Kentucky,0
2022,11,Playoff Committee Rankings,25,Washington,0
2022,12,Coaches Poll,1,Georgia,1572
2022,12,Coaches Poll,2,Ohio State,1509
2022,12,Coaches Poll,3,Michigan,1445
2022,12,Coaches Poll,4,TCU,1377
2022,12,Coaches Poll,5,Tennessee,1332
2022,12,Coaches Poll,6,USC,1214
2022,12,Coaches Poll,7,LSU,1199
2022,12,Coaches Poll,8,Alabama,1122
2022,12,Coaches Poll,9,Clemson,1059
2022,12,Coaches Poll,10,Utah,961
2022,12,Coaches Poll,11,North Carolina,904
2022,12,Coaches Poll,12,Penn State,859
2022,12,Coaches Poll,13,Oregon,828
2022,12,Coaches Poll,14,Ole Miss,824
2022,12,Coaches Poll,15,Washington,670
2022,12,Coaches Poll,16,UCLA,572
2022,12,Coaches Poll,17,Kansas State,547
2022,12,Coaches Poll,18,UCF,522
2022,12,Coaches Poll,19,Notre Dame,412
2022,12,Coaches Poll,20,Florida State,364
2022,12,Coaches Poll,21,Cincinnati,236
2022,12,Coaches Poll,22,Tulane,203
2022,12,Coaches Poll,23,Coastal Carolina,179
2022,12,Coaches Poll,24,Oklahoma State,115
2022,12,Coaches Poll,25,NC State,89
2022,12,AP Top 25,1,Georgia,1574
2022,12,AP Top 25,2,Ohio State,1501
2022,12,AP Top 25,3,Michigan,1453
2022,12,AP Top 25,4,TCU,1374
2022,12,AP Top 25,5,Tennessee,1341
2022,12,AP Top 25,6,LSU,1218
2022,12,AP Top 25,7,USC,1152
2022,12,AP Top 25,8,Alabama,1140
2022,12,AP Top 25,9,Clemson,1055
2022,12,AP Top 25,10,Utah,965
2022,12,AP Top 25,11,Penn State,882
2022,12,AP Top 25,12,Oregon,856
2022,12,AP Top 25,13,North Carolina,843
2022,12,AP Top 25,14,Ole Miss,797
2022,12,AP Top 25,15,Washington,693
2022,12,AP Top 25,16,UCLA,648
2022,12,AP Top 25,17,UCF,537
2022,12,AP Top 25,18,Notre Dame,495
2022,12,AP Top 25,19,Kansas State,468
2022,12,AP Top 25,20,Florida State,386
2022,12,AP Top 25,21,Tulane,273
2022,12,AP Top 25,22,Cincinnati,237
2022,12,AP Top 25,23,Coastal Carolina,143
2022,12,AP Top 25,24,Oklahoma State,85
2022,12,AP Top 25,25,Oregon State,81
2022,12,FCS Coaches Poll,1,South Dakota State,695
2022,12,FCS Coaches Poll,2,Sacramento State,673
2022,12,FCS Coaches Poll,3,Montana State,642
2022,12,FCS Coaches Poll,4,North Dakota State,602
2022,12,FCS Coaches Poll,5,Jackson State,575
2022,12,FCS Coaches Poll,6,Holy Cross,531
2022,12,FCS Coaches Poll,7,Incarnate Word,527
2022,12,FCS Coaches Poll,8,William & Mary,514
2022,12,FCS Coaches Poll,9,Samford,496
2022,12,FCS Coaches Poll,10,Weber State,462
2022,12,FCS Coaches Poll,11,Richmond,410
2022,12,FCS Coaches Poll,12,Montana,375
2022,12,FCS Coaches Poll,13,Furman,360
2022,12,FCS Coaches Poll,14,Fordham,290
2022,12,FCS Coaches Poll,15,Southeast Missouri State,289
2022,12,FCS Coaches Poll,16,Mercer,275
2022,12,FCS Coaches Poll,17,Chattanooga,262
2022,12,FCS Coaches Poll,18,Elon,225
2022,12,FCS Coaches Poll,19,Delaware,165
2022,12,FCS Coaches Poll,20,New Hampshire,147
2022,12,FCS Coaches Poll,21,St. Thomas (MN),114
2022,12,FCS Coaches Poll,22,Princeton,86
2022,12,FCS Coaches Poll,23,North Dakota,75
2022,12,FCS Coaches Poll,24,Florida A&M,67
2022,12,FCS Coaches Poll,25,North Carolina Central,56
2022,12,AFCA Division II Coaches Poll,1,Grand Valley State,747
2022,12,AFCA Division II Coaches Poll,2,Angelo State,719
2022,12,AFCA Division II Coaches Poll,3,Ouachita Baptist,683
2022,12,AFCA Division II Coaches Poll,4,Pittsburg State,666
2022,12,AFCA Division II Coaches Poll,5,Ferris State,621
2022,12,AFCA Division II Coaches Poll,6,West Florida,584
2022,12,AFCA Division II Coaches Poll,7,Benedict College,566
2022,12,AFCA Division II Coaches Poll,8,Northwest Missouri State,491
2022,12,AFCA Division II Coaches Poll,9,Delta State,484
2022,12,AFCA Division II Coaches Poll,10,Colorado Mines,480
2022,12,AFCA Division II Coaches Poll,11,Shepherd,449
2022,12,AFCA Division II Coaches Poll,12,Ashland,415
2022,12,AFCA Division II Coaches Poll,13,Indianapolis,384
2022,12,AFCA Division II Coaches Poll,14,Virginia Union,366
2022,12,AFCA Division II Coaches Poll,15,Indiana (PA),335
2022,12,AFCA Division II Coaches Poll,16,West Georgia,310
2022,12,AFCA Division II Coaches Poll,17,Harding,298
2022,12,AFCA Division II Coaches Poll,18,Newberry,208
2022,12,AFCA Division II Coaches Poll,19,Minnesota State,203
2022,12,AFCA Division II Coaches Poll,20,Slippery Rock,189
2022,12,AFCA Division II Coaches Poll,21,Davenport,123
2022,12,AFCA Division II Coaches Poll,22,Wingate,88
2022,12,AFCA Division II Coaches Poll,23,Truman State,66
2022,12,AFCA Division II Coaches Poll,24,Notre Dame College,40
2022,12,AFCA Division II Coaches Poll,24,Emporia State,40
2022,12,AFCA Division III Coaches Poll,1,North Central,1172
2022,12,AFCA Division III Coaches Poll,2,Mount Union,1101
2022,12,AFCA Division III Coaches Poll,3,Mary Hardin-Baylor,1068
2022,12,AFCA Division III Coaches Poll,4,Linfield,1039
2022,12,AFCA Division III Coaches Poll,5,Trinity (TX),949
2022,12,AFCA Division III Coaches Poll,6,St. Johns (MN),932
2022,12,AFCA Division III Coaches Poll,7,Wisconsin-La Crosse,852
2022,12,AFCA Division III Coaches Poll,8,Delaware Valley,785
2022,12,AFCA Division III Coaches Poll,9,Ithaca,760
2022,12,AFCA Division III Coaches Poll,10,Hardin-Simmons,733
2022,12,AFCA Division III Coaches Poll,11,UW-Whitewater,700
2022,12,AFCA Division III Coaches Poll,12,Wartburg,666
2022,12,AFCA Division III Coaches Poll,13,Susquehanna,628
2022,12,AFCA Division III Coaches Poll,14,Randolph-Macon,543
2022,12,AFCA Division III Coaches Poll,15,Carnegie Mellon,471
2022,12,AFCA Division III Coaches Poll,16,Johns Hopkins,451
2022,12,AFCA Division III Coaches Poll,17,SUNY Cortland,408
2022,12,AFCA Division III Coaches Poll,18,Wheaton College (Ill),357
2022,12,AFCA Division III Coaches Poll,19,Huntingdon,305
2022,12,AFCA Division III Coaches Poll,20,Bethel (MN),291
2022,12,AFCA Division III Coaches Poll,21,Mount St. Joseph,243
2022,12,AFCA Division III Coaches Poll,22,Alma College,233
2022,12,AFCA Division III Coaches Poll,23,Endicott College,207
2022,12,AFCA Division III Coaches Poll,24,Salisbury,97
2022,12,AFCA Division III Coaches Poll,25,Albion,71
2022,12,Playoff Committee Rankings,1,Georgia,0
2022,12,Playoff Committee Rankings,2,Ohio State,0
2022,12,Playoff Committee Rankings,3,Michigan,0
2022,12,Playoff Committee Rankings,4,TCU,0
2022,12,Playoff Committee Rankings,5,Tennessee,0
2022,12,Playoff Committee Rankings,6,LSU,0
2022,12,Playoff Committee Rankings,7,USC,0
2022,12,Playoff Committee Rankings,8,Alabama,0
2022,12,Playoff Committee Rankings,9,Clemson,0
2022,12,Playoff Committee Rankings,10,Utah,0
2022,12,Playoff Committee Rankings,11,Penn State,0
2022,12,Playoff Committee Rankings,12,Oregon,0
2022,12,Playoff Committee Rankings,13,North Carolina,0
2022,12,Playoff Committee Rankings,14,Ole Miss,0
2022,12,Playoff Committee Rankings,15,Kansas State,0
2022,12,Playoff Committee Rankings,16,UCLA,0
2022,12,Playoff Committee Rankings,17,Washington,0
2022,12,Playoff Committee Rankings,18,Notre Dame,0
2022,12,Playoff Committee Rankings,19,Florida State,0
2022,12,Playoff Committee Rankings,20,UCF,0
2022,12,Playoff Committee Rankings,21,Tulane,0
2022,12,Playoff Committee Rankings,22,Oklahoma State,0
2022,12,Playoff Committee Rankings,23,Oregon State,0
2022,12,Playoff Committee Rankings,24,NC State,0
2022,12,Playoff Committee Rankings,25,Cincinnati,0
2022,13,Coaches Poll,1,Georgia,1546
2022,13,Coaches Poll,2,Ohio State,1484
2022,13,Coaches Poll,3,Michigan,1420
2022,13,Coaches Poll,4,TCU,1372
2022,13,Coaches Poll,5,USC,1277
2022,13,Coaches Poll,6,LSU,1229
2022,13,Coaches Poll,7,Alabama,1147
2022,13,Coaches Poll,8,Clemson,1142
2022,13,Coaches Poll,9,Oregon,1004
2022,13,Coaches Poll,10,Penn State,990
2022,13,Coaches Poll,11,Tennessee,950
2022,13,Coaches Poll,12,Washington,855
2022,13,Coaches Poll,13,Kansas State,761
2022,13,Coaches Poll,14,Utah,703
2022,13,Coaches Poll,15,Notre Dame,657
2022,13,Coaches Poll,16,Florida State,562
2022,13,Coaches Poll,17,North Carolina,496
2022,13,Coaches Poll,18,UCLA,483
2022,13,Coaches Poll,19,Ole Miss,429
2022,13,Coaches Poll,20,Tulane,386
2022,13,Coaches Poll,21,Cincinnati,376
2022,13,Coaches Poll,22,Oregon State,257
2022,13,Coaches Poll,23,Coastal Carolina,222
2022,13,Coaches Poll,24,Texas,112
2022,13,Coaches Poll,25,UT San Antonio,70
2022,13,AP Top 25,1,Georgia,1574
2022,13,AP Top 25,2,Ohio State,1507
2022,13,AP Top 25,3,Michigan,1446
2022,13,AP Top 25,4,TCU,1395
2022,13,AP Top 25,5,USC,1293
2022,13,AP Top 25,6,LSU,1241
2022,13,AP Top 25,7,Clemson,1152
2022,13,AP Top 25,8,Alabama,1131
2022,13,AP Top 25,9,Tennessee,1058
2022,13,AP Top 25,10,Oregon,1009
2022,13,AP Top 25,11,Penn State,994
2022,13,AP Top 25,12,Washington,879
2022,13,AP Top 25,13,Notre Dame,710
2022,13,AP Top 25,14,Utah,709
2022,13,AP Top 25,15,Kansas State,697
2022,13,AP Top 25,16,Florida State,579
2022,13,AP Top 25,17,UCLA,562
2022,13,AP Top 25,18,North Carolina,464
2022,13,AP Top 25,19,Tulane,441
2022,13,AP Top 25,20,Ole Miss,395
2022,13,AP Top 25,21,Cincinnati,353
2022,13,AP Top 25,22,Oregon State,271
2022,13,AP Top 25,23,Coastal Carolina,186
2022,13,AP Top 25,24,Texas,128
2022,13,AP Top 25,25,UCF,87
2022,13,FCS Coaches Poll,1,South Dakota State,696
2022,13,FCS Coaches Poll,2,Sacramento State,672
2022,13,FCS Coaches Poll,3,Montana State,641
2022,13,FCS Coaches Poll,4,North Dakota State,603
2022,13,FCS Coaches Poll,5,Jackson State,556
2022,13,FCS Coaches Poll,6,Holy Cross,536
2022,13,FCS Coaches Poll,7,Incarnate Word,533
2022,13,FCS Coaches Poll,8,William & Mary,522
2022,13,FCS Coaches Poll,9,Samford,496
2022,13,FCS Coaches Poll,10,Weber State,463
2022,13,FCS Coaches Poll,11,Furman,387
2022,13,FCS Coaches Poll,12,Southeast Missouri State,359
2022,13,FCS Coaches Poll,13,Fordham,355
2022,13,FCS Coaches Poll,14,Richmond,326
2022,13,FCS Coaches Poll,15,Elon,307
2022,13,FCS Coaches Poll,16,New Hampshire,246
2022,13,FCS Coaches Poll,17,Montana,212
2022,13,FCS Coaches Poll,18,Mercer,177
2022,13,FCS Coaches Poll,19,St. Thomas (MN),163
2022,13,FCS Coaches Poll,20,Florida A&M,136
2022,13,FCS Coaches Poll,21,North Carolina Central,109
2022,13,FCS Coaches Poll,22,Chattanooga,95
2022,13,FCS Coaches Poll,23,Southeastern Louisiana,63
2022,13,FCS Coaches Poll,24,Idaho,61
2022,13,FCS Coaches Poll,24,North Dakota,61
2022,13,Playoff Committee Rankings,1,Georgia,0
2022,13,Playoff Committee Rankings,2,Ohio State,0
2022,13,Playoff Committee Rankings,3,Michigan,0
2022,13,Playoff Committee Rankings,4,TCU,0
2022,13,Playoff Committee Rankings,5,LSU,0
2022,13,Playoff Committee Rankings,6,USC,0
2022,13,Playoff Committee Rankings,7,Alabama,0
2022,13,Playoff Committee Rankings,8,Clemson,0
2022,13,Playoff Committee Rankings,9,Oregon,0
2022,13,Playoff Committee Rankings,10,Tennessee,0
2022,13,Playoff Committee Rankings,11,Penn State,0
2022,13,Playoff Committee Rankings,12,Kansas State,0
2022,13,Playoff Committee Rankings,13,Washington,0
2022,13,Playoff Committee Rankings,14,Utah,0
2022,13,Playoff Committee Rankings,15,Notre Dame,0
2022,13,Playoff Committee Rankings,16,Florida State,0
2022,13,Playoff Committee Rankings,17,North Carolina,0
2022,13,Playoff Committee Rankings,18,UCLA,0
2022,13,Playoff Committee Rankings,19,Tulane,0
2022,13,Playoff Committee Rankings,20,Ole Miss,0
2022,13,Playoff Committee Rankings,21,Oregon State,0
2022,13,Playoff Committee Rankings,22,UCF,0
2022,13,Playoff Committee Rankings,23,Texas,0
2022,13,Playoff Committee Rankings,24,Cincinnati,0
2022,13,Playoff Committee Rankings,25,Louisville,0
2022,14,Coaches Poll,1,Georgia,1572
2022,14,Coaches Poll,2,Michigan,1512
2022,14,Coaches Poll,3,TCU,1446
2022,14,Coaches Poll,4,USC,1381
2022,14,Coaches Poll,5,Ohio State,1312
2022,14,Coaches Poll,6,Alabama,1262
2022,14,Coaches Poll,7,Penn State,1153
2022,14,Coaches Poll,8,Tennessee,1143
2022,14,Coaches Poll,9,Washington,1039
2022,14,Coaches Poll,10,Kansas State,930
2022,14,Coaches Poll,11,Clemson,900
2022,14,Coaches Poll,12,Utah,872
2022,14,Coaches Poll,13,LSU,845
2022,14,Coaches Poll,14,Florida State,739
2022,14,Coaches Poll,15,Oregon,681
2022,14,Coaches Poll,16,Oregon State,613
2022,14,Coaches Poll,17,UCLA,603
2022,14,Coaches Poll,18,Tulane,558
2022,14,Coaches Poll,19,Notre Dame,340
2022,14,Coaches Poll,20,South Carolina,299
2022,14,Coaches Poll,21,Texas,292
2022,14,Coaches Poll,22,North Carolina,175
2022,14,Coaches Poll,23,UCF,141
2022,14,Coaches Poll,24,UT San Antonio,127
2022,14,Coaches Poll,25,Mississippi State,88
2022,14,AP Top 25,1,Georgia,1570
2022,14,AP Top 25,2,Michigan,1516
2022,14,AP Top 25,3,TCU,1449
2022,14,AP Top 25,4,USC,1382
2022,14,AP Top 25,5,Ohio State,1313
2022,14,AP Top 25,6,Alabama,1243
2022,14,AP Top 25,7,Tennessee,1195
2022,14,AP Top 25,8,Penn State,1131
2022,14,AP Top 25,9,Washington,1048
2022,14,AP Top 25,10,Clemson,928
2022,14,AP Top 25,11,LSU,874
2022,14,AP Top 25,12,Utah,849
2022,14,AP Top 25,13,Kansas State,815
2022,14,AP Top 25,14,Florida State,730
2022,14,AP Top 25,15,Oregon,701
2022,14,AP Top 25,16,Oregon State,662
2022,14,AP Top 25,17,UCLA,618
2022,14,AP Top 25,18,Tulane,551
2022,14,AP Top 25,19,Notre Dame,384
2022,14,AP Top 25,20,South Carolina,358
2022,14,AP Top 25,21,Texas,316
2022,14,AP Top 25,22,UCF,170
2022,14,AP Top 25,23,UT San Antonio,145
2022,14,AP Top 25,24,North Carolina,114
2022,14,AP Top 25,25,Mississippi State,99
2022,14,Playoff Committee Rankings,1,Georgia,0
2022,14,Playoff Committee Rankings,2,Michigan,0
2022,14,Playoff Committee Rankings,3,TCU,0
2022,14,Playoff Committee Rankings,4,USC,0
2022,14,Playoff Committee Rankings,5,Ohio State,0
2022,14,Playoff Committee Rankings,6,Alabama,0
2022,14,Playoff Committee Rankings,7,Tennessee,0
2022,14,Playoff Committee Rankings,8,Penn State,0
2022,14,Playoff Committee Rankings,9,Clemson,0
2022,14,Playoff Committee Rankings,10,Kansas State,0
2022,14,Playoff Committee Rankings,11,Utah,0
2022,14,Playoff Committee Rankings,12,Washington,0
2022,14,Playoff Committee Rankings,13,Florida State,0
2022,14,Playoff Committee Rankings,14,LSU,0
2022,14,Playoff Committee Rankings,15,Oregon State,0
2022,14,Playoff Committee Rankings,16,Oregon,0
2022,14,Playoff Committee Rankings,17,UCLA,0
2022,14,Playoff Committee Rankings,18,Tulane,0
2022,14,Playoff Committee Rankings,19,South Carolina,0
2022,14,Playoff Committee Rankings,20,Texas,0
2022,14,Playoff Committee Rankings,21,Notre Dame,0
2022,14,Playoff Committee Rankings,22,UCF,0
2022,14,Playoff Committee Rankings,23,North Carolina,0
2022,14,Playoff Committee Rankings,24,Mississippi State,0
2022,14,Playoff Committee Rankings,25,NC State,0
2022,15,AP Top 25,1,Georgia,1574
2022,15,AP Top 25,2,Michigan,1513
2022,15,AP Top 25,3,TCU,1430
2022,15,AP Top 25,4,Ohio State,1398
2022,15,AP Top 25,5,Alabama,1285
2022,15,AP Top 25,6,Tennessee,1233
2022,15,AP Top 25,7,Utah,1110
2022,15,AP Top 25,8,USC,1068
2022,15,AP Top 25,9,Penn State,1063
