season,seasonType,week,poll,rank,school,points
2018,regular,2,FCS Coaches Poll,3,South Dakota State,585
2018,regular,2,FCS Coaches Poll,4,Sam Houston State,565
2018,regular,2,FCS Coaches Poll,5,Eastern Washington,524
2018,regular,2,FCS Coaches Poll,6,North Carolina A&T,479
2018,regular,2,FCS Coaches Poll,7,Wofford,461
2018,regular,2,FCS Coaches Poll,8,Kennesaw State,447
2018,regular,2,FCS Coaches Poll,9,Samford,434
2018,regular,2,FCS Coaches Poll,10,Nicholls,392
2018,regular,2,FCS Coaches Poll,11,Villanova,368
2018,regular,2,FCS Coaches Poll,12,Jacksonville State,348
2018,regular,2,FCS Coaches Poll,13,Weber State,315
2018,regular,2,FCS Coaches Poll,14,McNeese,296
2018,regular,2,FCS Coaches Poll,15,Elon,250
2018,regular,2,FCS Coaches Poll,16,Montana,248
2018,regular,2,FCS Coaches Poll,17,Central Arkansas,247
2018,regular,2,FCS Coaches Poll,18,Northern Iowa,206
2018,regular,2,FCS Coaches Poll,19,Illinois State,205
2018,regular,2,FCS Coaches Poll,20,Northern Arizona,175
2018,regular,2,FCS Coaches Poll,21,Furman,102
2018,regular,2,FCS Coaches Poll,22,New Hampshire,95
2018,regular,2,FCS Coaches Poll,23,Stony Brook,79
2018,regular,2,FCS Coaches Poll,24,Austin Peay,59
2018,regular,2,FCS Coaches Poll,25,Maine,54
2018,regular,2,AFCA Division II Coaches Poll,1,Texas A&M-Commerce,812
2018,regular,2,AFCA Division II Coaches Poll,2,Minnesota State,780
2018,regular,2,AFCA Division II Coaches Poll,3,Indiana (PA),722
2018,regular,2,AFCA Division II Coaches Poll,4,Northwest Missouri State,719
2018,regular,2,AFCA Division II Coaches Poll,5,Grand Valley State,684
2018,regular,2,AFCA Division II Coaches Poll,6,Ferris State,658
2018,regular,2,AFCA Division II Coaches Poll,7,Midwestern State,656
2018,regular,2,AFCA Division II Coaches Poll,8,West Alabama,558
2018,regular,2,AFCA Division II Coaches Poll,9,Colorado State-Pueblo,531
2018,regular,2,AFCA Division II Coaches Poll,10,West Georgia,485
2018,regular,2,AFCA Division II Coaches Poll,11,Winona State,470
2018,regular,2,AFCA Division II Coaches Poll,12,Ohio Dominican,391
2018,regular,2,AFCA Division II Coaches Poll,13,West Florida,384
2018,regular,2,AFCA Division II Coaches Poll,14,Ouachita Baptist,326
2018,regular,2,AFCA Division II Coaches Poll,15,Central Washington,304
2018,regular,2,AFCA Division II Coaches Poll,16,Minnesota-Duluth,259
2018,regular,2,AFCA Division II Coaches Poll,17,Fort Hays State,245
2018,regular,2,AFCA Division II Coaches Poll,18,West Chester,206
2018,regular,2,AFCA Division II Coaches Poll,19,Colorado Mesa,201
2018,regular,2,AFCA Division II Coaches Poll,20,Central Missouri State,199
2018,regular,2,AFCA Division II Coaches Poll,21,Harding,182
2018,regular,2,AFCA Division II Coaches Poll,22,Indianapolis,169
2018,regular,2,AFCA Division II Coaches Poll,23,Pittsburg State,126
2018,regular,2,AFCA Division II Coaches Poll,24,Sioux Falls,112
2018,regular,2,AFCA Division II Coaches Poll,25,Southern Arkansas,92
2018,regular,3,AP Top 25,1,Alabama,1517
2018,regular,3,AP Top 25,2,Clemson,1430
2018,regular,3,AP Top 25,3,Georgia,1407
2018,regular,3,AP Top 25,4,Ohio State,1288
2018,regular,3,AP Top 25,5,Oklahoma,1263
2018,regular,3,AP Top 25,6,Wisconsin,1227
2018,regular,3,AP Top 25,7,Auburn,1224
2018,regular,3,AP Top 25,8,Notre Dame,1022
2018,regular,3,AP Top 25,9,Stanford,992
2018,regular,3,AP Top 25,10,Washington,884
2018,regular,3,AP Top 25,11,Penn State,836
2018,regular,3,AP Top 25,12,LSU,830
2018,regular,3,AP Top 25,13,Virginia Tech,794
2018,regular,3,AP Top 25,14,West Virginia,793
2018,regular,3,AP Top 25,15,TCU,678
2018,regular,3,AP Top 25,16,Mississippi State,654
2018,regular,3,AP Top 25,17,Boise State,500
2018,regular,3,AP Top 25,18,UCF,494
2018,regular,3,AP Top 25,19,Michigan,385
2018,regular,3,AP Top 25,20,Oregon,301
2018,regular,3,AP Top 25,21,Miami,299
2018,regular,3,AP Top 25,22,USC,250
2018,regular,3,AP Top 25,23,Arizona State,139
2018,regular,3,AP Top 25,24,Oklahoma State,119
2018,regular,3,AP Top 25,25,Michigan State,104
2018,regular,3,Coaches Poll,1,Alabama,1571
2018,regular,3,Coaches Poll,2,Clemson,1481
2018,regular,3,Coaches Poll,3,Georgia,1437
2018,regular,3,Coaches Poll,4,Ohio State,1391
2018,regular,3,Coaches Poll,5,Oklahoma,1319
2018,regular,3,Coaches Poll,6,Wisconsin,1252
2018,regular,3,Coaches Poll,7,Auburn,1221
2018,regular,3,Coaches Poll,8,Notre Dame,1029
2018,regular,3,Coaches Poll,9,Stanford,1010
2018,regular,3,Coaches Poll,10,Penn State,930
2018,regular,3,Coaches Poll,11,Virginia Tech,862
2018,regular,3,Coaches Poll,12,Washington,852
2018,regular,3,Coaches Poll,13,LSU,850
2018,regular,3,Coaches Poll,14,TCU,743
2018,regular,3,Coaches Poll,15,West Virginia,727
2018,regular,3,Coaches Poll,16,Mississippi State,650
2018,regular,3,Coaches Poll,17,Boise State,507
2018,regular,3,Coaches Poll,18,UCF,438
2018,regular,3,Coaches Poll,19,Oklahoma State,325
2018,regular,3,Coaches Poll,20,Miami,296
2018,regular,3,Coaches Poll,21,USC,295
2018,regular,3,Coaches Poll,22,Michigan,270
2018,regular,3,Coaches Poll,23,Oregon,255
2018,regular,3,Coaches Poll,24,Michigan State,152
2018,regular,3,Coaches Poll,25,Arizona State,92
2018,regular,3,FCS Coaches Poll,1,North Dakota State,645
2018,regular,3,FCS Coaches Poll,2,James Madison,620
2018,regular,3,FCS Coaches Poll,3,South Dakota State,593
2018,regular,3,FCS Coaches Poll,4,Sam Houston State,540
2018,regular,3,FCS Coaches Poll,5,Eastern Washington,539
2018,regular,3,FCS Coaches Poll,6,North Carolina A&T,527
2018,regular,3,FCS Coaches Poll,7,Wofford,488
2018,regular,3,FCS Coaches Poll,8,Kennesaw State,473
2018,regular,3,FCS Coaches Poll,9,Samford,423
2018,regular,3,FCS Coaches Poll,10,Villanova,419
2018,regular,3,FCS Coaches Poll,11,Jacksonville State,362
2018,regular,3,FCS Coaches Poll,12,Nicholls,354
2018,regular,3,FCS Coaches Poll,13,Weber State,343
2018,regular,3,FCS Coaches Poll,14,Elon,310
2018,regular,3,FCS Coaches Poll,15,McNeese,298
2018,regular,3,FCS Coaches Poll,16,Montana,259
2018,regular,3,FCS Coaches Poll,17,Central Arkansas,239
2018,regular,3,FCS Coaches Poll,18,Illinois State,184
2018,regular,3,FCS Coaches Poll,18,Northern Iowa,184
2018,regular,3,FCS Coaches Poll,20,Maine,171
2018,regular,3,FCS Coaches Poll,21,Stony Brook,106
2018,regular,3,FCS Coaches Poll,22,Northern Arizona,92
2018,regular,3,FCS Coaches Poll,23,Austin Peay,80
2018,regular,3,FCS Coaches Poll,24,South Dakota,39
2018,regular,3,FCS Coaches Poll,25,Colgate,32
2018,regular,3,AFCA Division II Coaches Poll,1,Texas A&M-Commerce,804
2018,regular,3,AFCA Division II Coaches Poll,2,Minnesota State,789
2018,regular,3,AFCA Division II Coaches Poll,3,Indiana (PA),745
2018,regular,3,AFCA Division II Coaches Poll,4,Northwest Missouri State,702
2018,regular,3,AFCA Division II Coaches Poll,5,Grand Valley State,695
2018,regular,3,AFCA Division II Coaches Poll,6,Ferris State,674
2018,regular,3,AFCA Division II Coaches Poll,7,Midwestern State,645
2018,regular,3,AFCA Division II Coaches Poll,8,West Georgia,560
2018,regular,3,AFCA Division II Coaches Poll,9,Ouachita Baptist,499
2018,regular,3,AFCA Division II Coaches Poll,10,West Florida,436
2018,regular,3,AFCA Division II Coaches Poll,11,Minnesota-Duluth,431
2018,regular,3,AFCA Division II Coaches Poll,12,Central Washington,361
2018,regular,3,AFCA Division II Coaches Poll,13,West Chester,360
2018,regular,3,AFCA Division II Coaches Poll,14,Colorado Mesa,352
2018,regular,3,AFCA Division II Coaches Poll,15,Pittsburg State,300
2018,regular,3,AFCA Division II Coaches Poll,16,Valdosta State,295
2018,regular,3,AFCA Division II Coaches Poll,17,Colorado Mines,247
2018,regular,3,AFCA Division II Coaches Poll,18,Fort Hays State,245
2018,regular,3,AFCA Division II Coaches Poll,19,Harding,197
2018,regular,3,AFCA Division II Coaches Poll,19,Central Missouri State,197
2018,regular,3,AFCA Division II Coaches Poll,21,Southern Arkansas,180
2018,regular,3,AFCA Division II Coaches Poll,22,Colorado State-Pueblo,154
2018,regular,3,AFCA Division II Coaches Poll,23,West Alabama,142
2018,regular,3,AFCA Division II Coaches Poll,24,Azusa Pacific,132
2018,regular,3,AFCA Division II Coaches Poll,25,Indianapolis,106
2018,regular,4,AP Top 25,1,Alabama,1521
2018,regular,4,AP Top 25,2,Georgia,1416
2018,regular,4,AP Top 25,3,Clemson,1405
2018,regular,4,AP Top 25,4,Ohio State,1357
2018,regular,4,AP Top 25,5,Oklahoma,1283
2018,regular,4,AP Top 25,6,LSU,1241
2018,regular,4,AP Top 25,7,Stanford,1055
2018,regular,4,AP Top 25,8,Notre Dame,1034
2018,regular,4,AP Top 25,9,Auburn,958
2018,regular,4,AP Top 25,10,Penn State,947
2018,regular,4,AP Top 25,10,Washington,947
2018,regular,4,AP Top 25,12,West Virginia,841
2018,regular,4,AP Top 25,13,Virginia Tech,816
2018,regular,4,AP Top 25,14,Mississippi State,790
2018,regular,4,AP Top 25,15,Oklahoma State,587
2018,regular,4,AP Top 25,16,UCF,556
2018,regular,4,AP Top 25,17,TCU,502
2018,regular,4,AP Top 25,18,Wisconsin,486
2018,regular,4,AP Top 25,19,Michigan,448
2018,regular,4,AP Top 25,20,Oregon,399
2018,regular,4,AP Top 25,21,Miami,362
2018,regular,4,AP Top 25,22,Texas A&M,193
2018,regular,4,AP Top 25,23,Boston College,130
2018,regular,4,AP Top 25,24,Michigan State,86
2018,regular,4,AP Top 25,25,BYU,75
2018,regular,4,Coaches Poll,1,Alabama,1572
2018,regular,4,Coaches Poll,2,Clemson,1477
2018,regular,4,Coaches Poll,3,Georgia,1436
2018,regular,4,Coaches Poll,4,Ohio State,1405
2018,regular,4,Coaches Poll,5,Oklahoma,1339
2018,regular,4,Coaches Poll,6,LSU,1171
2018,regular,4,Coaches Poll,7,Stanford,1116
2018,regular,4,Coaches Poll,8,Notre Dame,1083
2018,regular,4,Coaches Poll,9,Penn State,1070
2018,regular,4,Coaches Poll,10,Virginia Tech,927
2018,regular,4,Coaches Poll,11,Auburn,921
2018,regular,4,Coaches Poll,12,Washington,909
2018,regular,4,Coaches Poll,13,West Virginia,824
2018,regular,4,Coaches Poll,14,Mississippi State,780
2018,regular,4,Coaches Poll,15,Oklahoma State,672
2018,regular,4,Coaches Poll,16,Wisconsin,626
2018,regular,4,Coaches Poll,17,TCU,508
2018,regular,4,Coaches Poll,18,UCF,500
2018,regular,4,Coaches Poll,19,Oregon,384
2018,regular,4,Coaches Poll,20,Miami,373
2018,regular,4,Coaches Poll,21,Michigan,354
2018,regular,4,Coaches Poll,22,Texas A&M,150
2018,regular,4,Coaches Poll,23,Michigan State,141
2018,regular,4,Coaches Poll,24,Boise State,114
2018,regular,4,Coaches Poll,25,Boston College,109
2018,regular,4,FCS Coaches Poll,1,North Dakota State,650
2018,regular,4,FCS Coaches Poll,2,James Madison,622
2018,regular,4,FCS Coaches Poll,3,South Dakota State,598
2018,regular,4,FCS Coaches Poll,4,North Carolina A&T,566
2018,regular,4,FCS Coaches Poll,5,Kennesaw State,526
2018,regular,4,FCS Coaches Poll,6,Eastern Washington,498
2018,regular,4,FCS Coaches Poll,6,Wofford,498
2018,regular,4,FCS Coaches Poll,8,Weber State,457
2018,regular,4,FCS Coaches Poll,9,Jacksonville State,441
2018,regular,4,FCS Coaches Poll,10,McNeese,393
2018,regular,4,FCS Coaches Poll,11,Sam Houston State,386
2018,regular,4,FCS Coaches Poll,12,Elon,352
2018,regular,4,FCS Coaches Poll,13,Central Arkansas,322
2018,regular,4,FCS Coaches Poll,14,Villanova,254
2018,regular,4,FCS Coaches Poll,15,Illinois State,253
2018,regular,4,FCS Coaches Poll,16,Maine,248
2018,regular,4,FCS Coaches Poll,17,Samford,236
2018,regular,4,FCS Coaches Poll,18,Nicholls,228
2018,regular,4,FCS Coaches Poll,19,Stony Brook,176
2018,regular,4,FCS Coaches Poll,20,Montana,115
2018,regular,4,FCS Coaches Poll,21,Austin Peay,114
2018,regular,4,FCS Coaches Poll,22,Northern Iowa,88
2018,regular,4,FCS Coaches Poll,23,Rhode Island,83
2018,regular,4,FCS Coaches Poll,24,Colgate,64
2018,regular,4,FCS Coaches Poll,25,UC Davis,47
2018,regular,4,AFCA Division II Coaches Poll,1,Minnesota State,811
2018,regular,4,AFCA Division II Coaches Poll,2,Indiana (PA),761
2018,regular,4,AFCA Division II Coaches Poll,3,Grand Valley State,746
2018,regular,4,AFCA Division II Coaches Poll,4,Ferris State,734
2018,regular,4,AFCA Division II Coaches Poll,5,Midwestern State,706
2018,regular,4,AFCA Division II Coaches Poll,6,West Georgia,656
2018,regular,4,AFCA Division II Coaches Poll,7,Ouachita Baptist,593
2018,regular,4,AFCA Division II Coaches Poll,8,Minnesota-Duluth,526
2018,regular,4,AFCA Division II Coaches Poll,9,Texas A&M-Commerce,444
2018,regular,4,AFCA Division II Coaches Poll,10,Pittsburg State,442
2018,regular,4,AFCA Division II Coaches Poll,11,West Florida,433
2018,regular,4,AFCA Division II Coaches Poll,12,West Chester,430
2018,regular,4,AFCA Division II Coaches Poll,13,Valdosta State,421
2018,regular,4,AFCA Division II Coaches Poll,14,Central Washington,397
2018,regular,4,AFCA Division II Coaches Poll,14,Colorado Mines,397
2018,regular,4,AFCA Division II Coaches Poll,16,Colorado State-Pueblo,382
2018,regular,4,AFCA Division II Coaches Poll,17,Northwest Missouri State,331
2018,regular,4,AFCA Division II Coaches Poll,18,Fort Hays State,267
2018,regular,4,AFCA Division II Coaches Poll,19,Southern Arkansas,250
2018,regular,4,AFCA Division II Coaches Poll,20,Harding,223
2018,regular,4,AFCA Division II Coaches Poll,21,West Alabama,134
2018,regular,4,AFCA Division II Coaches Poll,22,Indianapolis,105
2018,regular,4,AFCA Division II Coaches Poll,23,Notre Dame College,99
2018,regular,4,AFCA Division II Coaches Poll,24,Colorado Mesa,89
2018,regular,4,AFCA Division II Coaches Poll,25,Tarleton State,80
2018,regular,5,AP Top 25,1,Alabama,1523
2018,regular,5,AP Top 25,2,Georgia,1422
2018,regular,5,AP Top 25,3,Clemson,1409
2018,regular,5,AP Top 25,4,Ohio State,1363
2018,regular,5,AP Top 25,5,LSU,1238
2018,regular,5,AP Top 25,6,Oklahoma,1201
2018,regular,5,AP Top 25,7,Stanford,1143
2018,regular,5,AP Top 25,8,Notre Dame,1067
2018,regular,5,AP Top 25,9,Penn State,1001
2018,regular,5,AP Top 25,10,Auburn,987
2018,regular,5,AP Top 25,11,Washington,946
2018,regular,5,AP Top 25,12,West Virginia,923
2018,regular,5,AP Top 25,13,UCF,727
2018,regular,5,AP Top 25,14,Michigan,698
2018,regular,5,AP Top 25,15,Wisconsin,662
2018,regular,5,AP Top 25,16,Miami,571
2018,regular,5,AP Top 25,17,Kentucky,541
2018,regular,5,AP Top 25,18,Texas,308
2018,regular,5,AP Top 25,19,Oregon,297
2018,regular,5,AP Top 25,20,BYU,270
2018,regular,5,AP Top 25,21,Michigan State,256
2018,regular,5,AP Top 25,22,Duke,244
2018,regular,5,AP Top 25,23,Mississippi State,241
2018,regular,5,AP Top 25,24,California,118
2018,regular,5,AP Top 25,25,Texas Tech,106
2018,regular,5,Coaches Poll,1,Alabama,1597
2018,regular,5,Coaches Poll,2,Clemson,1497
2018,regular,5,Coaches Poll,3,Georgia,1473
2018,regular,5,Coaches Poll,4,Ohio State,1431
2018,regular,5,Coaches Poll,5,Oklahoma,1300
2018,regular,5,Coaches Poll,6,LSU,1234
2018,regular,5,Coaches Poll,7,Stanford,1206
2018,regular,5,Coaches Poll,8,Notre Dame,1135
2018,regular,5,Coaches Poll,9,Penn State,1108
2018,regular,5,Coaches Poll,10,Auburn,997
2018,regular,5,Coaches Poll,11,Washington,959
2018,regular,5,Coaches Poll,12,West Virginia,946
2018,regular,5,Coaches Poll,13,Wisconsin,776
2018,regular,5,Coaches Poll,14,UCF,705
2018,regular,5,Coaches Poll,15,Michigan,603
2018,regular,5,Coaches Poll,16,Miami,554
2018,regular,5,Coaches Poll,17,Kentucky,531
2018,regular,5,Coaches Poll,18,Michigan State,376
2018,regular,5,Coaches Poll,19,Mississippi State,311
2018,regular,5,Coaches Poll,20,Oregon,281
2018,regular,5,Coaches Poll,21,Oklahoma State,199
2018,regular,5,Coaches Poll,22,Texas,171
2018,regular,5,Coaches Poll,23,Duke,170
2018,regular,5,Coaches Poll,24,Virginia Tech,160
2018,regular,5,Coaches Poll,25,Boise State,145
2018,regular,5,FCS Coaches Poll,1,North Dakota State,650
2018,regular,5,FCS Coaches Poll,2,James Madison,623
2018,regular,5,FCS Coaches Poll,3,South Dakota State,596
2018,regular,5,FCS Coaches Poll,4,Kennesaw State,563
2018,regular,5,FCS Coaches Poll,5,Eastern Washington,547
2018,regular,5,FCS Coaches Poll,6,Wofford,519
2018,regular,5,FCS Coaches Poll,7,Weber State,473
2018,regular,5,FCS Coaches Poll,8,Jacksonville State,454
2018,regular,5,FCS Coaches Poll,9,Elon,409
2018,regular,5,FCS Coaches Poll,10,Illinois State,390
2018,regular,5,FCS Coaches Poll,11,McNeese,376
2018,regular,5,FCS Coaches Poll,12,Central Arkansas,367
2018,regular,5,FCS Coaches Poll,13,North Carolina A&T,341
2018,regular,5,FCS Coaches Poll,14,Villanova,320
2018,regular,5,FCS Coaches Poll,15,Nicholls,293
2018,regular,5,FCS Coaches Poll,16,Maine,241
2018,regular,5,FCS Coaches Poll,17,Stony Brook,233
2018,regular,5,FCS Coaches Poll,18,Montana,194
2018,regular,5,FCS Coaches Poll,19,Sam Houston State,155
2018,regular,5,FCS Coaches Poll,20,Rhode Island,126
2018,regular,5,FCS Coaches Poll,21,Northern Iowa,125
2018,regular,5,FCS Coaches Poll,22,UC Davis,120
2018,regular,5,FCS Coaches Poll,23,Colgate,119
2018,regular,5,FCS Coaches Poll,24,Chattanooga,68
2018,regular,5,FCS Coaches Poll,25,Princeton,27
2018,regular,5,AFCA Division II Coaches Poll,1,Minnesota State,818
2018,regular,5,AFCA Division II Coaches Poll,2,Grand Valley State,778
2018,regular,5,AFCA Division II Coaches Poll,3,Ferris State,760
2018,regular,5,AFCA Division II Coaches Poll,4,Midwestern State,731
2018,regular,5,AFCA Division II Coaches Poll,5,West Georgia,686
2018,regular,5,AFCA Division II Coaches Poll,6,Ouachita Baptist,631
2018,regular,5,AFCA Division II Coaches Poll,7,Minnesota-Duluth,571
2018,regular,5,AFCA Division II Coaches Poll,8,Pittsburg State,544
2018,regular,5,AFCA Division II Coaches Poll,9,Texas A&M-Commerce,529
2018,regular,5,AFCA Division II Coaches Poll,10,Valdosta State,465
2018,regular,5,AFCA Division II Coaches Poll,11,West Florida,463
2018,regular,5,AFCA Division II Coaches Poll,12,Colorado Mines,459
2018,regular,5,AFCA Division II Coaches Poll,13,West Chester,421
2018,regular,5,AFCA Division II Coaches Poll,14,Indiana (PA),410
2018,regular,5,AFCA Division II Coaches Poll,15,Colorado State-Pueblo,382
