season,seasonType,week,poll,rank,school,points
2014,regular,7,AP Top 25,3,Ole Miss,1320
2014,regular,7,AP Top 25,5,Baylor,1258
2014,regular,7,AP Top 25,6,Notre Dame,1186
2014,regular,7,AP Top 25,7,Alabama,1060
2014,regular,7,AP Top 25,8,Michigan State,981
2014,regular,7,AP Top 25,9,TCU,979
2014,regular,7,AP Top 25,10,Arizona,951
2014,regular,7,AP Top 25,11,Oklahoma,904
2014,regular,7,AP Top 25,12,Oregon,888
2014,regular,7,AP Top 25,13,Georgia,854
2014,regular,7,AP Top 25,14,Texas A&M,731
2014,regular,7,AP Top 25,15,Ohio State,534
2014,regular,7,AP Top 25,16,Oklahoma State,527
2014,regular,7,AP Top 25,17,Kansas State,486
2014,regular,7,AP Top 25,18,UCLA,460
2014,regular,7,AP Top 25,19,East Carolina,344
2014,regular,7,AP Top 25,20,Arizona State,325
2014,regular,7,AP Top 25,21,Nebraska,283
2014,regular,7,AP Top 25,22,Georgia Tech,235
2014,regular,7,AP Top 25,23,Missouri,212
2014,regular,7,AP Top 25,24,Utah,206
2014,regular,7,AP Top 25,25,Stanford,143
2014,regular,7,Coaches Poll,1,Florida State,1505
2014,regular,7,Coaches Poll,2,Auburn,1477
2014,regular,7,Coaches Poll,3,Baylor,1372
2014,regular,7,Coaches Poll,4,Ole Miss,1308
2014,regular,7,Coaches Poll,5,Notre Dame,1269
2014,regular,7,Coaches Poll,6,Mississippi State,1237
2014,regular,7,Coaches Poll,7,Alabama,1065
2014,regular,7,Coaches Poll,8,Michigan State,1062
2014,regular,7,Coaches Poll,9,Oklahoma,929
2014,regular,7,Coaches Poll,10,Georgia,898
2014,regular,7,Coaches Poll,11,Oregon,897
2014,regular,7,Coaches Poll,12,TCU,865
2014,regular,7,Coaches Poll,13,Arizona,743
2014,regular,7,Coaches Poll,14,Texas A&M,706
2014,regular,7,Coaches Poll,15,Ohio State,645
2014,regular,7,Coaches Poll,16,Kansas State,567
2014,regular,7,Coaches Poll,17,UCLA,483
2014,regular,7,Coaches Poll,18,Oklahoma State,479
2014,regular,7,Coaches Poll,19,East Carolina,451
2014,regular,7,Coaches Poll,20,Arizona State,354
2014,regular,7,Coaches Poll,21,Nebraska,261
2014,regular,7,Coaches Poll,22,Stanford,241
2014,regular,7,Coaches Poll,23,Georgia Tech,240
2014,regular,7,Coaches Poll,24,Missouri,182
2014,regular,7,Coaches Poll,25,Clemson,138
2014,regular,7,FCS Coaches Poll,1,North Dakota State,649
2014,regular,7,FCS Coaches Poll,2,Eastern Washington,621
2014,regular,7,FCS Coaches Poll,3,Coastal Carolina,587
2014,regular,7,FCS Coaches Poll,4,McNeese,566
2014,regular,7,FCS Coaches Poll,5,Villanova,546
2014,regular,7,FCS Coaches Poll,6,New Hampshire,522
2014,regular,7,FCS Coaches Poll,7,Montana,491
2014,regular,7,FCS Coaches Poll,8,Jacksonville State,479
2014,regular,7,FCS Coaches Poll,9,Southeastern Louisiana,421
2014,regular,7,FCS Coaches Poll,10,Youngstown State,395
2014,regular,7,FCS Coaches Poll,11,William & Mary,372
2014,regular,7,FCS Coaches Poll,12,Chattanooga,324
2014,regular,7,FCS Coaches Poll,13,Southern Illinois,311
2014,regular,7,FCS Coaches Poll,14,Montana State,277
2014,regular,7,FCS Coaches Poll,15,Illinois State,255
2014,regular,7,FCS Coaches Poll,16,Eastern Kentucky,252
2014,regular,7,FCS Coaches Poll,17,Bethune-Cookman,227
2014,regular,7,FCS Coaches Poll,18,Fordham,205
2014,regular,7,FCS Coaches Poll,19,South Dakota State,184
2014,regular,7,FCS Coaches Poll,20,Richmond,168
2014,regular,7,FCS Coaches Poll,21,Northern Iowa,166
2014,regular,7,FCS Coaches Poll,22,Indiana State,126
2014,regular,7,FCS Coaches Poll,23,Charleston Southern,103
2014,regular,7,FCS Coaches Poll,24,Alcorn State,45
2014,regular,7,FCS Coaches Poll,25,Tennessee State,36
2014,regular,7,AFCA Division II Coaches Poll,1,Northwest Missouri State,774
2014,regular,7,AFCA Division II Coaches Poll,2,Colorado State-Pueblo,735
2014,regular,7,AFCA Division II Coaches Poll,3,Minnesota State,698
2014,regular,7,AFCA Division II Coaches Poll,4,Minnesota-Duluth,682
2014,regular,7,AFCA Division II Coaches Poll,5,North Alabama,641
2014,regular,7,AFCA Division II Coaches Poll,6,Lenoir-Rhyne,591
2014,regular,7,AFCA Division II Coaches Poll,7,Henderson State,571
2014,regular,7,AFCA Division II Coaches Poll,8,Ohio Dominican,548
2014,regular,7,AFCA Division II Coaches Poll,9,Shepherd,501
2014,regular,7,AFCA Division II Coaches Poll,10,West Chester,500
2014,regular,7,AFCA Division II Coaches Poll,11,Delta State,480
2014,regular,7,AFCA Division II Coaches Poll,12,Bloomsburg,422
2014,regular,7,AFCA Division II Coaches Poll,13,Ferris State,392
2014,regular,7,AFCA Division II Coaches Poll,14,Harding,317
2014,regular,7,AFCA Division II Coaches Poll,15,Winston-Salem,316
2014,regular,7,AFCA Division II Coaches Poll,16,Colorado Mines,310
2014,regular,7,AFCA Division II Coaches Poll,17,Carson-Newman,264
2014,regular,7,AFCA Division II Coaches Poll,18,Pittsburg State,223
2014,regular,7,AFCA Division II Coaches Poll,19,Slippery Rock,218
2014,regular,7,AFCA Division II Coaches Poll,20,Sioux Falls,208
2014,regular,7,AFCA Division II Coaches Poll,21,West Georgia,165
2014,regular,7,AFCA Division II Coaches Poll,22,Michigan Tech,141
2014,regular,7,AFCA Division II Coaches Poll,23,Concord,72
2014,regular,7,AFCA Division II Coaches Poll,24,Humboldt State,61
2014,regular,7,AFCA Division II Coaches Poll,25,Midwestern State,49
2014,regular,8,AP Top 25,1,Mississippi State,1480
2014,regular,8,AP Top 25,2,Florida State,1415
2014,regular,8,AP Top 25,3,Ole Miss,1413
2014,regular,8,AP Top 25,4,Baylor,1317
2014,regular,8,AP Top 25,5,Notre Dame,1228
2014,regular,8,AP Top 25,6,Auburn,1144
2014,regular,8,AP Top 25,7,Alabama,1068
2014,regular,8,AP Top 25,8,Michigan State,1015
2014,regular,8,AP Top 25,9,Oregon,1014
2014,regular,8,AP Top 25,10,Georgia,981
2014,regular,8,AP Top 25,11,Oklahoma,935
2014,regular,8,AP Top 25,12,TCU,917
2014,regular,8,AP Top 25,13,Ohio State,648
2014,regular,8,AP Top 25,14,Kansas State,626
2014,regular,8,AP Top 25,15,Oklahoma State,620
2014,regular,8,AP Top 25,16,Arizona,590
2014,regular,8,AP Top 25,17,Arizona State,459
2014,regular,8,AP Top 25,18,East Carolina,449
2014,regular,8,AP Top 25,19,Nebraska,402
2014,regular,8,AP Top 25,20,Utah,305
2014,regular,8,AP Top 25,21,Texas A&M,264
2014,regular,8,AP Top 25,22,USC,258
2014,regular,8,AP Top 25,23,Stanford,223
2014,regular,8,AP Top 25,24,Clemson,188
2014,regular,8,AP Top 25,25,Marshall,148
2014,regular,8,Coaches Poll,1,Mississippi State,1490
2014,regular,8,Coaches Poll,2,Florida State,1489
2014,regular,8,Coaches Poll,3,Ole Miss,1436
2014,regular,8,Coaches Poll,4,Baylor,1392
2014,regular,8,Coaches Poll,5,Notre Dame,1292
2014,regular,8,Coaches Poll,6,Michigan State,1129
2014,regular,8,Coaches Poll,7,Alabama,1121
2014,regular,8,Coaches Poll,8,Auburn,1111
2014,regular,8,Coaches Poll,9,Oregon,1017
2014,regular,8,Coaches Poll,10,Georgia,1013
2014,regular,8,Coaches Poll,11,Oklahoma,1005
2014,regular,8,Coaches Poll,12,TCU,824
2014,regular,8,Coaches Poll,13,Ohio State,737
2014,regular,8,Coaches Poll,14,Kansas State,710
2014,regular,8,Coaches Poll,15,Oklahoma State,610
2014,regular,8,Coaches Poll,16,East Carolina,518
2014,regular,8,Coaches Poll,17,Arizona,502
2014,regular,8,Coaches Poll,18,Arizona State,471
2014,regular,8,Coaches Poll,19,Nebraska,433
2014,regular,8,Coaches Poll,20,Stanford,344
2014,regular,8,Coaches Poll,21,Texas A&M,269
2014,regular,8,Coaches Poll,22,Clemson,244
2014,regular,8,Coaches Poll,23,Utah,161
2014,regular,8,Coaches Poll,24,Marshall,153
2014,regular,8,Coaches Poll,25,USC,125
2014,regular,8,FCS Coaches Poll,1,North Dakota State,650
2014,regular,8,FCS Coaches Poll,2,Eastern Washington,624
2014,regular,8,FCS Coaches Poll,3,Coastal Carolina,583
2014,regular,8,FCS Coaches Poll,4,Villanova,566
2014,regular,8,FCS Coaches Poll,5,New Hampshire,549
2014,regular,8,FCS Coaches Poll,6,Montana,516
2014,regular,8,FCS Coaches Poll,7,Jacksonville State,498
2014,regular,8,FCS Coaches Poll,8,Southeastern Louisiana,461
2014,regular,8,FCS Coaches Poll,9,Illinois State,401
2014,regular,8,FCS Coaches Poll,10,McNeese,388
2014,regular,8,FCS Coaches Poll,11,Montana State,385
2014,regular,8,FCS Coaches Poll,12,Eastern Kentucky,337
2014,regular,8,FCS Coaches Poll,13,Fordham,286
2014,regular,8,FCS Coaches Poll,14,Bethune-Cookman,268
2014,regular,8,FCS Coaches Poll,15,Chattanooga,256
2014,regular,8,FCS Coaches Poll,16,South Dakota State,246
2014,regular,8,FCS Coaches Poll,17,Southern Illinois,245
2014,regular,8,FCS Coaches Poll,18,William & Mary,236
2014,regular,8,FCS Coaches Poll,19,Youngstown State,216
2014,regular,8,FCS Coaches Poll,20,Richmond,208
2014,regular,8,FCS Coaches Poll,21,Northern Iowa,148
2014,regular,8,FCS Coaches Poll,22,Charleston Southern,109
2014,regular,8,FCS Coaches Poll,23,Indiana State,77
2014,regular,8,FCS Coaches Poll,24,Harvard,59
2014,regular,8,FCS Coaches Poll,25,Sam Houston State,58
2014,regular,8,AFCA Division II Coaches Poll,1,Northwest Missouri State,775
2014,regular,8,AFCA Division II Coaches Poll,2,Minnesota State,730
2014,regular,8,AFCA Division II Coaches Poll,3,Minnesota-Duluth,707
2014,regular,8,AFCA Division II Coaches Poll,4,North Alabama,672
2014,regular,8,AFCA Division II Coaches Poll,5,Lenoir-Rhyne,618
2014,regular,8,AFCA Division II Coaches Poll,6,Henderson State,617
2014,regular,8,AFCA Division II Coaches Poll,7,Ohio Dominican,582
2014,regular,8,AFCA Division II Coaches Poll,8,Shepherd,538
2014,regular,8,AFCA Division II Coaches Poll,9,Delta State,497
2014,regular,8,AFCA Division II Coaches Poll,10,West Chester,487
2014,regular,8,AFCA Division II Coaches Poll,11,Ferris State,454
2014,regular,8,AFCA Division II Coaches Poll,12,Bloomsburg,431
2014,regular,8,AFCA Division II Coaches Poll,13,Harding,364
2014,regular,8,AFCA Division II Coaches Poll,14,Colorado State-Pueblo,360
2014,regular,8,AFCA Division II Coaches Poll,15,Colorado Mines,317
2014,regular,8,AFCA Division II Coaches Poll,16,Winston-Salem,312
2014,regular,8,AFCA Division II Coaches Poll,17,Pittsburg State,274
2014,regular,8,AFCA Division II Coaches Poll,18,Carson-Newman,259
2014,regular,8,AFCA Division II Coaches Poll,19,Sioux Falls,252
2014,regular,8,AFCA Division II Coaches Poll,20,Michigan Tech,206
2014,regular,8,AFCA Division II Coaches Poll,21,Concord,144
2014,regular,8,AFCA Division II Coaches Poll,22,Ouachita Baptist,107
2014,regular,8,AFCA Division II Coaches Poll,23,Texas A&M-Commerce,87
2014,regular,8,AFCA Division II Coaches Poll,24,Ashland,61
2014,regular,8,AFCA Division II Coaches Poll,25,Azusa Pacific,58
2014,regular,9,AP Top 25,1,Mississippi State,1480
2014,regular,9,AP Top 25,2,Florida State,1433
2014,regular,9,AP Top 25,3,Ole Miss,1404
2014,regular,9,AP Top 25,4,Alabama,1235
2014,regular,9,AP Top 25,5,Auburn,1231
2014,regular,9,AP Top 25,6,Oregon,1142
2014,regular,9,AP Top 25,7,Notre Dame,1133
2014,regular,9,AP Top 25,8,Michigan State,1066
2014,regular,9,AP Top 25,9,Georgia,1055
2014,regular,9,AP Top 25,10,TCU,962
2014,regular,9,AP Top 25,11,Kansas State,905
2014,regular,9,AP Top 25,12,Baylor,858
2014,regular,9,AP Top 25,13,Ohio State,753
2014,regular,9,AP Top 25,14,Arizona State,643
2014,regular,9,AP Top 25,15,Arizona,639
2014,regular,9,AP Top 25,16,Nebraska,537
2014,regular,9,AP Top 25,17,Oklahoma,461
2014,regular,9,AP Top 25,18,East Carolina,445
2014,regular,9,AP Top 25,19,Utah,437
2014,regular,9,AP Top 25,20,USC,356
2014,regular,9,AP Top 25,21,Clemson,283
2014,regular,9,AP Top 25,22,West Virginia,272
2014,regular,9,AP Top 25,23,Marshall,184
2014,regular,9,AP Top 25,24,LSU,177
2014,regular,9,AP Top 25,25,UCLA,118
2014,regular,9,Coaches Poll,1,Mississippi State,1520
2014,regular,9,Coaches Poll,2,Florida State,1493
2014,regular,9,Coaches Poll,3,Ole Miss,1447
2014,regular,9,Coaches Poll,4,Alabama,1293
2014,regular,9,Coaches Poll,5,Michigan State,1243
2014,regular,9,Coaches Poll,6,Auburn,1210
2014,regular,9,Coaches Poll,7,Oregon,1133
2014,regular,9,Coaches Poll,8,Notre Dame,1117
2014,regular,9,Coaches Poll,9,Georgia,1096
2014,regular,9,Coaches Poll,10,TCU,996
2014,regular,9,Coaches Poll,11,Kansas State,909
2014,regular,9,Coaches Poll,12,Ohio State,856
2014,regular,9,Coaches Poll,13,Baylor,853
2014,regular,9,Coaches Poll,14,Arizona State,654
2014,regular,9,Coaches Poll,15,Arizona,612
2014,regular,9,Coaches Poll,16,Nebraska,588
2014,regular,9,Coaches Poll,17,East Carolina,578
2014,regular,9,Coaches Poll,18,Oklahoma,482
2014,regular,9,Coaches Poll,19,Utah,371
2014,regular,9,Coaches Poll,20,Clemson,320
2014,regular,9,Coaches Poll,21,USC,258
2014,regular,9,Coaches Poll,22,Marshall,247
2014,regular,9,Coaches Poll,23,LSU,155
2014,regular,9,Coaches Poll,24,Minnesota,147
2014,regular,9,Coaches Poll,25,West Virginia,143
2014,regular,9,FCS Coaches Poll,1,North Dakota State,650
2014,regular,9,FCS Coaches Poll,2,Eastern Washington,623
2014,regular,9,FCS Coaches Poll,3,Coastal Carolina,588
2014,regular,9,FCS Coaches Poll,4,Villanova,568
2014,regular,9,FCS Coaches Poll,5,New Hampshire,550
2014,regular,9,FCS Coaches Poll,6,Montana,506
2014,regular,9,FCS Coaches Poll,7,Jacksonville State,499
2014,regular,9,FCS Coaches Poll,8,Southeastern Louisiana,463
2014,regular,9,FCS Coaches Poll,9,Illinois State,443
2014,regular,9,FCS Coaches Poll,10,McNeese,410
2014,regular,9,FCS Coaches Poll,11,Montana State,395
2014,regular,9,FCS Coaches Poll,12,Fordham,329
2014,regular,9,FCS Coaches Poll,13,Bethune-Cookman,314
2014,regular,9,FCS Coaches Poll,14,Chattanooga,302
2014,regular,9,FCS Coaches Poll,15,South Dakota State,294
2014,regular,9,FCS Coaches Poll,16,Youngstown State,246
2014,regular,9,FCS Coaches Poll,17,Richmond,235
2014,regular,9,FCS Coaches Poll,18,Eastern Kentucky,197
2014,regular,9,FCS Coaches Poll,19,Southern Illinois,161
2014,regular,9,FCS Coaches Poll,20,William & Mary,157
2014,regular,9,FCS Coaches Poll,21,Harvard,127
2014,regular,9,FCS Coaches Poll,22,Sacred Heart,73
2014,regular,9,FCS Coaches Poll,23,Northern Iowa,55
2014,regular,9,FCS Coaches Poll,24,Indiana State,46
2014,regular,9,FCS Coaches Poll,25,Bryant,34
2014,regular,9,AFCA Division II Coaches Poll,1,Minnesota State,760
2014,regular,9,AFCA Division II Coaches Poll,2,Minnesota-Duluth,739
2014,regular,9,AFCA Division II Coaches Poll,3,North Alabama,708
2014,regular,9,AFCA Division II Coaches Poll,4,Henderson State,649
2014,regular,9,AFCA Division II Coaches Poll,5,Lenoir-Rhyne,630
2014,regular,9,AFCA Division II Coaches Poll,6,Ferris State,594
2014,regular,9,AFCA Division II Coaches Poll,7,West Chester,573
2014,regular,9,AFCA Division II Coaches Poll,8,Bloomsburg,520
2014,regular,9,AFCA Division II Coaches Poll,9,Pittsburg State,485
2014,regular,9,AFCA Division II Coaches Poll,10,Northwest Missouri State,467
2014,regular,9,AFCA Division II Coaches Poll,11,Colorado Mines,450
2014,regular,9,AFCA Division II Coaches Poll,12,Colorado State-Pueblo,398
2014,regular,9,AFCA Division II Coaches Poll,13,Michigan Tech,341
2014,regular,9,AFCA Division II Coaches Poll,14,Sioux Falls,339
2014,regular,9,AFCA Division II Coaches Poll,15,Winston-Salem,323
2014,regular,9,AFCA Division II Coaches Poll,16,Ohio Dominican,322
2014,regular,9,AFCA Division II Coaches Poll,17,Carson-Newman,291
2014,regular,9,AFCA Division II Coaches Poll,18,Ouachita Baptist,290
2014,regular,9,AFCA Division II Coaches Poll,19,Concord,246
2014,regular,9,AFCA Division II Coaches Poll,20,Delta State,177
2014,regular,9,AFCA Division II Coaches Poll,21,Shepherd,169
2014,regular,9,AFCA Division II Coaches Poll,22,Texas A&M-Commerce,164
2014,regular,9,AFCA Division II Coaches Poll,23,Harding,101
2014,regular,9,AFCA Division II Coaches Poll,24,Ashland,96
2014,regular,9,AFCA Division II Coaches Poll,25,Azusa Pacific,80
2014,regular,10,Playoff Committee Rankings,1,Mississippi State,0
2014,regular,10,Playoff Committee Rankings,2,Florida State,0
2014,regular,10,Playoff Committee Rankings,3,Auburn,0
2014,regular,10,Playoff Committee Rankings,4,Ole Miss,0
2014,regular,10,Playoff Committee Rankings,5,Oregon,0
2014,regular,10,Playoff Committee Rankings,6,Alabama,0
2014,regular,10,Playoff Committee Rankings,7,TCU,0
2014,regular,10,Playoff Committee Rankings,8,Michigan State,0
2014,regular,10,Playoff Committee Rankings,9,Kansas State,0
2014,regular,10,Playoff Committee Rankings,10,Notre Dame,0
2014,regular,10,Playoff Committee Rankings,11,Georgia,0
2014,regular,10,Playoff Committee Rankings,12,Arizona,0
2014,regular,10,Playoff Committee Rankings,13,Baylor,0
2014,regular,10,Playoff Committee Rankings,14,Arizona State,0
2014,regular,10,Playoff Committee Rankings,15,Nebraska,0
2014,regular,10,Playoff Committee Rankings,16,Ohio State,0
2014,regular,10,Playoff Committee Rankings,17,Utah,0
2014,regular,10,Playoff Committee Rankings,18,Oklahoma,0
2014,regular,10,Playoff Committee Rankings,19,LSU,0
2014,regular,10,Playoff Committee Rankings,20,West Virginia,0
2014,regular,10,Playoff Committee Rankings,21,Clemson,0
2014,regular,10,Playoff Committee Rankings,22,UCLA,0
2014,regular,10,Playoff Committee Rankings,23,East Carolina,0
2014,regular,10,Playoff Committee Rankings,24,Duke,0
2014,regular,10,Playoff Committee Rankings,25,Louisville,0
2014,regular,10,AP Top 25,1,Mississippi State,1486
2014,regular,10,AP Top 25,2,Florida State,1453
2014,regular,10,AP Top 25,3,Alabama,1290
2014,regular,10,AP Top 25,4,Auburn,1267
2014,regular,10,AP Top 25,5,Oregon,1199
2014,regular,10,AP Top 25,6,Notre Dame,1161
2014,regular,10,AP Top 25,7,Ole Miss,1095
2014,regular,10,AP Top 25,8,Michigan State,1086
2014,regular,10,AP Top 25,9,Georgia,1074
2014,regular,10,AP Top 25,10,TCU,1030
2014,regular,10,AP Top 25,11,Kansas State,930
2014,regular,10,AP Top 25,12,Baylor,839
2014,regular,10,AP Top 25,13,Ohio State,676
2014,regular,10,AP Top 25,14,Arizona,669
2014,regular,10,AP Top 25,15,Arizona State,667
2014,regular,10,AP Top 25,16,LSU,574
2014,regular,10,AP Top 25,17,Nebraska,535
2014,regular,10,AP Top 25,18,Utah,524
2014,regular,10,AP Top 25,19,Oklahoma,430
2014,regular,10,AP Top 25,20,West Virginia,379
2014,regular,10,AP Top 25,21,East Carolina,366
2014,regular,10,AP Top 25,22,Clemson,265
2014,regular,10,AP Top 25,23,Marshall,184
2014,regular,10,AP Top 25,24,Duke,121
2014,regular,10,AP Top 25,25,UCLA,106
2014,regular,10,Coaches Poll,1,Mississippi State,1528
2014,regular,10,Coaches Poll,2,Florida State,1508
2014,regular,10,Coaches Poll,3,Alabama,1351
2014,regular,10,Coaches Poll,4,Auburn,1276
2014,regular,10,Coaches Poll,5,Michigan State,1269
2014,regular,10,Coaches Poll,6,Oregon,1217
2014,regular,10,Coaches Poll,7,Notre Dame,1170
2014,regular,10,Coaches Poll,8,Georgia,1069
2014,regular,10,Coaches Poll,9,Ole Miss,1067
2014,regular,10,Coaches Poll,10,TCU,1057
2014,regular,10,Coaches Poll,11,Kansas State,979
2014,regular,10,Coaches Poll,12,Baylor,848
2014,regular,10,Coaches Poll,13,Ohio State,817
2014,regular,10,Coaches Poll,14,Arizona State,712
2014,regular,10,Coaches Poll,15,Arizona,652
2014,regular,10,Coaches Poll,16,Nebraska,623
2014,regular,10,Coaches Poll,17,LSU,455
2014,regular,10,Coaches Poll,18,Utah,454
2014,regular,10,Coaches Poll,19,East Carolina,448
2014,regular,10,Coaches Poll,20,Oklahoma,444
2014,regular,10,Coaches Poll,21,Clemson,304
2014,regular,10,Coaches Poll,22,West Virginia,290
2014,regular,10,Coaches Poll,23,Marshall,217
2014,regular,10,Coaches Poll,24,Duke,134
2014,regular,10,Coaches Poll,25,UCLA,107
2014,regular,10,FCS Coaches Poll,1,North Dakota State,650
2014,regular,10,FCS Coaches Poll,2,Coastal Carolina,617
2014,regular,10,FCS Coaches Poll,3,Villanova,594
2014,regular,10,FCS Coaches Poll,4,New Hampshire,569
2014,regular,10,FCS Coaches Poll,5,Jacksonville State,541
2014,regular,10,FCS Coaches Poll,6,Illinois State,501
2014,regular,10,FCS Coaches Poll,7,Eastern Washington,495
2014,regular,10,FCS Coaches Poll,8,McNeese,460
2014,regular,10,FCS Coaches Poll,9,Montana State,437
2014,regular,10,FCS Coaches Poll,10,Fordham,384
2014,regular,10,FCS Coaches Poll,11,Montana,354
2014,regular,10,FCS Coaches Poll,12,Chattanooga,344
2014,regular,10,FCS Coaches Poll,13,Youngstown State,343
2014,regular,10,FCS Coaches Poll,14,Richmond,324
2014,regular,10,FCS Coaches Poll,15,Southeastern Louisiana,313
2014,regular,10,FCS Coaches Poll,16,Eastern Kentucky,234
2014,regular,10,FCS Coaches Poll,17,William & Mary,225
2014,regular,10,FCS Coaches Poll,18,Harvard,197
2014,regular,10,FCS Coaches Poll,19,South Dakota State,162
2014,regular,10,FCS Coaches Poll,20,Bethune-Cookman,149
2014,regular,10,FCS Coaches Poll,21,Indiana State,143
2014,regular,10,FCS Coaches Poll,22,Northern Iowa,98
2014,regular,10,FCS Coaches Poll,23,Stephen F. Austin,71
2014,regular,10,FCS Coaches Poll,24,Bryant,56
2014,regular,10,FCS Coaches Poll,25,Southern Illinois,42
2014,regular,10,AFCA Division II Coaches Poll,1,Minnesota State,762
2014,regular,10,AFCA Division II Coaches Poll,2,Minnesota-Duluth,740
2014,regular,10,AFCA Division II Coaches Poll,3,North Alabama,714
2014,regular,10,AFCA Division II Coaches Poll,4,Lenoir-Rhyne,660
2014,regular,10,AFCA Division II Coaches Poll,5,Ferris State,654
2014,regular,10,AFCA Division II Coaches Poll,6,Bloomsburg,596
2014,regular,10,AFCA Division II Coaches Poll,7,Pittsburg State,553
2014,regular,10,AFCA Division II Coaches Poll,8,Northwest Missouri State,545
2014,regular,10,AFCA Division II Coaches Poll,9,Colorado State-Pueblo,495
2014,regular,10,AFCA Division II Coaches Poll,10,Sioux Falls,487
2014,regular,10,AFCA Division II Coaches Poll,11,Winston-Salem,384
2014,regular,10,AFCA Division II Coaches Poll,12,Ohio Dominican,369
2014,regular,10,AFCA Division II Coaches Poll,13,Ouachita Baptist,368
2014,regular,10,AFCA Division II Coaches Poll,14,Henderson State,317
2014,regular,10,AFCA Division II Coaches Poll,15,Concord,311
2014,regular,10,AFCA Division II Coaches Poll,16,Carson-Newman,306
2014,regular,10,AFCA Division II Coaches Poll,17,Harding,279
2014,regular,10,AFCA Division II Coaches Poll,18,Colorado Mines,272
2014,regular,10,AFCA Division II Coaches Poll,19,Delta State,243
2014,regular,10,AFCA Division II Coaches Poll,20,West Chester,238
2014,regular,10,AFCA Division II Coaches Poll,21,Michigan Tech,188
2014,regular,10,AFCA Division II Coaches Poll,22,Shepherd,162
2014,regular,10,AFCA Division II Coaches Poll,23,Ashland,135
2014,regular,10,AFCA Division II Coaches Poll,24,Azusa Pacific,104
2014,regular,10,AFCA Division II Coaches Poll,25,California (PA),45
2014,regular,11,Playoff Committee Rankings,1,Mississippi State,0
2014,regular,11,Playoff Committee Rankings,2,Florida State,0
2014,regular,11,Playoff Committee Rankings,3,Auburn,0
2014,regular,11,Playoff Committee Rankings,4,Oregon,0
2014,regular,11,Playoff Committee Rankings,5,Alabama,0
2014,regular,11,Playoff Committee Rankings,6,TCU,0
2014,regular,11,Playoff Committee Rankings,7,Kansas State,0
2014,regular,11,Playoff Committee Rankings,8,Michigan State,0
2014,regular,11,Playoff Committee Rankings,9,Arizona State,0
2014,regular,11,Playoff Committee Rankings,10,Notre Dame,0
2014,regular,11,Playoff Committee Rankings,11,Ole Miss,0
2014,regular,11,Playoff Committee Rankings,12,Baylor,0
2014,regular,11,Playoff Committee Rankings,13,Nebraska,0
2014,regular,11,Playoff Committee Rankings,14,Ohio State,0
2014,regular,11,Playoff Committee Rankings,15,Oklahoma,0
2014,regular,11,Playoff Committee Rankings,16,LSU,0
2014,regular,11,Playoff Committee Rankings,17,Utah,0
2014,regular,11,Playoff Committee Rankings,18,UCLA,0
2014,regular,11,Playoff Committee Rankings,19,Arizona,0
2014,regular,11,Playoff Committee Rankings,20,Georgia,0
2014,regular,11,Playoff Committee Rankings,21,Clemson,0
2014,regular,11,Playoff Committee Rankings,22,Duke,0
2014,regular,11,Playoff Committee Rankings,23,West Virginia,0
2014,regular,11,Playoff Committee Rankings,24,Georgia Tech,0
2014,regular,11,Playoff Committee Rankings,25,Wisconsin,0
2014,regular,11,AP Top 25,1,Mississippi State,1484
2014,regular,11,AP Top 25,2,Florida State,1452
2014,regular,11,AP Top 25,3,Auburn,1345
2014,regular,11,AP Top 25,4,Alabama,1281
2014,regular,11,AP Top 25,5,Oregon,1275
2014,regular,11,AP Top 25,6,TCU,1148
2014,regular,11,AP Top 25,7,Michigan State,1120
2014,regular,11,AP Top 25,8,Notre Dame,1096
2014,regular,11,AP Top 25,9,Kansas State,1049
2014,regular,11,AP Top 25,10,Baylor,961
2014,regular,11,AP Top 25,11,Arizona State,831
2014,regular,11,AP Top 25,12,Ole Miss,828
2014,regular,11,AP Top 25,13,Ohio State,780
2014,regular,11,AP Top 25,14,LSU,717
2014,regular,11,AP Top 25,15,Nebraska,680
2014,regular,11,AP Top 25,16,Oklahoma,574
2014,regular,11,AP Top 25,17,Georgia,465
2014,regular,11,AP Top 25,18,UCLA,464
2014,regular,11,AP Top 25,19,Clemson,341
2014,regular,11,AP Top 25,20,Utah,327
2014,regular,11,AP Top 25,21,Arizona,325
2014,regular,11,AP Top 25,22,Duke,288
2014,regular,11,AP Top 25,23,Marshall,238
2014,regular,11,AP Top 25,24,West Virginia,159
2014,regular,11,AP Top 25,25,Wisconsin,83
2014,regular,11,Coaches Poll,1,Mississippi State,1526
2014,regular,11,Coaches Poll,2,Florida State,1501
2014,regular,11,Coaches Poll,3,Auburn,1355
2014,regular,11,Coaches Poll,4,Alabama,1349
2014,regular,11,Coaches Poll,5,Oregon,1289
2014,regular,11,Coaches Poll,6,Michigan State,1241
2014,regular,11,Coaches Poll,7,TCU,1150
2014,regular,11,Coaches Poll,8,Notre Dame,1121
2014,regular,11,Coaches Poll,9,Kansas State,1087
2014,regular,11,Coaches Poll,10,Baylor,957
2014,regular,11,Coaches Poll,11,Ohio State,901
2014,regular,11,Coaches Poll,12,Arizona State,854
2014,regular,11,Coaches Poll,13,Ole Miss,793
2014,regular,11,Coaches Poll,14,Nebraska,766
2014,regular,11,Coaches Poll,15,LSU,636
