season,seasonType,week,poll,rank,school,points
2014,regular,5,AP Top 25,10,Ole Miss,889
2014,regular,5,AP Top 25,11,UCLA,806
2014,regular,5,AP Top 25,12,Georgia,789
2014,regular,5,AP Top 25,13,South Carolina,764
2014,regular,5,AP Top 25,14,Mississippi State,706
2014,regular,5,AP Top 25,15,Arizona State,702
2014,regular,5,AP Top 25,16,Stanford,564
2014,regular,5,AP Top 25,17,LSU,541
2014,regular,5,AP Top 25,18,USC,459
2014,regular,5,AP Top 25,19,Wisconsin,451
2014,regular,5,AP Top 25,20,BYU,376
2014,regular,5,AP Top 25,21,Nebraska,296
2014,regular,5,AP Top 25,22,Ohio State,196
2014,regular,5,AP Top 25,23,East Carolina,180
2014,regular,5,AP Top 25,24,Oklahoma State,132
2014,regular,5,AP Top 25,25,Kansas State,131
2014,regular,5,Coaches Poll,1,Florida State,1494
2014,regular,5,Coaches Poll,2,Alabama,1466
2014,regular,5,Coaches Poll,3,Oklahoma,1425
2014,regular,5,Coaches Poll,4,Oregon,1403
2014,regular,5,Coaches Poll,5,Auburn,1316
2014,regular,5,Coaches Poll,6,Baylor,1213
2014,regular,5,Coaches Poll,7,Texas A&M,1197
2014,regular,5,Coaches Poll,8,Notre Dame,1022
2014,regular,5,Coaches Poll,9,Michigan State,920
2014,regular,5,Coaches Poll,10,UCLA,899
2014,regular,5,Coaches Poll,11,Ole Miss,875
2014,regular,5,Coaches Poll,12,Arizona State,792
2014,regular,5,Coaches Poll,13,Georgia,768
2014,regular,5,Coaches Poll,14,Stanford,657
2014,regular,5,Coaches Poll,15,South Carolina,630
2014,regular,5,Coaches Poll,16,Mississippi State,523
2014,regular,5,Coaches Poll,17,Wisconsin,518
2014,regular,5,Coaches Poll,18,LSU,514
2014,regular,5,Coaches Poll,19,Nebraska,433
2014,regular,5,Coaches Poll,20,Ohio State,407
2014,regular,5,Coaches Poll,21,BYU,381
2014,regular,5,Coaches Poll,22,USC,309
2014,regular,5,Coaches Poll,23,Duke,155
2014,regular,5,Coaches Poll,24,East Carolina,153
2014,regular,5,Coaches Poll,25,Kansas State,128
2014,regular,5,FCS Coaches Poll,1,North Dakota State,650
2014,regular,5,FCS Coaches Poll,2,Eastern Washington,623
2014,regular,5,FCS Coaches Poll,3,Coastal Carolina,578
2014,regular,5,FCS Coaches Poll,4,McNeese,545
2014,regular,5,FCS Coaches Poll,5,Villanova,526
2014,regular,5,FCS Coaches Poll,6,Montana,505
2014,regular,5,FCS Coaches Poll,7,New Hampshire,494
2014,regular,5,FCS Coaches Poll,8,Jacksonville State,492
2014,regular,5,FCS Coaches Poll,9,South Dakota State,449
2014,regular,5,FCS Coaches Poll,10,Northern Iowa,408
2014,regular,5,FCS Coaches Poll,11,Southeastern Louisiana,368
2014,regular,5,FCS Coaches Poll,12,Youngstown State,303
2014,regular,5,FCS Coaches Poll,13,William & Mary,301
2014,regular,5,FCS Coaches Poll,14,Bethune-Cookman,273
2014,regular,5,FCS Coaches Poll,15,Chattanooga,271
2014,regular,5,FCS Coaches Poll,16,Southern Illinois,269
2014,regular,5,FCS Coaches Poll,17,Montana State,241
2014,regular,5,FCS Coaches Poll,18,Eastern Kentucky,210
2014,regular,5,FCS Coaches Poll,19,Fordham,188
2014,regular,5,FCS Coaches Poll,20,Tennessee State,154
2014,regular,5,FCS Coaches Poll,21,Richmond,141
2014,regular,5,FCS Coaches Poll,22,Illinois State,101
2014,regular,5,FCS Coaches Poll,23,Liberty,80
2014,regular,5,FCS Coaches Poll,24,Missouri State,65
2014,regular,5,FCS Coaches Poll,25,Charleston Southern,39
2014,regular,5,AFCA Division II Coaches Poll,1,Northwest Missouri State,773
2014,regular,5,AFCA Division II Coaches Poll,2,Colorado State-Pueblo,736
2014,regular,5,AFCA Division II Coaches Poll,3,Minnesota State,706
2014,regular,5,AFCA Division II Coaches Poll,4,Minnesota-Duluth,675
2014,regular,5,AFCA Division II Coaches Poll,5,North Alabama,622
2014,regular,5,AFCA Division II Coaches Poll,6,Lenoir-Rhyne,603
2014,regular,5,AFCA Division II Coaches Poll,7,Henderson State,582
2014,regular,5,AFCA Division II Coaches Poll,8,Pittsburg State,567
2014,regular,5,AFCA Division II Coaches Poll,9,Ohio Dominican,507
2014,regular,5,AFCA Division II Coaches Poll,10,West Chester,479
2014,regular,5,AFCA Division II Coaches Poll,11,Shepherd,470
2014,regular,5,AFCA Division II Coaches Poll,12,Delta State,433
2014,regular,5,AFCA Division II Coaches Poll,13,Bloomsburg,392
2014,regular,5,AFCA Division II Coaches Poll,14,Ferris State,384
2014,regular,5,AFCA Division II Coaches Poll,15,Winston-Salem,251
2014,regular,5,AFCA Division II Coaches Poll,16,Harding,227
2014,regular,5,AFCA Division II Coaches Poll,17,Colorado Mines,222
2014,regular,5,AFCA Division II Coaches Poll,18,Midwestern State,209
2014,regular,5,AFCA Division II Coaches Poll,19,Carson-Newman,193
2014,regular,5,AFCA Division II Coaches Poll,20,Winona State,151
2014,regular,5,AFCA Division II Coaches Poll,21,Valdosta State,130
2014,regular,5,AFCA Division II Coaches Poll,22,Slippery Rock,129
2014,regular,5,AFCA Division II Coaches Poll,23,West Alabama,109
2014,regular,5,AFCA Division II Coaches Poll,24,Sioux Falls,96
2014,regular,5,AFCA Division II Coaches Poll,25,Findlay,60
2014,regular,6,AP Top 25,1,Florida State,1416
2014,regular,6,AP Top 25,2,Oregon,1405
2014,regular,6,AP Top 25,3,Alabama,1387
2014,regular,6,AP Top 25,4,Oklahoma,1357
2014,regular,6,AP Top 25,5,Auburn,1272
2014,regular,6,AP Top 25,6,Texas A&M,1206
2014,regular,6,AP Top 25,7,Baylor,1149
2014,regular,6,AP Top 25,8,UCLA,975
2014,regular,6,AP Top 25,9,Notre Dame,972
2014,regular,6,AP Top 25,10,Michigan State,944
2014,regular,6,AP Top 25,11,Ole Miss,906
2014,regular,6,AP Top 25,12,Mississippi State,848
2014,regular,6,AP Top 25,13,Georgia,788
2014,regular,6,AP Top 25,14,Stanford,643
2014,regular,6,AP Top 25,15,LSU,636
2014,regular,6,AP Top 25,16,USC,560
2014,regular,6,AP Top 25,17,Wisconsin,502
2014,regular,6,AP Top 25,18,BYU,450
2014,regular,6,AP Top 25,19,Nebraska,445
2014,regular,6,AP Top 25,20,Ohio State,298
2014,regular,6,AP Top 25,21,Oklahoma State,246
2014,regular,6,AP Top 25,22,East Carolina,237
2014,regular,6,AP Top 25,23,Kansas State,216
2014,regular,6,AP Top 25,24,Missouri,145
2014,regular,6,AP Top 25,25,TCU,109
2014,regular,6,Coaches Poll,1,Alabama,1477
2014,regular,6,Coaches Poll,2,Florida State,1468
2014,regular,6,Coaches Poll,3,Oklahoma,1442
2014,regular,6,Coaches Poll,4,Oregon,1407
2014,regular,6,Coaches Poll,5,Auburn,1312
2014,regular,6,Coaches Poll,6,Baylor,1191
2014,regular,6,Coaches Poll,7,Texas A&M,1172
2014,regular,6,Coaches Poll,8,Notre Dame,1072
2014,regular,6,Coaches Poll,9,UCLA,1007
2014,regular,6,Coaches Poll,10,Michigan State,975
2014,regular,6,Coaches Poll,11,Ole Miss,907
2014,regular,6,Coaches Poll,12,Georgia,824
2014,regular,6,Coaches Poll,13,Stanford,735
2014,regular,6,Coaches Poll,14,Mississippi State,708
2014,regular,6,Coaches Poll,15,LSU,587
2014,regular,6,Coaches Poll,16,Wisconsin,571
2014,regular,6,Coaches Poll,17,Nebraska,559
2014,regular,6,Coaches Poll,18,Ohio State,474
2014,regular,6,Coaches Poll,19,BYU,473
2014,regular,6,Coaches Poll,20,USC,392
2014,regular,6,Coaches Poll,21,East Carolina,255
2014,regular,6,Coaches Poll,22,Kansas State,253
2014,regular,6,Coaches Poll,23,Oklahoma State,216
2014,regular,6,Coaches Poll,24,Arizona State,148
2014,regular,6,Coaches Poll,25,TCU,86
2014,regular,6,FCS Coaches Poll,1,North Dakota State,650
2014,regular,6,FCS Coaches Poll,2,Eastern Washington,623
2014,regular,6,FCS Coaches Poll,3,Coastal Carolina,582
2014,regular,6,FCS Coaches Poll,4,McNeese,558
2014,regular,6,FCS Coaches Poll,5,Villanova,541
2014,regular,6,FCS Coaches Poll,6,New Hampshire,504
2014,regular,6,FCS Coaches Poll,7,Montana,502
2014,regular,6,FCS Coaches Poll,8,Jacksonville State,454
2014,regular,6,FCS Coaches Poll,9,South Dakota State,439
2014,regular,6,FCS Coaches Poll,10,Northern Iowa,411
2014,regular,6,FCS Coaches Poll,11,Southeastern Louisiana,390
2014,regular,6,FCS Coaches Poll,12,Youngstown State,331
2014,regular,6,FCS Coaches Poll,13,William & Mary,326
2014,regular,6,FCS Coaches Poll,14,Chattanooga,269
2014,regular,6,FCS Coaches Poll,15,Montana State,267
2014,regular,6,FCS Coaches Poll,16,Southern Illinois,250
2014,regular,6,FCS Coaches Poll,17,Bethune-Cookman,230
2014,regular,6,FCS Coaches Poll,18,Eastern Kentucky,224
2014,regular,6,FCS Coaches Poll,19,Fordham,198
2014,regular,6,FCS Coaches Poll,20,Tennessee State,161
2014,regular,6,FCS Coaches Poll,21,Richmond,137
2014,regular,6,FCS Coaches Poll,22,Illinois State,121
2014,regular,6,FCS Coaches Poll,23,Missouri State,71
2014,regular,6,FCS Coaches Poll,24,Charleston Southern,60
2014,regular,6,FCS Coaches Poll,25,Northern Arizona,19
2014,regular,6,AFCA Division II Coaches Poll,1,Northwest Missouri State,774
2014,regular,6,AFCA Division II Coaches Poll,2,Colorado State-Pueblo,741
2014,regular,6,AFCA Division II Coaches Poll,3,Minnesota State,696
2014,regular,6,AFCA Division II Coaches Poll,4,Minnesota-Duluth,684
2014,regular,6,AFCA Division II Coaches Poll,5,North Alabama,641
2014,regular,6,AFCA Division II Coaches Poll,6,Lenoir-Rhyne,596
2014,regular,6,AFCA Division II Coaches Poll,7,Henderson State,585
2014,regular,6,AFCA Division II Coaches Poll,8,Ohio Dominican,554
2014,regular,6,AFCA Division II Coaches Poll,9,West Chester,501
2014,regular,6,AFCA Division II Coaches Poll,10,Shepherd,469
2014,regular,6,AFCA Division II Coaches Poll,11,Delta State,463
2014,regular,6,AFCA Division II Coaches Poll,12,Bloomsburg,425
2014,regular,6,AFCA Division II Coaches Poll,13,Ferris State,415
2014,regular,6,AFCA Division II Coaches Poll,14,Winston-Salem,303
2014,regular,6,AFCA Division II Coaches Poll,15,Harding,292
2014,regular,6,AFCA Division II Coaches Poll,16,Midwestern State,287
2014,regular,6,AFCA Division II Coaches Poll,17,Colorado Mines,278
2014,regular,6,AFCA Division II Coaches Poll,18,Carson-Newman,209
2014,regular,6,AFCA Division II Coaches Poll,19,Pittsburg State,207
2014,regular,6,AFCA Division II Coaches Poll,20,Slippery Rock,196
2014,regular,6,AFCA Division II Coaches Poll,21,Sioux Falls,155
2014,regular,6,AFCA Division II Coaches Poll,22,West Alabama,124
2014,regular,6,AFCA Division II Coaches Poll,23,Michigan Tech,95
2014,regular,6,AFCA Division II Coaches Poll,24,West Georgia,73
2014,regular,6,AFCA Division II Coaches Poll,25,Winona State,41
2014,regular,7,AP Top 25,1,Florida State,1461
2014,regular,7,AP Top 25,2,Auburn,1459
2014,regular,7,AP Top 25,3,Mississippi State,1320
