season,seasonType,week,poll,rank,school,points
2021,regular,1,FCS Coaches Poll,19,VMI,167
2021,regular,1,FCS Coaches Poll,20,Kennesaw State,165
2021,regular,1,FCS Coaches Poll,21,UC Davis,135
2021,regular,1,FCS Coaches Poll,22,Richmond,104
2021,regular,1,FCS Coaches Poll,23,Nicholls,88
2021,regular,1,FCS Coaches Poll,24,North Carolina A&T,75
2021,regular,1,FCS Coaches Poll,25,Austin Peay,65
2021,regular,1,AFCA Division II Coaches Poll,1,West Florida,698
2021,regular,1,AFCA Division II Coaches Poll,2,Minnesota State,673
2021,regular,1,AFCA Division II Coaches Poll,3,Ferris State,630
2021,regular,1,AFCA Division II Coaches Poll,4,Northwest Missouri State,575
2021,regular,1,AFCA Division II Coaches Poll,5,Slippery Rock,544
2021,regular,1,AFCA Division II Coaches Poll,6,Lenoir-Rhyne,540
2021,regular,1,AFCA Division II Coaches Poll,6,Valdosta State,540
2021,regular,1,AFCA Division II Coaches Poll,8,Texas A&M-Commerce,520
2021,regular,1,AFCA Division II Coaches Poll,9,Notre Dame College,501
2021,regular,1,AFCA Division II Coaches Poll,10,Colorado Mines,423
2021,regular,1,AFCA Division II Coaches Poll,11,Ouachita Baptist,387
2021,regular,1,AFCA Division II Coaches Poll,12,Colorado State-Pueblo,327
2021,regular,1,AFCA Division II Coaches Poll,13,Central Missouri State,323
2021,regular,1,AFCA Division II Coaches Poll,14,Indianapolis,261
2021,regular,1,AFCA Division II Coaches Poll,15,Shepherd,256
2021,regular,1,AFCA Division II Coaches Poll,16,Grand Valley State,231
2021,regular,1,AFCA Division II Coaches Poll,17,Indiana (PA),220
2021,regular,1,AFCA Division II Coaches Poll,18,Bowie State,210
2021,regular,1,AFCA Division II Coaches Poll,19,Tiffin,188
2021,regular,1,AFCA Division II Coaches Poll,20,Kutztown,144
2021,regular,1,AFCA Division II Coaches Poll,21,Lindenwood,134
2021,regular,1,AFCA Division II Coaches Poll,22,Harding,120
2021,regular,1,AFCA Division II Coaches Poll,23,Minnesota-Duluth,100
2021,regular,1,AFCA Division II Coaches Poll,24,Wingate,95
2021,regular,1,AFCA Division II Coaches Poll,24,Carson-Newman,95
2021,regular,2,Coaches Poll,1,Alabama,1624
2021,regular,2,Coaches Poll,2,Georgia,1537
2021,regular,2,Coaches Poll,3,Ohio State,1491
2021,regular,2,Coaches Poll,4,Oklahoma,1397
2021,regular,2,Coaches Poll,5,Texas A&M,1334
2021,regular,2,Coaches Poll,6,Clemson,1239
2021,regular,2,Coaches Poll,7,Notre Dame,1197
2021,regular,2,Coaches Poll,8,Cincinnati,1113
2021,regular,2,Coaches Poll,9,Florida,1058
2021,regular,2,Coaches Poll,10,Iowa State,1057
2021,regular,2,Coaches Poll,11,Oregon,920
2021,regular,2,Coaches Poll,12,Iowa,914
2021,regular,2,Coaches Poll,13,Penn State,872
2021,regular,2,Coaches Poll,14,USC,828
2021,regular,2,Coaches Poll,15,Texas,653
2021,regular,2,Coaches Poll,16,UCLA,538
2021,regular,2,Coaches Poll,17,Wisconsin,359
2021,regular,2,Coaches Poll,18,Utah,294
2021,regular,2,Coaches Poll,19,Coastal Carolina,289
2021,regular,2,Coaches Poll,20,Ole Miss,285
2021,regular,2,Coaches Poll,21,Virginia Tech,274
2021,regular,2,Coaches Poll,22,North Carolina,252
2021,regular,2,Coaches Poll,23,Oklahoma State,243
2021,regular,2,Coaches Poll,24,Miami,186
2021,regular,2,Coaches Poll,25,Arizona State,181
2021,regular,2,AP Top 25,1,Alabama,1571
2021,regular,2,AP Top 25,2,Georgia,1507
2021,regular,2,AP Top 25,3,Ohio State,1437
2021,regular,2,AP Top 25,4,Oklahoma,1374
2021,regular,2,AP Top 25,5,Texas A&M,1288
2021,regular,2,AP Top 25,6,Clemson,1231
2021,regular,2,AP Top 25,7,Cincinnati,1136
2021,regular,2,AP Top 25,8,Notre Dame,1070
2021,regular,2,AP Top 25,9,Iowa State,1045
2021,regular,2,AP Top 25,10,Iowa,942
2021,regular,2,AP Top 25,11,Penn State,908
2021,regular,2,AP Top 25,12,Oregon,883
2021,regular,2,AP Top 25,13,Florida,842
2021,regular,2,AP Top 25,14,USC,789
2021,regular,2,AP Top 25,15,Texas,683
2021,regular,2,AP Top 25,16,UCLA,668
2021,regular,2,AP Top 25,17,Coastal Carolina,384
2021,regular,2,AP Top 25,18,Wisconsin,376
2021,regular,2,AP Top 25,19,Virginia Tech,359
2021,regular,2,AP Top 25,20,Ole Miss,335
2021,regular,2,AP Top 25,21,Utah,334
2021,regular,2,AP Top 25,22,Miami,229
2021,regular,2,AP Top 25,23,Arizona State,222
2021,regular,2,AP Top 25,24,North Carolina,198
2021,regular,2,AP Top 25,25,Auburn,83
2021,regular,2,AFCA Division II Coaches Poll,1,West Florida,744
2021,regular,2,AFCA Division II Coaches Poll,2,Ferris State,703
2021,regular,2,AFCA Division II Coaches Poll,3,Minnesota State,668
2021,regular,2,AFCA Division II Coaches Poll,4,Northwest Missouri State,629
2021,regular,2,AFCA Division II Coaches Poll,5,Valdosta State,599
2021,regular,2,AFCA Division II Coaches Poll,6,Lenoir-Rhyne,593
2021,regular,2,AFCA Division II Coaches Poll,7,Texas A&M-Commerce,560
2021,regular,2,AFCA Division II Coaches Poll,8,Slippery Rock,547
2021,regular,2,AFCA Division II Coaches Poll,9,Colorado Mines,504
2021,regular,2,AFCA Division II Coaches Poll,10,Notre Dame College,499
2021,regular,2,AFCA Division II Coaches Poll,11,Ouachita Baptist,433
2021,regular,2,AFCA Division II Coaches Poll,12,Indianapolis,399
2021,regular,2,AFCA Division II Coaches Poll,13,Shepherd,368
2021,regular,2,AFCA Division II Coaches Poll,14,Grand Valley State,308
2021,regular,2,AFCA Division II Coaches Poll,15,Indiana (PA),266
2021,regular,2,AFCA Division II Coaches Poll,16,Tiffin,236
2021,regular,2,AFCA Division II Coaches Poll,17,Harding,227
2021,regular,2,AFCA Division II Coaches Poll,18,Kutztown,220
2021,regular,2,AFCA Division II Coaches Poll,19,Colorado State-Pueblo,201
2021,regular,2,AFCA Division II Coaches Poll,20,Minnesota-Duluth,189
2021,regular,2,AFCA Division II Coaches Poll,21,Wingate,156
2021,regular,2,AFCA Division II Coaches Poll,22,Angelo State,134
2021,regular,2,AFCA Division II Coaches Poll,23,Pittsburg State,123
2021,regular,2,AFCA Division II Coaches Poll,24,West Georgia,71
2021,regular,2,AFCA Division II Coaches Poll,25,Bowie State,58
2021,regular,2,FCS Coaches Poll,1,Sam Houston State,681
2021,regular,2,FCS Coaches Poll,2,James Madison,655
2021,regular,2,FCS Coaches Poll,3,South Dakota State,649
2021,regular,2,FCS Coaches Poll,4,North Dakota State,583
2021,regular,2,FCS Coaches Poll,5,Montana,573
2021,regular,2,FCS Coaches Poll,6,Delaware,537
2021,regular,2,FCS Coaches Poll,7,North Dakota,477
2021,regular,2,FCS Coaches Poll,8,Eastern Washington,474
2021,regular,2,FCS Coaches Poll,9,Southern Illinois,415
2021,regular,2,FCS Coaches Poll,10,Weber State,387
2021,regular,2,FCS Coaches Poll,11,Villanova,362
2021,regular,2,FCS Coaches Poll,12,UC Davis,348
2021,regular,2,FCS Coaches Poll,13,Montana State,334
2021,regular,2,FCS Coaches Poll,14,Southeastern Louisiana,298
2021,regular,2,FCS Coaches Poll,15,Northern Iowa,293
2021,regular,2,FCS Coaches Poll,16,Central Arkansas,271
2021,regular,2,FCS Coaches Poll,17,Jacksonville State,258
2021,regular,2,FCS Coaches Poll,18,Austin Peay,218
2021,regular,2,FCS Coaches Poll,19,East Tennessee State,202
2021,regular,2,FCS Coaches Poll,20,VMI,194
2021,regular,2,FCS Coaches Poll,21,Monmouth,188
2021,regular,2,FCS Coaches Poll,22,Richmond,145
2021,regular,2,FCS Coaches Poll,23,Kennesaw State,144
2021,regular,2,FCS Coaches Poll,24,Chattanooga,59
2021,regular,2,FCS Coaches Poll,25,Missouri State,58
2021,regular,3,Coaches Poll,1,Alabama,1624
2021,regular,3,Coaches Poll,2,Georgia,1558
2021,regular,3,Coaches Poll,3,Oklahoma,1454
2021,regular,3,Coaches Poll,4,Oregon,1356
2021,regular,3,Coaches Poll,5,Texas A&M,1307
2021,regular,3,Coaches Poll,6,Clemson,1279
2021,regular,3,Coaches Poll,7,Iowa,1165
2021,regular,3,Coaches Poll,8,Cincinnati,1114
2021,regular,3,Coaches Poll,9,Florida,1095
2021,regular,3,Coaches Poll,10,Notre Dame,1059
2021,regular,3,Coaches Poll,11,Ohio State,1041
2021,regular,3,Coaches Poll,12,Penn State,995
2021,regular,3,Coaches Poll,13,UCLA,787
2021,regular,3,Coaches Poll,14,Iowa State,611
2021,regular,3,Coaches Poll,15,Virginia Tech,591
2021,regular,3,Coaches Poll,16,Ole Miss,546
2021,regular,3,Coaches Poll,17,Wisconsin,537
2021,regular,3,Coaches Poll,18,Coastal Carolina,492
2021,regular,3,Coaches Poll,19,North Carolina,300
2021,regular,3,Coaches Poll,20,Auburn,264
2021,regular,3,Coaches Poll,21,Arizona State,246
2021,regular,3,Coaches Poll,22,Oklahoma State,222
2021,regular,3,Coaches Poll,23,BYU,213
2021,regular,3,Coaches Poll,24,Arkansas,196
2021,regular,3,Coaches Poll,25,Michigan,180
2021,regular,3,AP Top 25,1,Alabama,1572
2021,regular,3,AP Top 25,2,Georgia,1514
2021,regular,3,AP Top 25,3,Oklahoma,1402
2021,regular,3,AP Top 25,4,Oregon,1355
2021,regular,3,AP Top 25,5,Iowa,1263
2021,regular,3,AP Top 25,6,Clemson,1246
2021,regular,3,AP Top 25,7,Texas A&M,1206
2021,regular,3,AP Top 25,8,Cincinnati,1149
2021,regular,3,AP Top 25,9,Ohio State,1029
2021,regular,3,AP Top 25,10,Penn State,1005
2021,regular,3,AP Top 25,11,Florida,935
2021,regular,3,AP Top 25,12,Notre Dame,926
2021,regular,3,AP Top 25,13,UCLA,804
2021,regular,3,AP Top 25,14,Iowa State,593
2021,regular,3,AP Top 25,15,Virginia Tech,591
2021,regular,3,AP Top 25,16,Coastal Carolina,562
2021,regular,3,AP Top 25,17,Ole Miss,550
2021,regular,3,AP Top 25,18,Wisconsin,499
2021,regular,3,AP Top 25,19,Arizona State,341
2021,regular,3,AP Top 25,20,Arkansas,277
2021,regular,3,AP Top 25,21,North Carolina,268
2021,regular,3,AP Top 25,22,Auburn,233
2021,regular,3,AP Top 25,23,BYU,213
2021,regular,3,AP Top 25,24,Miami,177
2021,regular,3,AP Top 25,25,Michigan,163
2021,regular,3,FCS Coaches Poll,1,Sam Houston State,697
2021,regular,3,FCS Coaches Poll,2,James Madison,657
2021,regular,3,FCS Coaches Poll,3,South Dakota State,641
2021,regular,3,FCS Coaches Poll,4,North Dakota State,601
2021,regular,3,FCS Coaches Poll,5,Montana,599
2021,regular,3,FCS Coaches Poll,6,Eastern Washington,522
2021,regular,3,FCS Coaches Poll,7,Delaware,521
2021,regular,3,FCS Coaches Poll,8,Weber State,439
2021,regular,3,FCS Coaches Poll,9,Southern Illinois,422
2021,regular,3,FCS Coaches Poll,9,Villanova,422
2021,regular,3,FCS Coaches Poll,11,Jacksonville State,397
2021,regular,3,FCS Coaches Poll,12,UC Davis,383
2021,regular,3,FCS Coaches Poll,13,Montana State,361
2021,regular,3,FCS Coaches Poll,14,North Dakota,356
2021,regular,3,FCS Coaches Poll,15,Northern Iowa,330
2021,regular,3,FCS Coaches Poll,16,Southeastern Louisiana,298
2021,regular,3,FCS Coaches Poll,17,East Tennessee State,269
2021,regular,3,FCS Coaches Poll,18,Richmond,183
2021,regular,3,FCS Coaches Poll,19,Missouri State,180
2021,regular,3,FCS Coaches Poll,20,Monmouth,170
2021,regular,3,FCS Coaches Poll,21,Austin Peay,131
2021,regular,3,FCS Coaches Poll,22,Chattanooga,103
2021,regular,3,FCS Coaches Poll,23,New Hampshire,71
2021,regular,3,FCS Coaches Poll,24,Central Arkansas,64
2021,regular,3,FCS Coaches Poll,25,Furman,58
2021,regular,4,Coaches Poll,1,Alabama,1616
2021,regular,4,Coaches Poll,2,Georgia,1558
2021,regular,4,Coaches Poll,3,Oklahoma,1429
2021,regular,4,Coaches Poll,4,Oregon,1427
2021,regular,4,Coaches Poll,5,Texas A&M,1283
2021,regular,4,Coaches Poll,6,Iowa,1263
2021,regular,4,Coaches Poll,7,Clemson,1166
2021,regular,4,Coaches Poll,8,Penn State,1130
2021,regular,4,Coaches Poll,9,Cincinnati,1125
2021,regular,4,Coaches Poll,10,Notre Dame,1048
2021,regular,4,Coaches Poll,11,Florida,1000
2021,regular,4,Coaches Poll,12,Ohio State,989
2021,regular,4,Coaches Poll,13,Ole Miss,759
2021,regular,4,Coaches Poll,14,Iowa State,700
2021,regular,4,Coaches Poll,15,Wisconsin,589
2021,regular,4,Coaches Poll,16,BYU,504
2021,regular,4,Coaches Poll,17,Coastal Carolina,500
2021,regular,4,Coaches Poll,18,Arkansas,474
2021,regular,4,Coaches Poll,19,Michigan,423
2021,regular,4,Coaches Poll,20,North Carolina,411
2021,regular,4,Coaches Poll,21,Michigan State,344
2021,regular,4,Coaches Poll,22,Oklahoma State,300
2021,regular,4,Coaches Poll,23,Auburn,171
2021,regular,4,Coaches Poll,24,UCLA,170
2021,regular,4,Coaches Poll,25,Fresno State,85
2021,regular,4,AP Top 25,1,Alabama,1547
2021,regular,4,AP Top 25,2,Georgia,1491
2021,regular,4,AP Top 25,3,Oregon,1385
2021,regular,4,AP Top 25,4,Oklahoma,1302
2021,regular,4,AP Top 25,5,Iowa,1298
2021,regular,4,AP Top 25,6,Penn State,1197
2021,regular,4,AP Top 25,7,Texas A&M,1158
2021,regular,4,AP Top 25,8,Cincinnati,1145
2021,regular,4,AP Top 25,9,Clemson,1074
2021,regular,4,AP Top 25,10,Ohio State,976
2021,regular,4,AP Top 25,11,Florida,930
2021,regular,4,AP Top 25,12,Notre Dame,874
2021,regular,4,AP Top 25,13,Ole Miss,717
2021,regular,4,AP Top 25,14,Iowa State,664
2021,regular,4,AP Top 25,15,BYU,603
2021,regular,4,AP Top 25,16,Arkansas,537
2021,regular,4,AP Top 25,17,Coastal Carolina,526
2021,regular,4,AP Top 25,18,Wisconsin,513
2021,regular,4,AP Top 25,19,Michigan,456
2021,regular,4,AP Top 25,20,Michigan State,389
2021,regular,4,AP Top 25,21,North Carolina,306
2021,regular,4,AP Top 25,22,Fresno State,201
2021,regular,4,AP Top 25,23,Auburn,166
2021,regular,4,AP Top 25,24,UCLA,142
2021,regular,4,AP Top 25,25,Kansas State,127
2021,regular,4,FCS Coaches Poll,1,Sam Houston State,696
2021,regular,4,FCS Coaches Poll,2,James Madison,667
2021,regular,4,FCS Coaches Poll,3,South Dakota State,636
2021,regular,4,FCS Coaches Poll,4,Montana,586
2021,regular,4,FCS Coaches Poll,5,North Dakota State,583
2021,regular,4,FCS Coaches Poll,6,Eastern Washington,508
2021,regular,4,FCS Coaches Poll,7,Villanova,490
2021,regular,4,FCS Coaches Poll,8,Southern Illinois,455
2021,regular,4,FCS Coaches Poll,9,Jacksonville State,447
2021,regular,4,FCS Coaches Poll,10,UC Davis,403
2021,regular,4,FCS Coaches Poll,11,Delaware,399
2021,regular,4,FCS Coaches Poll,12,Montana State,385
2021,regular,4,FCS Coaches Poll,13,North Dakota,381
2021,regular,4,FCS Coaches Poll,14,Northern Iowa,354
2021,regular,4,FCS Coaches Poll,15,Weber State,313
2021,regular,4,FCS Coaches Poll,16,Southeastern Louisiana,295
2021,regular,4,FCS Coaches Poll,17,East Tennessee State,290
2021,regular,4,FCS Coaches Poll,18,Missouri State,209
2021,regular,4,FCS Coaches Poll,19,Monmouth,199
2021,regular,4,FCS Coaches Poll,20,Austin Peay,143
2021,regular,4,FCS Coaches Poll,21,Richmond,126
2021,regular,4,FCS Coaches Poll,22,New Hampshire,105
2021,regular,4,FCS Coaches Poll,23,Chattanooga,99
2021,regular,4,FCS Coaches Poll,24,Kennesaw State,67
2021,regular,4,FCS Coaches Poll,24,Central Arkansas,67
2021,regular,5,Coaches Poll,1,Alabama,1624
2021,regular,5,Coaches Poll,2,Georgia,1558
2021,regular,5,Coaches Poll,3,Oregon,1467
2021,regular,5,Coaches Poll,4,Oklahoma,1395
2021,regular,5,Coaches Poll,5,Iowa,1319
2021,regular,5,Coaches Poll,6,Penn State,1286
2021,regular,5,Coaches Poll,7,Notre Dame,1187
2021,regular,5,Coaches Poll,8,Cincinnati,1185
2021,regular,5,Coaches Poll,9,Florida,1101
2021,regular,5,Coaches Poll,10,Ohio State,1030
2021,regular,5,Coaches Poll,11,Arkansas,1016
2021,regular,5,Coaches Poll,12,Ole Miss,916
2021,regular,5,Coaches Poll,13,Texas A&M,744
2021,regular,5,Coaches Poll,14,Michigan,674
2021,regular,5,Coaches Poll,15,BYU,670
2021,regular,5,Coaches Poll,16,Michigan State,583
2021,regular,5,Coaches Poll,16,Coastal Carolina,583
2021,regular,5,Coaches Poll,18,Oklahoma State,459
2021,regular,5,Coaches Poll,19,Clemson,389
2021,regular,5,Coaches Poll,20,UCLA,312
2021,regular,5,Coaches Poll,21,Fresno State,251
2021,regular,5,Coaches Poll,22,Auburn,244
2021,regular,5,Coaches Poll,23,Kentucky,179
2021,regular,5,Coaches Poll,24,Baylor,134
2021,regular,5,Coaches Poll,25,Wake Forest,119
2021,regular,5,AP Top 25,1,Alabama,1546
2021,regular,5,AP Top 25,2,Georgia,1492
2021,regular,5,AP Top 25,3,Oregon,1411
2021,regular,5,AP Top 25,4,Penn State,1283
2021,regular,5,AP Top 25,5,Iowa,1277
2021,regular,5,AP Top 25,6,Oklahoma,1212
2021,regular,5,AP Top 25,7,Cincinnati,1154
2021,regular,5,AP Top 25,8,Arkansas,1094
2021,regular,5,AP Top 25,9,Notre Dame,1076
2021,regular,5,AP Top 25,10,Florida,1019
2021,regular,5,AP Top 25,11,Ohio State,1005
2021,regular,5,AP Top 25,12,Ole Miss,852
2021,regular,5,AP Top 25,13,BYU,748
2021,regular,5,AP Top 25,14,Michigan,677
2021,regular,5,AP Top 25,15,Texas A&M,651
2021,regular,5,AP Top 25,16,Coastal Carolina,613
2021,regular,5,AP Top 25,17,Michigan State,581
2021,regular,5,AP Top 25,18,Fresno State,415
2021,regular,5,AP Top 25,19,Oklahoma State,341
2021,regular,5,AP Top 25,20,UCLA,316
2021,regular,5,AP Top 25,21,Baylor,233
2021,regular,5,AP Top 25,22,Auburn,197
2021,regular,5,AP Top 25,23,NC State,145
2021,regular,5,AP Top 25,24,Wake Forest,142
2021,regular,5,AP Top 25,25,Clemson,138
2021,regular,5,FCS Coaches Poll,1,Sam Houston State,698
2021,regular,5,FCS Coaches Poll,2,James Madison,658
2021,regular,5,FCS Coaches Poll,3,South Dakota State,652
2021,regular,5,FCS Coaches Poll,4,Montana,614
2021,regular,5,FCS Coaches Poll,5,North Dakota State,589
2021,regular,5,FCS Coaches Poll,6,Eastern Washington,557
2021,regular,5,FCS Coaches Poll,7,Southern Illinois,494
2021,regular,5,FCS Coaches Poll,8,UC Davis,479
2021,regular,5,FCS Coaches Poll,9,Villanova,426
2021,regular,5,FCS Coaches Poll,10,Delaware,425
2021,regular,5,FCS Coaches Poll,11,North Dakota,400
2021,regular,5,FCS Coaches Poll,12,Montana State,387
2021,regular,5,FCS Coaches Poll,13,Northern Iowa,365
2021,regular,5,FCS Coaches Poll,14,East Tennessee State,334
2021,regular,5,FCS Coaches Poll,15,Southeastern Louisiana,317
2021,regular,5,FCS Coaches Poll,16,Missouri State,275
2021,regular,5,FCS Coaches Poll,17,Jacksonville State,224
2021,regular,5,FCS Coaches Poll,18,Weber State,158
2021,regular,5,FCS Coaches Poll,19,Chattanooga,143
2021,regular,5,FCS Coaches Poll,20,Kennesaw State,127
2021,regular,5,FCS Coaches Poll,21,Richmond,115
2021,regular,5,FCS Coaches Poll,22,VMI,102
2021,regular,5,FCS Coaches Poll,23,Rhode Island,87
2021,regular,5,FCS Coaches Poll,24,Holy Cross,67
2021,regular,5,FCS Coaches Poll,24,UT Martin,67
2021,regular,6,FCS Coaches Poll,1,Sam Houston State,694
2021,regular,6,FCS Coaches Poll,2,James Madison,653
2021,regular,6,FCS Coaches Poll,3,South Dakota State,646
2021,regular,6,FCS Coaches Poll,4,Eastern Washington,608
2021,regular,6,FCS Coaches Poll,5,North Dakota State,601
2021,regular,6,FCS Coaches Poll,6,Montana,511
2021,regular,6,FCS Coaches Poll,7,Southern Illinois,503
2021,regular,6,FCS Coaches Poll,8,UC Davis,492
2021,regular,6,FCS Coaches Poll,9,Villanova,454
2021,regular,6,FCS Coaches Poll,10,Delaware,453
2021,regular,6,FCS Coaches Poll,11,Montana State,402
2021,regular,6,FCS Coaches Poll,12,Northern Iowa,376
2021,regular,6,FCS Coaches Poll,13,East Tennessee State,357
2021,regular,6,FCS Coaches Poll,14,Southeastern Louisiana,326
2021,regular,6,FCS Coaches Poll,15,North Dakota,312
2021,regular,6,FCS Coaches Poll,16,Missouri State,286
2021,regular,6,FCS Coaches Poll,17,Kennesaw State,230
2021,regular,6,FCS Coaches Poll,18,Weber State,206
2021,regular,6,FCS Coaches Poll,19,Chattanooga,200
2021,regular,6,FCS Coaches Poll,20,Rhode Island,152
2021,regular,6,FCS Coaches Poll,21,UT Martin,117
2021,regular,6,FCS Coaches Poll,22,Harvard,73
2021,regular,6,FCS Coaches Poll,23,Jacksonville State,71
2021,regular,6,FCS Coaches Poll,24,Princeton,41
2021,regular,6,FCS Coaches Poll,25,Monmouth,39
2021,regular,6,AP Top 25,1,Alabama,1541
2021,regular,6,AP Top 25,2,Georgia,1497
2021,regular,6,AP Top 25,3,Iowa,1381
2021,regular,6,AP Top 25,4,Penn State,1360
2021,regular,6,AP Top 25,5,Cincinnati,1320
2021,regular,6,AP Top 25,6,Oklahoma,1248
2021,regular,6,AP Top 25,7,Ohio State,1094
2021,regular,6,AP Top 25,8,Oregon,1069
2021,regular,6,AP Top 25,9,Michigan,1053
2021,regular,6,AP Top 25,10,BYU,990
2021,regular,6,AP Top 25,11,Michigan State,852
2021,regular,6,AP Top 25,12,Oklahoma State,749
2021,regular,6,AP Top 25,13,Arkansas,745
2021,regular,6,AP Top 25,14,Notre Dame,701
2021,regular,6,AP Top 25,15,Coastal Carolina,694
2021,regular,6,AP Top 25,16,Kentucky,662
2021,regular,6,AP Top 25,17,Ole Miss,601
2021,regular,6,AP Top 25,18,Auburn,448
2021,regular,6,AP Top 25,19,Wake Forest,412
2021,regular,6,AP Top 25,20,Florida,343
2021,regular,6,AP Top 25,21,Texas,303
2021,regular,6,AP Top 25,22,Arizona State,297
2021,regular,6,AP Top 25,23,NC State,279
2021,regular,6,AP Top 25,24,SMU,136
2021,regular,6,AP Top 25,25,San Diego State,111
2021,regular,6,Coaches Poll,1,Alabama,1623
2021,regular,6,Coaches Poll,2,Georgia,1562
2021,regular,6,Coaches Poll,3,Iowa,1429
2021,regular,6,Coaches Poll,4,Penn State,1397
2021,regular,6,Coaches Poll,5,Oklahoma,1380
2021,regular,6,Coaches Poll,6,Cincinnati,1358
2021,regular,6,Coaches Poll,7,Ohio State,1172
2021,regular,6,Coaches Poll,8,Michigan,1125
2021,regular,6,Coaches Poll,9,Oregon,1000
2021,regular,6,Coaches Poll,10,BYU,968
2021,regular,6,Coaches Poll,11,Michigan State,911
2021,regular,6,Coaches Poll,12,Oklahoma State,798
2021,regular,6,Coaches Poll,13,Notre Dame,777
2021,regular,6,Coaches Poll,14,Kentucky,758
2021,regular,6,Coaches Poll,15,Coastal Carolina,699
2021,regular,6,Coaches Poll,16,Arkansas,652
2021,regular,6,Coaches Poll,17,Ole Miss,629
2021,regular,6,Coaches Poll,18,Florida,464
2021,regular,6,Coaches Poll,19,Auburn,463
2021,regular,6,Coaches Poll,20,Wake Forest,441
2021,regular,6,Coaches Poll,21,Clemson,288
2021,regular,6,Coaches Poll,22,NC State,257
2021,regular,6,Coaches Poll,23,Texas,256
2021,regular,6,Coaches Poll,24,SMU,142
2021,regular,6,Coaches Poll,25,Arizona State,141
2021,regular,7,Coaches Poll,1,Georgia,1624
2021,regular,7,Coaches Poll,2,Iowa,1537
2021,regular,7,Coaches Poll,3,Oklahoma,1452
