season,seasonType,week,poll,rank,school,points
2015,regular,2,Coaches Poll,14,Ole Miss,735
2015,regular,2,Coaches Poll,15,LSU,734
2015,regular,2,Coaches Poll,16,Georgia Tech,651
2015,regular,2,Coaches Poll,17,Oklahoma,541
2015,regular,2,Coaches Poll,18,Arkansas,495
2015,regular,2,Coaches Poll,19,Texas A&M,418
2015,regular,2,Coaches Poll,20,Arizona,336
2015,regular,2,Coaches Poll,21,Missouri,301
2015,regular,2,Coaches Poll,22,Boise State,277
2015,regular,2,Coaches Poll,23,Tennessee,212
2015,regular,2,Coaches Poll,24,Wisconsin,108
2015,regular,2,Coaches Poll,25,Utah,106
2015,regular,2,AFCA Division II Coaches Poll,1,Minnesota State,798
2015,regular,2,AFCA Division II Coaches Poll,2,West Georgia,752
2015,regular,2,AFCA Division II Coaches Poll,3,Northwest Missouri State,742
2015,regular,2,AFCA Division II Coaches Poll,4,Pittsburg State,670
2015,regular,2,AFCA Division II Coaches Poll,5,Ferris State,665
2015,regular,2,AFCA Division II Coaches Poll,6,Delta State,591
2015,regular,2,AFCA Division II Coaches Poll,7,Minnesota-Duluth,584
2015,regular,2,AFCA Division II Coaches Poll,8,Angelo State,539
2015,regular,2,AFCA Division II Coaches Poll,9,Ouachita Baptist,528
2015,regular,2,AFCA Division II Coaches Poll,10,North Alabama,493
2015,regular,2,AFCA Division II Coaches Poll,11,Valdosta State,473
2015,regular,2,AFCA Division II Coaches Poll,12,Sioux Falls,422
2015,regular,2,AFCA Division II Coaches Poll,13,Colorado State-Pueblo,412
2015,regular,2,AFCA Division II Coaches Poll,14,Grand Valley State,367
2015,regular,2,AFCA Division II Coaches Poll,15,Colorado Mines,348
2015,regular,2,AFCA Division II Coaches Poll,16,Harding,298
2015,regular,2,AFCA Division II Coaches Poll,17,Ohio Dominican,277
2015,regular,2,AFCA Division II Coaches Poll,18,Slippery Rock,230
2015,regular,2,AFCA Division II Coaches Poll,19,Ashland,176
2015,regular,2,AFCA Division II Coaches Poll,20,Shepherd,170
2015,regular,2,AFCA Division II Coaches Poll,21,Concord,117
2015,regular,2,AFCA Division II Coaches Poll,22,Texas A&M-Commerce,108
2015,regular,2,AFCA Division II Coaches Poll,23,Lenoir-Rhyne,93
2015,regular,2,AFCA Division II Coaches Poll,24,Tuskegee,90
2015,regular,2,AFCA Division II Coaches Poll,25,Humboldt State,74
2015,regular,3,AP Top 25,1,Ohio State,1523
2015,regular,3,AP Top 25,2,Alabama,1423
2015,regular,3,AP Top 25,3,TCU,1366
2015,regular,3,AP Top 25,4,Michigan State,1354
2015,regular,3,AP Top 25,5,Baylor,1240
2015,regular,3,AP Top 25,6,USC,1146
2015,regular,3,AP Top 25,7,Georgia,1031
2015,regular,3,AP Top 25,8,Notre Dame,1012
2015,regular,3,AP Top 25,9,Florida State,973
2015,regular,3,AP Top 25,10,UCLA,928
2015,regular,3,AP Top 25,11,Clemson,926
2015,regular,3,AP Top 25,12,Oregon,833
2015,regular,3,AP Top 25,13,LSU,787
2015,regular,3,AP Top 25,14,Georgia Tech,716
2015,regular,3,AP Top 25,15,Ole Miss,713
2015,regular,3,AP Top 25,16,Oklahoma,705
2015,regular,3,AP Top 25,17,Texas A&M,703
2015,regular,3,AP Top 25,18,Auburn,519
2015,regular,3,AP Top 25,19,BYU,349
2015,regular,3,AP Top 25,20,Arizona,342
2015,regular,3,AP Top 25,21,Utah,290
2015,regular,3,AP Top 25,22,Missouri,264
2015,regular,3,AP Top 25,23,Northwestern,170
2015,regular,3,AP Top 25,24,Wisconsin,158
2015,regular,3,AP Top 25,25,Oklahoma State,48
2015,regular,3,Coaches Poll,1,Ohio State,1574
2015,regular,3,Coaches Poll,2,Alabama,1472
2015,regular,3,Coaches Poll,3,TCU,1430
2015,regular,3,Coaches Poll,4,Michigan State,1383
2015,regular,3,Coaches Poll,5,Baylor,1324
2015,regular,3,Coaches Poll,6,Florida State,1119
2015,regular,3,Coaches Poll,7,USC,1116
2015,regular,3,Coaches Poll,8,Georgia,1108
2015,regular,3,Coaches Poll,9,Clemson,948
2015,regular,3,Coaches Poll,10,Notre Dame,903
2015,regular,3,Coaches Poll,11,Ole Miss,851
2015,regular,3,Coaches Poll,12,UCLA,850
2015,regular,3,Coaches Poll,13,Oregon,847
2015,regular,3,Coaches Poll,14,LSU,806
2015,regular,3,Coaches Poll,15,Auburn,784
2015,regular,3,Coaches Poll,16,Georgia Tech,731
2015,regular,3,Coaches Poll,17,Oklahoma,664
2015,regular,3,Coaches Poll,18,Texas A&M,590
2015,regular,3,Coaches Poll,19,Arizona,423
2015,regular,3,Coaches Poll,20,Missouri,320
2015,regular,3,Coaches Poll,21,Utah,279
2015,regular,3,Coaches Poll,22,BYU,204
2015,regular,3,Coaches Poll,23,Wisconsin,202
2015,regular,3,Coaches Poll,24,Northwestern,95
2015,regular,3,Coaches Poll,25,Oklahoma State,71
2015,regular,3,FCS Coaches Poll,1,Coastal Carolina,620
2015,regular,3,FCS Coaches Poll,2,North Dakota State,592
2015,regular,3,FCS Coaches Poll,3,Villanova,574
2015,regular,3,FCS Coaches Poll,4,Jacksonville State,553
2015,regular,3,FCS Coaches Poll,5,Sam Houston State,545
2015,regular,3,FCS Coaches Poll,6,Illinois State,538
2015,regular,3,FCS Coaches Poll,7,Montana,450
2015,regular,3,FCS Coaches Poll,8,South Dakota State,440
2015,regular,3,FCS Coaches Poll,9,Montana State,434
2015,regular,3,FCS Coaches Poll,10,James Madison,409
2015,regular,3,FCS Coaches Poll,11,Northern Iowa,403
2015,regular,3,FCS Coaches Poll,12,Chattanooga,343
2015,regular,3,FCS Coaches Poll,13,New Hampshire,287
2015,regular,3,FCS Coaches Poll,14,Liberty,285
2015,regular,3,FCS Coaches Poll,15,Eastern Washington,270
2015,regular,3,FCS Coaches Poll,16,Youngstown State,240
2015,regular,3,FCS Coaches Poll,17,Southeastern Louisiana,208
2015,regular,3,FCS Coaches Poll,18,Cal Poly,195
2015,regular,3,FCS Coaches Poll,19,Fordham,183
2015,regular,3,FCS Coaches Poll,20,Portland State,123
2015,regular,3,FCS Coaches Poll,21,McNeese,121
2015,regular,3,FCS Coaches Poll,22,Eastern Kentucky,120
2015,regular,3,FCS Coaches Poll,23,Richmond,90
2015,regular,3,FCS Coaches Poll,24,Northern Arizona,74
2015,regular,3,FCS Coaches Poll,25,Indiana State,72
2015,regular,3,AFCA Division II Coaches Poll,1,Minnesota State,797
2015,regular,3,AFCA Division II Coaches Poll,2,West Georgia,756
2015,regular,3,AFCA Division II Coaches Poll,3,Northwest Missouri State,737
2015,regular,3,AFCA Division II Coaches Poll,4,Ferris State,705
2015,regular,3,AFCA Division II Coaches Poll,5,Delta State,666
2015,regular,3,AFCA Division II Coaches Poll,6,Angelo State,624
2015,regular,3,AFCA Division II Coaches Poll,7,Sioux Falls,575
2015,regular,3,AFCA Division II Coaches Poll,8,North Alabama,567
2015,regular,3,AFCA Division II Coaches Poll,9,Valdosta State,552
2015,regular,3,AFCA Division II Coaches Poll,10,Colorado State-Pueblo,479
2015,regular,3,AFCA Division II Coaches Poll,11,Colorado Mines,455
2015,regular,3,AFCA Division II Coaches Poll,12,Harding,444
2015,regular,3,AFCA Division II Coaches Poll,13,Ashland,362
2015,regular,3,AFCA Division II Coaches Poll,14,Slippery Rock,351
2015,regular,3,AFCA Division II Coaches Poll,15,Pittsburg State,310
2015,regular,3,AFCA Division II Coaches Poll,16,Shepherd,308
2015,regular,3,AFCA Division II Coaches Poll,17,Humboldt State,200
2015,regular,3,AFCA Division II Coaches Poll,18,Tuskegee,179
2015,regular,3,AFCA Division II Coaches Poll,19,Concord,175
2015,regular,3,AFCA Division II Coaches Poll,20,Texas A&M-Commerce,174
2015,regular,3,AFCA Division II Coaches Poll,21,Michigan Tech,146
2015,regular,3,AFCA Division II Coaches Poll,22,Lenoir-Rhyne,133
2015,regular,3,AFCA Division II Coaches Poll,23,Midwestern State,129
2015,regular,3,AFCA Division II Coaches Poll,24,Ouachita Baptist,96
2015,regular,3,AFCA Division II Coaches Poll,25,Minnesota-Duluth,85
2015,regular,4,AP Top 25,1,Ohio State,1490
2015,regular,4,AP Top 25,2,Michigan State,1415
2015,regular,4,AP Top 25,3,Ole Miss,1345
2015,regular,4,AP Top 25,3,TCU,1345
2015,regular,4,AP Top 25,5,Baylor,1213
2015,regular,4,AP Top 25,6,Notre Dame,1183
2015,regular,4,AP Top 25,7,Georgia,1162
2015,regular,4,AP Top 25,8,LSU,1088
2015,regular,4,AP Top 25,9,UCLA,981
2015,regular,4,AP Top 25,10,Florida State,953
2015,regular,4,AP Top 25,11,Clemson,903
2015,regular,4,AP Top 25,12,Alabama,882
2015,regular,4,AP Top 25,13,Oregon,855
2015,regular,4,AP Top 25,14,Texas A&M,798
2015,regular,4,AP Top 25,15,Oklahoma,782
2015,regular,4,AP Top 25,16,Arizona,488
2015,regular,4,AP Top 25,17,Northwestern,469
2015,regular,4,AP Top 25,18,Utah,439
2015,regular,4,AP Top 25,19,USC,367
2015,regular,4,AP Top 25,20,Georgia Tech,352
2015,regular,4,AP Top 25,21,Stanford,288
2015,regular,4,AP Top 25,22,Wisconsin,174
2015,regular,4,AP Top 25,22,BYU,174
2015,regular,4,AP Top 25,24,Oklahoma State,149
2015,regular,4,AP Top 25,25,Missouri,135
2015,regular,4,Coaches Poll,1,Ohio State,1594
2015,regular,4,Coaches Poll,2,TCU,1482
2015,regular,4,Coaches Poll,3,Michigan State,1477
2015,regular,4,Coaches Poll,4,Baylor,1364
2015,regular,4,Coaches Poll,5,Ole Miss,1292
2015,regular,4,Coaches Poll,6,Georgia,1262
2015,regular,4,Coaches Poll,7,Florida State,1119
2015,regular,4,Coaches Poll,8,Notre Dame,1109
2015,regular,4,Coaches Poll,9,LSU,1085
2015,regular,4,Coaches Poll,10,Clemson,1022
2015,regular,4,Coaches Poll,11,UCLA,968
2015,regular,4,Coaches Poll,12,Alabama,883
2015,regular,4,Coaches Poll,13,Oregon,855
2015,regular,4,Coaches Poll,14,Oklahoma,790
2015,regular,4,Coaches Poll,15,Texas A&M,745
2015,regular,4,Coaches Poll,16,Arizona,605
2015,regular,4,Coaches Poll,17,Utah,501
2015,regular,4,Coaches Poll,18,USC,461
2015,regular,4,Coaches Poll,19,Northwestern,347
2015,regular,4,Coaches Poll,20,Georgia Tech,338
2015,regular,4,Coaches Poll,21,Wisconsin,274
2015,regular,4,Coaches Poll,22,Oklahoma State,242
2015,regular,4,Coaches Poll,23,Missouri,234
2015,regular,4,Coaches Poll,24,Stanford,133
2015,regular,4,Coaches Poll,25,Auburn,79
2015,regular,4,FCS Coaches Poll,1,Coastal Carolina,631
2015,regular,4,FCS Coaches Poll,2,North Dakota State,617
2015,regular,4,FCS Coaches Poll,3,Jacksonville State,591
2015,regular,4,FCS Coaches Poll,4,Villanova,579
2015,regular,4,FCS Coaches Poll,5,Illinois State,531
2015,regular,4,FCS Coaches Poll,6,Northern Iowa,483
2015,regular,4,FCS Coaches Poll,7,South Dakota State,481
2015,regular,4,FCS Coaches Poll,8,James Madison,477
2015,regular,4,FCS Coaches Poll,9,Chattanooga,438
2015,regular,4,FCS Coaches Poll,10,Liberty,410
2015,regular,4,FCS Coaches Poll,11,Eastern Washington,349
2015,regular,4,FCS Coaches Poll,12,Youngstown State,328
2015,regular,4,FCS Coaches Poll,13,Montana State,296
2015,regular,4,FCS Coaches Poll,14,Sam Houston State,277
2015,regular,4,FCS Coaches Poll,15,Montana,260
2015,regular,4,FCS Coaches Poll,16,Fordham,239
2015,regular,4,FCS Coaches Poll,17,McNeese,231
2015,regular,4,FCS Coaches Poll,18,Portland State,220
2015,regular,4,FCS Coaches Poll,19,Southeastern Louisiana,164
2015,regular,4,FCS Coaches Poll,20,Richmond,147
2015,regular,4,FCS Coaches Poll,21,Eastern Kentucky,126
2015,regular,4,FCS Coaches Poll,22,Cal Poly,114
2015,regular,4,FCS Coaches Poll,23,Indiana State,112
2015,regular,4,FCS Coaches Poll,24,New Hampshire,78
2015,regular,4,FCS Coaches Poll,25,William & Mary,45
2015,regular,4,AFCA Division II Coaches Poll,1,Minnesota State,798
2015,regular,4,AFCA Division II Coaches Poll,2,West Georgia,756
2015,regular,4,AFCA Division II Coaches Poll,3,Northwest Missouri State,735
2015,regular,4,AFCA Division II Coaches Poll,4,Ferris State,703
2015,regular,4,AFCA Division II Coaches Poll,5,Delta State,668
2015,regular,4,AFCA Division II Coaches Poll,6,Angelo State,631
2015,regular,4,AFCA Division II Coaches Poll,7,Sioux Falls,596
2015,regular,4,AFCA Division II Coaches Poll,8,North Alabama,561
2015,regular,4,AFCA Division II Coaches Poll,9,Valdosta State,552
2015,regular,4,AFCA Division II Coaches Poll,10,Colorado State-Pueblo,480
2015,regular,4,AFCA Division II Coaches Poll,11,Colorado Mines,469
2015,regular,4,AFCA Division II Coaches Poll,12,Harding,448
2015,regular,4,AFCA Division II Coaches Poll,13,Ashland,409
2015,regular,4,AFCA Division II Coaches Poll,14,Shepherd,346
2015,regular,4,AFCA Division II Coaches Poll,15,Pittsburg State,335
2015,regular,4,AFCA Division II Coaches Poll,16,Humboldt State,301
2015,regular,4,AFCA Division II Coaches Poll,17,Tuskegee,272
2015,regular,4,AFCA Division II Coaches Poll,18,Michigan Tech,197
2015,regular,4,AFCA Division II Coaches Poll,18,Texas A&M-Commerce,197
2015,regular,4,AFCA Division II Coaches Poll,20,Midwestern State,189
2015,regular,4,AFCA Division II Coaches Poll,21,Concord,184
2015,regular,4,AFCA Division II Coaches Poll,22,Lenoir-Rhyne,163
2015,regular,4,AFCA Division II Coaches Poll,23,Emporia State,93
2015,regular,4,AFCA Division II Coaches Poll,24,Ouachita Baptist,87
2015,regular,4,AFCA Division II Coaches Poll,25,Minnesota-Duluth,49
2015,regular,5,AP Top 25,1,Ohio State,1482
2015,regular,5,AP Top 25,2,Michigan State,1397
2015,regular,5,AP Top 25,3,Ole Miss,1349
2015,regular,5,AP Top 25,4,TCU,1254
2015,regular,5,AP Top 25,5,Baylor,1196
2015,regular,5,AP Top 25,6,Notre Dame,1163
2015,regular,5,AP Top 25,7,UCLA,1156
2015,regular,5,AP Top 25,8,Georgia,1147
2015,regular,5,AP Top 25,9,LSU,1075
2015,regular,5,AP Top 25,10,Utah,1034
2015,regular,5,AP Top 25,11,Florida State,888
2015,regular,5,AP Top 25,12,Clemson,853
2015,regular,5,AP Top 25,13,Alabama,850
2015,regular,5,AP Top 25,14,Texas A&M,776
2015,regular,5,AP Top 25,15,Oklahoma,747
2015,regular,5,AP Top 25,16,Northwestern,566
2015,regular,5,AP Top 25,17,USC,509
2015,regular,5,AP Top 25,18,Stanford,486
2015,regular,5,AP Top 25,19,Wisconsin,309
2015,regular,5,AP Top 25,20,Oklahoma State,281
2015,regular,5,AP Top 25,21,Mississippi State,211
2015,regular,5,AP Top 25,22,Michigan,209
2015,regular,5,AP Top 25,23,West Virginia,179
2015,regular,5,AP Top 25,24,California,149
2015,regular,5,AP Top 25,25,Florida,140
2015,regular,5,Coaches Poll,1,Ohio State,1593
2015,regular,5,Coaches Poll,2,Michigan State,1493
2015,regular,5,Coaches Poll,3,TCU,1401
2015,regular,5,Coaches Poll,4,Baylor,1394
2015,regular,5,Coaches Poll,5,Ole Miss,1348
2015,regular,5,Coaches Poll,6,Georgia,1256
2015,regular,5,Coaches Poll,7,Notre Dame,1114
2015,regular,5,Coaches Poll,8,LSU,1106
2015,regular,5,Coaches Poll,9,Florida State,1088
2015,regular,5,Coaches Poll,10,UCLA,1076
2015,regular,5,Coaches Poll,11,Clemson,971
2015,regular,5,Coaches Poll,12,Utah,893
2015,regular,5,Coaches Poll,13,Alabama,867
2015,regular,5,Coaches Poll,14,Oklahoma,803
2015,regular,5,Coaches Poll,15,Texas A&M,786
2015,regular,5,Coaches Poll,16,USC,566
2015,regular,5,Coaches Poll,17,Northwestern,511
2015,regular,5,Coaches Poll,18,Wisconsin,418
2015,regular,5,Coaches Poll,19,Oklahoma State,413
2015,regular,5,Coaches Poll,20,Stanford,401
2015,regular,5,Coaches Poll,21,West Virginia,230
2015,regular,5,Coaches Poll,22,Mississippi State,145
2015,regular,5,Coaches Poll,23,Florida,141
2015,regular,5,Coaches Poll,24,California,89
2015,regular,5,Coaches Poll,24,Oregon,89
2015,regular,5,FCS Coaches Poll,1,Coastal Carolina,630
2015,regular,5,FCS Coaches Poll,2,North Dakota State,610
2015,regular,5,FCS Coaches Poll,3,Jacksonville State,598
2015,regular,5,FCS Coaches Poll,4,Illinois State,552
2015,regular,5,FCS Coaches Poll,5,James Madison,550
2015,regular,5,FCS Coaches Poll,6,Northern Iowa,521
2015,regular,5,FCS Coaches Poll,7,South Dakota State,520
2015,regular,5,FCS Coaches Poll,8,Chattanooga,447
2015,regular,5,FCS Coaches Poll,9,Eastern Washington,417
2015,regular,5,FCS Coaches Poll,10,Youngstown State,374
2015,regular,5,FCS Coaches Poll,11,Montana State,360
2015,regular,5,FCS Coaches Poll,12,Montana,306
2015,regular,5,FCS Coaches Poll,13,Fordham,299
2015,regular,5,FCS Coaches Poll,14,Sam Houston State,280
2015,regular,5,FCS Coaches Poll,15,McNeese,261
2015,regular,5,FCS Coaches Poll,16,Portland State,255
2015,regular,5,FCS Coaches Poll,17,Villanova,249
2015,regular,5,FCS Coaches Poll,18,Liberty,200
2015,regular,5,FCS Coaches Poll,19,Southeastern Louisiana,195
2015,regular,5,FCS Coaches Poll,20,Richmond,166
2015,regular,5,FCS Coaches Poll,21,Eastern Kentucky,164
2015,regular,5,FCS Coaches Poll,22,William & Mary,126
2015,regular,5,FCS Coaches Poll,23,New Hampshire,87
2015,regular,5,FCS Coaches Poll,24,Indiana State,84
2015,regular,5,FCS Coaches Poll,25,Harvard,62
2015,regular,5,AFCA Division II Coaches Poll,1,Minnesota State,798
2015,regular,5,AFCA Division II Coaches Poll,2,West Georgia,757
2015,regular,5,AFCA Division II Coaches Poll,3,Northwest Missouri State,735
2015,regular,5,AFCA Division II Coaches Poll,4,Ferris State,678
2015,regular,5,AFCA Division II Coaches Poll,5,Sioux Falls,667
2015,regular,5,AFCA Division II Coaches Poll,6,North Alabama,643
2015,regular,5,AFCA Division II Coaches Poll,7,Colorado State-Pueblo,562
2015,regular,5,AFCA Division II Coaches Poll,8,Colorado Mines,558
2015,regular,5,AFCA Division II Coaches Poll,9,Ashland,524
2015,regular,5,AFCA Division II Coaches Poll,10,Shepherd,444
2015,regular,5,AFCA Division II Coaches Poll,11,Humboldt State,425
2015,regular,5,AFCA Division II Coaches Poll,12,Midwestern State,405
2015,regular,5,AFCA Division II Coaches Poll,13,Pittsburg State,362
2015,regular,5,AFCA Division II Coaches Poll,14,Michigan Tech,358
2015,regular,5,AFCA Division II Coaches Poll,15,Texas A&M-Commerce,313
2015,regular,5,AFCA Division II Coaches Poll,16,Angelo State,306
2015,regular,5,AFCA Division II Coaches Poll,17,Delta State,285
2015,regular,5,AFCA Division II Coaches Poll,18,Emporia State,266
2015,regular,5,AFCA Division II Coaches Poll,19,Lenoir-Rhyne,246
2015,regular,5,AFCA Division II Coaches Poll,20,Ouachita Baptist,243
2015,regular,5,AFCA Division II Coaches Poll,21,Valdosta State,225
2015,regular,5,AFCA Division II Coaches Poll,22,Harding,120
2015,regular,5,AFCA Division II Coaches Poll,23,Wingate,113
2015,regular,5,AFCA Division II Coaches Poll,24,Grand Valley State,100
2015,regular,5,AFCA Division II Coaches Poll,25,Minnesota-Duluth,89
2015,regular,6,AP Top 25,1,Ohio State,1444
2015,regular,6,AP Top 25,2,TCU,1371
2015,regular,6,AP Top 25,3,Baylor,1364
2015,regular,6,AP Top 25,4,Michigan State,1291
2015,regular,6,AP Top 25,5,Utah,1254
2015,regular,6,AP Top 25,6,Clemson,1217
2015,regular,6,AP Top 25,7,LSU,1212
2015,regular,6,AP Top 25,8,Alabama,1026
2015,regular,6,AP Top 25,9,Texas A&M,1009
2015,regular,6,AP Top 25,10,Oklahoma,976
2015,regular,6,AP Top 25,11,Florida,935
2015,regular,6,AP Top 25,12,Florida State,922
