season,week,gameId,homeTeam,awayTeam,spread,homeWinProb
2015,1,400603827,Alabama,Wisconsin,-10,0.755
2015,1,400756882,Arizona,UT San Antonio,-30.5,0.982
2015,1,400603828,Arkansas,UTEP,-35,0.992
2015,1,400603829,Auburn,Louisville,-10.5,0.766
2015,1,400756888,Boise State,Washington,-11,0.776
2015,1,400756890,California,Grambling,-43,0.998
2015,1,400763399,Central Michigan,Oklahoma State,20.5,0.079
2015,1,400764857,East Carolina,Towson,-30.5,0.982
2015,1,400763588,Eastern Michigan,Old Dominion,-7,0.685
2015,1,400603830,Florida,New Mexico State,-38,0.996
2015,1,400756899,Florida State,Texas State,-37,0.995
2015,1,400603831,Georgia,Louisiana Monroe,-31,0.984
2015,1,400763587,Georgia State,Charlotte,-4,0.609
2015,1,400787107,Hawai'i,Colorado,-2.5,0.568
2015,1,400764858,Houston,Tennessee Tech,-37.5,0.995
2015,1,400787302,Idaho,Ohio,7,0.315
2015,1,400763400,Iowa State,Northern Iowa,-8.5,0.721
2015,1,400763498,Marshall,Purdue,2.5,0.432
2015,1,400756900,Miami,Bethune-Cookman,-39,0.996
2015,1,400763398,Minnesota,TCU,16,0.135
2015,1,400756901,NC State,Troy,-23,0.944
2015,1,400763495,Nebraska,BYU,-7.5,0.698
2015,1,400787114,New Mexico,Mississippi Valley State,-42,0.998
2015,1,400787115,Northern Illinois,UNLV,-16,0.865
2015,1,400756891,Northwestern,Stanford,10,0.245
2015,1,400763403,Notre Dame,Texas,-9,0.733
2015,1,400763404,Oklahoma,Akron,-38,0.996
2015,1,400756886,Oregon,Eastern Washington,-35,0.992
2015,1,400756902,Pittsburgh,Youngstown State,-15,0.85
2015,1,400791346,San Diego State,San Diego,-35.5,0.993
2015,1,400764855,SMU,Baylor,20,0.084
2015,1,400603840,South Carolina,North Carolina,-3.5,0.595
2015,1,400603836,Southern Mississippi,Mississippi State,13,0.185
2015,1,400763497,Temple,Penn State,14,0.167
2015,1,400834350,Tennessee,Bowling Green,-17,0.879
2015,1,400603838,Texas A&M,Arizona State,-3,0.582
2015,1,400756894,Tulane,Duke,13.5,0.176
2015,1,400763592,Tulsa,Florida Atlantic,-21,0.926
2015,1,400763593,UCF,Florida International,-17,0.879
2015,1,400756904,UCLA,Virginia,-14.5,0.841
2015,1,400756884,USC,Arkansas State,-27,0.969
2015,1,400756883,Utah,Michigan,-3,0.582
2015,1,400603839,Vanderbilt,Western Kentucky,-17.5,0.886
2015,1,400756905,Virginia Tech,Ohio State,14,0.167
2015,1,400763470,Western Michigan,Michigan State,23.5,0.053
2015,1,400763407,West Virginia,Georgia Southern,-38,0.996
2015,2,400787117,Air Force,San José State,-7,0.685
2015,2,400756915,Akron,Pittsburgh,11.5,0.214
2015,2,400603860,Alabama,Middle Tennessee,-34,0.99
2015,2,400756893,Arizona State,Cal Poly,-36.5,0.994
2015,2,400603861,Arkansas,Toledo,-21,0.926
2015,2,400603862,Arkansas State,Missouri,13,0.185
2015,2,400603863,Auburn,Jacksonville State,-47,0.999
2015,2,400763408,Baylor,Lamar,-59,1
2015,2,400756906,Boston College,Howard,-44,0.999
2015,2,400787118,BYU,Boise State,1.5,0.459
2015,2,400757022,California,San Diego State,-9,0.733
2015,2,400787306,Central Michigan,Monmouth,-25.5,0.961
2015,2,400763594,Charlotte,Presbyterian College,-7,0.685
2015,2,400764862,Cincinnati,Temple,-6.5,0.673
2015,2,400756907,Clemson,Appalachian State,-21,0.926
2015,2,400757016,Colorado,UMass,-16,0.865
2015,2,400763499,Colorado State,Minnesota,5,0.365
2015,2,400760492,Connecticut,Army,-6.5,0.673
2015,2,400756908,Duke,North Carolina Central,-41,0.998
2015,2,400603864,Florida,East Carolina,-13,0.815
2015,2,400756912,Florida Atlantic,Miami,16.5,0.128
2015,2,400792601,Florida State,South Florida,-29,0.977
2015,2,400787308,Georgia Southern,Western Michigan,4.5,0.378
2015,2,400756910,Georgia Tech,Tulane,-26,0.964
2015,2,400763500,Illinois,Western Illinois,-25,0.958
2015,2,400763501,Indiana,Florida International,-7.5,0.698
2015,2,400763409,Iowa State,Iowa,4,0.391
2015,2,400763410,Kansas,Memphis,10.5,0.234
2015,2,400787305,Kent State,Delaware State,-24,0.951
2015,2,400787417,Louisiana Monroe,Nicholls,-39,0.996
2015,2,400756911,Louisville,Houston,-12.5,0.806
2015,2,400763502,Maryland,Bowling Green,-10,0.755
2015,2,400757019,Michigan,Oregon State,-14,0.833
2015,2,400603865,Mississippi State,LSU,3,0.418
2015,2,400756914,NC State,Eastern Kentucky,-31,0.984
2015,2,400763503,Nebraska,South Alabama,-27,0.969
2015,2,400756892,Nevada,Arizona,10.5,0.234
2015,2,400764863,New Mexico,Tulsa,-3,0.582
2015,2,400787415,New Mexico State,Georgia State,-4,0.609
2015,2,400756913,North Carolina,North Carolina A&T,-35.5,0.993
2015,2,400787307,Northern Illinois,Murray State,-31.5,0.985
2015,2,400763504,Northwestern,Eastern Illinois,-24,0.951
2015,2,400763595,Ohio,Marshall,4,0.391
2015,2,400763505,Ohio State,Hawai'i,-38,0.996
2015,2,400763411,Oklahoma State,Central Arkansas,-37.5,0.995
2015,2,400763596,Old Dominion,Norfolk State,-25.5,0.961
2015,2,400603866,Ole Miss,Fresno State,-23,0.944
2015,2,400763506,Penn State,Buffalo,-16.5,0.872
2015,2,400763507,Purdue,Indiana State,-15,0.85
2015,2,400757021,Rutgers,Washington State,-5.5,0.648
2015,2,400603867,South Carolina,Kentucky,-7.5,0.698
2015,2,400763598,Southern Mississippi,Austin Peay,-39,0.996
2015,2,400757023,Stanford,UCF,-16,0.865
2015,2,400756916,Syracuse,Wake Forest,-5.5,0.648
2015,2,400763412,TCU,Stephen F. Austin,-49,1
2015,2,400603868,Tennessee,Oklahoma,3,0.418
2015,2,400763413,Texas,Rice,-16,0.865
2015,2,400603869,Texas A&M,Ball State,-26,0.964
2015,2,400787418,Texas State,Prairie View,-28,0.973
2015,2,400763415,Texas Tech,UTEP,-16.5,0.872
2015,2,400787419,Troy,Charleston Southern,-3.5,0.595
2015,2,400757015,UNLV,UCLA,28,0.027
2015,2,400757014,USC,Idaho,-43.5,0.999
2015,2,400787981,Utah,Utah State,-11,0.776
2015,2,400763414,UT San Antonio,Kansas State,22.5,0.06
2015,2,400603870,Vanderbilt,Georgia,17,0.121
2015,2,400756917,Virginia,Notre Dame,11.5,0.214
2015,2,400756918,Virginia Tech,Furman,-32.5,0.987
2015,2,400757020,Washington,Sacramento State,-30,0.981
2015,2,400763599,Western Kentucky,Louisiana Tech,-3,0.582
2015,2,400763416,West Virginia,Liberty,-40,0.997
2015,2,400763508,Wisconsin,Miami (OH),-33,0.989
2015,2,400787119,Wyoming,Eastern Michigan,-11,0.776
2015,3,400787310,Akron,Savannah State,-45,0.999
2015,3,400603850,Alabama,Ole Miss,-8.5,0.721
2015,3,400757024,Arizona,Northern Arizona,-35,0.992
2015,3,400787241,Arizona State,New Mexico,-24,0.951
2015,3,400603851,Arkansas,Texas Tech,-10.5,0.766
2015,3,400787420,Arkansas State,Missouri State,-22,0.935
2015,3,400756930,Army,Wake Forest,2,0.445
2015,3,400787120,Boise State,Idaho State,-28,0.973
2015,3,400756920,Boston College,Florida State,10.5,0.234
2015,3,400764864,Bowling Green,Memphis,4,0.391
2015,3,400757028,Colorado State,Colorado,-1,0.527
2015,3,400756921,Duke,Northwestern,-2.5,0.568
2015,3,400787311,Eastern Michigan,Ball State,6,0.34
2015,3,400763601,Florida International,North Carolina Central,-25,0.958
2015,3,400757029,Fresno State,Utah,15.5,0.143
2015,3,400603852,Georgia,South Carolina,-15.5,0.857
2015,3,400787441,Georgia Southern,The Citadel,-27.5,0.971
2015,3,400787242,Hawai'i,UC Davis,-25.5,0.961
2015,3,400787442,Idaho,Wofford,-4,0.609
2015,3,400763509,Indiana,Western Kentucky,-3,0.582
2015,3,400756926,Iowa,Pittsburgh,-3,0.582
2015,3,400763417,Kansas State,Louisiana Tech,-11,0.776
2015,3,400603853,Kentucky,Florida,4.5,0.378
2015,3,400603854,LSU,Auburn,-6.5,0.673
2015,3,400763602,Marshall,Norfolk State,-40,0.997
2015,3,400763510,Maryland,South Florida,-7.5,0.698
2015,3,400756923,Miami,Nebraska,-4.5,0.622
2015,3,400764865,Miami (OH),Cincinnati,19,0.095
2015,3,400763511,Michigan,UNLV,-34,0.99
2015,3,400763512,Michigan State,Air Force,-27.5,0.971
2015,3,400763603,Middle Tennessee,Charlotte,-19.5,0.911
2015,3,400763513,Minnesota,Kent State,-23,0.944
2015,3,400603855,Mississippi State,Northwestern State,-42,0.998
2015,3,400603856,Missouri,Connecticut,-24,0.951
2015,3,400764866,Navy,East Carolina,-1.5,0.541
2015,3,400763604,New Mexico State,UTEP,4,0.391
2015,3,400756924,North Carolina,Illinois,-7,0.685
2015,3,400763605,North Texas,Rice,6,0.34
2015,3,400756922,Notre Dame,Georgia Tech,-2,0.555
2015,3,400787309,Ohio,Southeastern Louisiana,-16.5,0.872
2015,3,400763514,Ohio State,Northern Illinois,-31.5,0.985
2015,3,400763418,Oklahoma,Tulsa,-33,0.989
2015,3,400763419,Oklahoma State,UT San Antonio,-24.5,0.954
2015,3,400756925,Old Dominion,NC State,15,0.15
2015,3,400757030,Oregon,Georgia State,-48.5,1
2015,3,400757031,Oregon State,San José State,-8,0.709
2015,3,400763515,Penn State,Rutgers,-7,0.685
2015,3,400756929,Purdue,Virginia Tech,5.5,0.352
2015,3,400787243,San Diego State,South Alabama,-15.5,0.857
2015,3,400756927,Syracuse,Central Michigan,-6,0.66
2015,3,400763420,TCU,SMU,-38,0.996
2015,3,400603857,Tennessee,Western Carolina,-34.5,0.991
2015,3,400757034,Texas,California,2.5,0.432
2015,3,400603858,Texas A&M,Nevada,-25,0.958
2015,3,400763606,Texas State,Southern Mississippi,-2,0.555
2015,3,400763421,Toledo,Iowa State,-6.5,0.673
2015,3,400764867,Tulane,Maine,-11.5,0.786
2015,3,400764868,UCF,Furman,-26,0.964
2015,3,400757027,UCLA,BYU,-14.5,0.841
2015,3,400764869,UMass,Temple,9,0.267
2015,3,400757026,USC,Stanford,-8,0.709
2015,3,400603859,Vanderbilt,Austin Peay,-39.5,0.997
2015,3,400756928,Virginia,William & Mary,-24,0.951
2015,3,400757032,Washington,Utah State,-3.5,0.595
2015,3,400757033,Washington State,Wyoming,-24,0.951
2015,3,400787312,Western Michigan,Murray State,-32.5,0.987
2015,3,400763516,Wisconsin,Troy,-35,0.992
2015,4,400603841,Alabama,Louisiana Monroe,-39,0.996
2015,4,400757036,Arizona,UCLA,4.5,0.378
2015,4,400757037,Arizona State,USC,6,0.34
2015,4,400603842,Arkansas,Texas A&M,3.5,0.405
2015,4,400603843,Auburn,Mississippi State,-3.5,0.595
2015,4,400763422,Baylor,Rice,-33,0.989
2015,4,400756932,Boston College,Northern Illinois,-4.5,0.622
2015,4,400763607,Charlotte,Florida Atlantic,9.5,0.256
2015,4,400757038,Colorado,Nicholls,-45.5,0.999
2015,4,400764871,Connecticut,Navy,8,0.291
2015,4,400756933,Duke,Georgia Tech,10,0.245
2015,4,400756937,East Carolina,Virginia Tech,6,0.34
2015,4,400760493,Eastern Michigan,Army,2,0.445
2015,4,400603844,Florida,Tennessee,-3,0.582
2015,4,400603845,Georgia,Southern,-52,1
