season,week,gameId,homeTeam,awayTeam,spread,homeWinProb
2019,2,401112115,Oklahoma,South Dakota,-46.5,0.999
2019,2,401112123,Oklahoma State,McNeese,-42,0.998
2019,2,401110779,Ole Miss,Arkansas,-5.5,0.648
2019,2,401114193,Oregon,Nevada,-25,0.958
2019,2,401112258,Penn State,Buffalo,-31,0.984
2019,2,401112445,Pittsburgh,Ohio,-4,0.609
2019,2,401110785,Purdue,Vanderbilt,-7,0.685
2019,2,401112447,Rice,Wake Forest,20,0.084
2019,2,401117501,San José State,Tulsa,6.5,0.327
2019,2,401114253,SMU,North Texas,-3.5,0.595
2019,2,401121938,South Alabama,Jackson State,-25,0.958
2019,2,401110782,South Carolina,Charleston Southern,-36.5,0.994
2019,2,401110783,Tennessee,BYU,-3.5,0.595
2019,2,401110778,Texas,LSU,6.5,0.327
2019,2,401117500,Texas State,Wyoming,7.5,0.302
2019,2,401112140,Texas Tech,UTEP,-35,0.992
2019,2,401114214,UCLA,San Diego State,-7.5,0.698
2019,2,401114354,UMass,Southern Illinois,-6.5,0.673
2019,2,401117502,UNLV,Arkansas State,-1,0.527
2019,2,401114207,USC,Stanford,-3,0.582
2019,2,401114224,Utah,Northern Illinois,-22.5,0.94
2019,2,401117499,Utah State,Stony Brook,-31.5,0.985
2019,2,401112437,Virginia,William & Mary,-32.5,0.987
2019,2,401112446,Virginia Tech,Old Dominion,-28.5,0.975
2019,2,401114175,Washington,California,-13.5,0.824
2019,2,401114229,Washington State,Northern Colorado,-42,0.998
2019,2,401112268,Wisconsin,Central Michigan,-35,0.992
2019,3,401112141,Arizona,Texas Tech,2,0.445
2019,3,401110786,Arkansas,Colorado State,-10,0.755
2019,3,401110787,Auburn,Kent State,-35.5,0.993
2019,3,401114257,Ball State,Florida Atlantic,2.5,0.432
2019,3,401117503,Boise State,Portland State,-32.5,0.987
2019,3,401112098,Boston College,Kansas,-20.5,0.921
2019,3,401114258,Bowling Green,Louisiana Tech,13,0.185
2019,3,401114219,BYU,USC,4.5,0.378
2019,3,401114176,California,North Texas,-14,0.833
2019,3,401119263,Central Michigan,Akron,-2.5,0.568
2019,3,401114255,Charlotte,UMass,-21,0.926
2019,3,401117863,Cincinnati,Miami (OH),-17,0.879
2019,3,401121939,Coastal Carolina,Norfolk State,-25.5,0.961
2019,3,401114185,Colorado,Air Force,-3,0.582
2019,3,401114256,Florida International,New Hampshire,-13.5,0.824
2019,3,401110788,Georgia,Arkansas State,-33,0.989
2019,3,401112452,Georgia Tech,The Citadel,-25.5,0.961
2019,3,401114230,Houston,Washington State,9,0.267
2019,3,401112147,Illinois,Eastern Michigan,-7.5,0.698
2019,3,401112159,Indiana,Ohio State,17.5,0.114
2019,3,401112086,Iowa State,Iowa,1.5,0.459
2019,3,401110789,Kentucky,Florida,9.5,0.256
2019,3,401114348,Liberty,Buffalo,5.5,0.352
2019,3,401121940,Louisiana,Texas Southern,-47,0.999
2019,3,401110790,LSU,Northwestern State,-51.5,1
2019,3,401114259,Marshall,Ohio,-4.5,0.622
2019,3,401112454,Miami,Bethune-Cookman,-41.5,0.998
2019,3,401112214,Michigan State,Arizona State,-15.5,0.857
2019,3,401112450,Middle Tennessee,Duke,6.5,0.327
2019,3,401112231,Minnesota,Georgia Southern,-16.5,0.872
2019,3,401110792,Mississippi State,Kansas State,-7,0.685
2019,3,401110793,Missouri,Southeast Missouri State,-34,0.99
2019,3,401117864,Navy,East Carolina,-7.5,0.698
2019,3,401112240,Nebraska,Northern Illinois,-14,0.833
2019,3,401117505,Nevada,Weber State,-7.5,0.698
2019,3,401114339,New Mexico State,San Diego State,16.5,0.128
2019,3,401112246,Northwestern,UNLV,-18.5,0.899
2019,3,401114336,Notre Dame,New Mexico,-35,0.992
2019,3,401110791,Ole Miss,Southeastern Louisiana,-30.5,0.982
2019,3,401114194,Oregon,Montana,-38.5,0.996
2019,3,401114201,Oregon State,Cal Poly,-16.5,0.872
2019,3,401112259,Penn State,Pittsburgh,-17,0.879
2019,3,401112130,Purdue,TCU,3,0.418
2019,3,401112136,Rice,Texas,32.5,0.013
2019,3,401117867,SMU,Texas State,-17.5,0.886
2019,3,401117865,South Alabama,Memphis,20.5,0.079
2019,3,401110794,South Carolina,Alabama,26.5,0.034
2019,3,401117866,South Florida,South Carolina State,-25,0.958
2019,3,401112449,Syracuse,Clemson,28,0.027
2019,3,401112203,Temple,Maryland,5,0.365
2019,3,401110795,Tennessee,Chattanooga,-30.5,0.982
2019,3,401110796,Texas A&M,Lamar,-45,0.999
2019,3,401119265,Toledo,Murray State,-36.5,0.994
2019,3,401114260,Troy,Southern Mississippi,-3,0.582
2019,3,401117868,Tulane,Missouri State,-31.5,0.985
2019,3,401112124,Tulsa,Oklahoma State,14,0.167
2019,3,401114208,UCF,Stanford,-10,0.755
2019,3,401112116,UCLA,Oklahoma,23.5,0.053
2019,3,401114225,Utah,Idaho State,-37.5,0.995
2019,3,401114261,UT San Antonio,Army,17,0.121
2019,3,401112451,Virginia,Florida State,-7,0.685
2019,3,401112455,Virginia Tech,Furman,-24,0.951
2019,3,401112448,Wake Forest,North Carolina,-3,0.582
2019,3,401114234,Washington,Hawai'i,-21.5,0.931
2019,3,401112453,Western Kentucky,Louisville,10.5,0.234
2019,3,401119264,Western Michigan,Georgia State,-9,0.733
2019,3,401112144,West Virginia,NC State,7,0.315
2019,4,401119269,Akron,Troy,19,0.095
2019,4,401110797,Alabama,Southern Mississippi,-38,0.996
2019,4,401114155,Arizona State,Colorado,-8,0.709
2019,4,401110798,Arkansas,San José State,-20,0.916
2019,4,401121941,Arkansas State,Southern Illinois,-23,0.944
2019,4,401114327,Army,Morgan State,-45.5,0.999
2019,4,401117506,Boise State,Air Force,-7.5,0.698
2019,4,401117870,Buffalo,Temple,14,0.167
2019,4,401114235,BYU,Washington,6.5,0.327
2019,4,401112456,Clemson,Charlotte,-41.5,0.998
2019,4,401117507,Colorado State,Toledo,6.5,0.327
2019,4,401116697,East Carolina,William & Mary,-14,0.833
2019,4,401119267,Eastern Michigan,Central Connecticut,-32.5,0.987
2019,4,401110799,Florida,Tennessee,-13.5,0.824
2019,4,401114263,Florida Atlantic,Wagner,-37.5,0.995
2019,4,401112457,Florida State,Louisville,-6.5,0.673
2019,4,401117510,Fresno State,Sacramento State,-24.5,0.954
2019,4,401110800,Georgia,Notre Dame,-16,0.865
2019,4,401117511,Hawai'i,Central Arkansas,-16.5,0.872
2019,4,401112148,Illinois,Nebraska,13,0.185
2019,4,401112160,Indiana,Connecticut,-27,0.969
2019,4,401112087,Iowa State,Louisiana Monroe,-17.5,0.886
2019,4,401112099,Kansas,West Virginia,4.5,0.378
2019,4,401119266,Kent State,Bowling Green,-12,0.796
2019,4,401114349,Liberty,Hampton,-25.5,0.961
2019,4,401114262,Louisiana Tech,Florida International,-7,0.685
2019,4,401112458,Miami,Central Michigan,-30.5,0.982
2019,4,401110802,Mississippi State,Kentucky,-6,0.66
2019,4,401110803,Missouri,South Carolina,-9.5,0.744
2019,4,401112460,NC State,Ball State,-19,0.905
2019,4,401114340,New Mexico,New Mexico State,-4,0.609
2019,4,401112459,North Carolina,Appalachian State,-2.5,0.568
2019,4,401114264,North Texas,UT San Antonio,-17.5,0.886
2019,4,401112215,Northwestern,Michigan State,7.5,0.302
2019,4,401119268,Ohio,Louisiana,-3,0.582
2019,4,401112253,Ohio State,Miami (OH),-38.5,0.996
2019,4,401110801,Ole Miss,California,-3,0.582
2019,4,401112461,Pittsburgh,UCF,10,0.245
2019,4,401112075,Rice,Baylor,27,0.031
2019,4,401112265,Rutgers,Boston College,7.5,0.302
2019,4,401117508,San Diego State,Utah State,4,0.391
2019,4,401114195,Stanford,Oregon,12.5,0.194
2019,4,401112462,Syracuse,Western Michigan,-3.5,0.595
2019,4,401112131,TCU,SMU,-7.5,0.698
2019,4,401112125,Texas,Oklahoma State,-7,0.685
2019,4,401110804,Texas A&M,Auburn,-4,0.609
2019,4,401121942,Texas State,Georgia State,-3,0.582
2019,4,401117869,Tulane,Houston,-4,0.609
2019,4,401117509,Tulsa,Wyoming,-5,0.635
2019,4,401114265,UAB,South Alabama,-12,0.796
2019,4,401114355,UMass,Coastal Carolina,17,0.121
2019,4,401114220,USC,Utah,3.5,0.405
2019,4,401114266,UTEP,Nevada,13.5,0.176
2019,4,401110805,Vanderbilt,LSU,24,0.049
2019,4,401112463,Virginia,Old Dominion,-27,0.969
2019,4,401112464,Wake Forest,Elon,-29.5,0.979
2019,4,401114215,Washington State,UCLA,-18.5,0.899
2019,4,401112224,Wisconsin,Michigan,-3,0.582
2019,5,401117512,Air Force,San José State,-19.5,0.911
2019,5,401110806,Alabama,Ole Miss,-38,0.996
2019,5,401121943,Appalachian State,Coastal Carolina,-16,0.865
2019,5,401114166,Arizona,UCLA,-3.5,0.595
2019,5,401110807,Arkansas,Texas A&M,23,0.056
2019,5,401110808,Auburn,Mississippi State,-7.5,0.698
2019,5,401112076,Baylor,Iowa State,2.5,0.432
2019,5,401112466,Boston College,Wake Forest,4.5,0.378
2019,5,401114156,California,Arizona State,-4,0.609
2019,5,401114267,Charlotte,Florida Atlantic,1,0.473
2019,5,401110809,Florida,Towson,-37,0.995
2019,5,401112468,Florida State,NC State,-7,0.685
2019,5,401121945,Georgia Southern,Louisiana,3.5,0.405
2019,5,401112193,Iowa,Middle Tennessee,-23.5,0.947
2019,5,401114350,Liberty,New Mexico,-7.5,0.698
2019,5,401121946,Louisiana Monroe,South Alabama,-14.5,0.841
2019,5,401114269,Marshall,Cincinnati,4,0.391
2019,5,401112204,Maryland,Penn State,6.5,0.327
2019,5,401117871,Memphis,Navy,-10.5,0.766
2019,5,401119270,Miami (OH),Buffalo,2.5,0.432
2019,5,401112225,Michigan,Rutgers,-27.5,0.971
2019,5,401112161,Michigan State,Indiana,-14,0.833
2019,5,401112241,Nebraska,Ohio State,17,0.121
2019,5,401117515,Nevada,Hawai'i,-2,0.555
2019,5,401114341,New Mexico State,Fresno State,21,0.074
2019,5,401112467,North Carolina,Clemson,27.5,0.029
2019,5,401114270,North Texas,Houston,-8,0.709
2019,5,401112472,Notre Dame,Virginia,-10.5,0.766
2019,5,401112117,Oklahoma,Texas Tech,-27,0.969
2019,5,401112108,Oklahoma State,Kansas State,-4,0.609
2019,5,401114271,Old Dominion,East Carolina,-3,0.582
2019,5,401114202,Oregon State,Stanford,3.5,0.405
2019,5,401112470,Pittsburgh,Delaware,-28.5,0.975
2019,5,401112232,Purdue,Minnesota,-1,0.527
2019,5,401114268,Rice,Louisiana Tech,9,0.267
2019,5,401110810,South Carolina,Kentucky,-3.5,0.595
2019,5,401114272,Southern Mississippi,UTEP,-26.5,0.966
2019,5,401117873,South Florida,SMU,7.5,0.302
2019,5,401112471,Syracuse,Holy Cross,-40,0.997
2019,5,401112100,TCU,Kansas,-15,0.85
2019,5,401112469,Temple,Georgia Tech,-9.5,0.744
2019,5,401121947,Texas State,Nicholls,-2.5,0.568
2019,5,401117213,Toledo,BYU,2.5,0.432
2019,5,401121944,Troy,Arkansas State,-7,0.685
2019,5,401117872,UCF,Connecticut,-42,0.998
2019,5,401114356,UMass,Akron,9.5,0.256
2019,5,401114226,Utah,Washington State,-5.5,0.648
2019,5,401117513,Utah State,Colorado State,-23,0.944
2019,5,401110811,Vanderbilt,Northern Illinois,-7,0.685
2019,5,401112465,Virginia Tech,Duke,-2.5,0.568
2019,5,401114221,Washington,USC,-11,0.776
2019,5,401114273,Western Kentucky,UAB,3.5,0.405
2019,5,401119271,Western Michigan,Central Michigan,-16.5,0.872
2019,5,401112247,Wisconsin,Northwestern,-23.5,0.947
2019,5,401117514,Wyoming,UNLV,-8,0.709
2019,6,401114328,Army,Tulane,2,0.445
2019,6,401119274,Buffalo,Ohio,3.5,0.405
2019,6,401119273,Central Michigan,Eastern Michigan,4,0.391
2019,6,401117875,Cincinnati,UCF,3.5,0.405
2019,6,401114167,Colorado,Arizona,-2.5,0.568
2019,6,401117518,Colorado State,San Diego State,6.5,0.327
2019,6,401117876,Connecticut,South Florida,11,0.224
2019,6,401112474,Duke,Pittsburgh,-3.5,0.595
2019,6,401117874,East Carolina,Temple,12,0.204
2019,6,401110812,Florida,Auburn,2.5,0.432
2019,6,401114274,Florida International,UMass,-28,0.973
2019,6,401121949,Georgia State,Arkansas State,6.5,0.327
2019,6,401112475,Georgia Tech,North Carolina,10,0.245
2019,6,401112088,Iowa State,TCU,-3,0.582
2019,6,401112101,Kansas,Oklahoma,32.5,0.013
2019,6,401117877,Louisiana Monroe,Memphis,15.5,0.143
2019,6,401112473,Louisville,Boston College,-4,0.609
2019,6,401110813,LSU,Utah State,-27.5,0.971
2019,6,401112476,Miami,Virginia Tech,-14,0.833
2019,6,401112194,Michigan,Iowa,-4,0.609
2019,6,401114275,Middle Tennessee,Marshall,4.5,0.378
2019,6,401112149,Minnesota,Illinois,-14,0.833
2019,6,401110815,Missouri,Troy,-24.5,0.954
2019,6,401117516,Navy,Air Force,3,0.418
2019,6,401112242,Nebraska,Northwestern,-7.5,0.698
2019,6,401114342,New Mexico State,Liberty,4,0.391
2019,6,401119272,Northern Illinois,Ball State,-3.5,0.595
2019,6,401114337,Notre Dame,Bowling Green,-45.5,0.999
2019,6,401112216,Ohio State,Michigan State,-20,0.916
2019,6,401114276,Old Dominion,Western Kentucky,3,0.418
2019,6,401110814,Ole Miss,Vanderbilt,-7,0.685
2019,6,401114177,Oregon,California,-21.5,0.931
2019,6,401112260,Penn State,Purdue,-28.5,0.975
2019,6,401112205,Rutgers,Maryland,14,0.167
2019,6,401117519,San José State,New Mexico,-7,0.685
2019,6,401117878,SMU,Tulsa,-12,0.796
2019,6,401121948,South Alabama,Georgia Southern,9.5,0.256
2019,6,401114209,Stanford,Washington,12.5,0.194
2019,6,401110816,Tennessee,Georgia,24.5,0.046
2019,6,401112126,Texas Tech,Oklahoma State,9.5,0.256
2019,6,401119275,Toledo,Western Michigan,-1.5,0.541
2019,6,401114277,UAB,Rice,-10,0.755
2019,6,401114203,UCLA,Oregon State,-4.5,0.622
2019,6,401117517,UNLV,Boise State,24,0.049
2019,6,401114278,UTEP,UT San Antonio,-1.5,0.541
2019,6,401112137,West Virginia,Texas,10.5,0.234
2019,6,401112269,Wisconsin,Kent State,-35,0.992
2019,7,401117520,Air Force,Fresno State,-3,0.582
2019,7,401119277,Akron,Kent State,14,0.167
2019,7,401114168,Arizona,Washington,6,0.34
2019,7,401114157,Arizona State,Washington State,2.5,0.432
2019,7,401112078,Baylor,Texas Tech,-10.5,0.766
2019,7,401117521,Boise State,Hawai'i,-12.5,0.806
2019,7,401119280,Bowling Green,Toledo,27,0.031
2019,7,401114343,Central Michigan,New Mexico State,-10.5,0.766
2019,7,401112479,Clemson,Florida State,-26.5,0.966
2019,7,401121952,Coastal Carolina,Georgia State,-3.5,0.595
2019,7,401112480,Duke,Georgia Tech,-18,0.893
2019,7,401119276,Eastern Michigan,Ball State,-2,0.555
2019,7,401114280,Florida Atlantic,Middle Tennessee,-13,0.815
2019,7,401114279,Florida International,Charlotte,-6,0.66
2019,7,401110817,Georgia,South Carolina,-21,0.926
2019,7,401117879,Houston,Cincinnati,9.5,0.256
2019,7,401112150,Illinois,Michigan,24,0.049
2019,7,401112162,Indiana,Rutgers,-27.5,0.971
2019,7,401112195,Iowa,Penn State,3.5,0.405
2019,7,401110818,Kentucky,Arkansas,-4,0.609
2019,7,401121950,Louisiana,Appalachian State,-2.5,0.568
2019,7,401114281,Louisiana Tech,UMass,-31.5,0.985
2019,7,401110819,LSU,Florida,-14,0.833
2019,7,401114283,Marshall,Old Dominion,-16,0.865
2019,7,401112478,Miami,Virginia,-2.5,0.568
2019,7,401112233,Minnesota,Nebraska,-7.5,0.698
2019,7,401110820,Missouri,Ole Miss,-12.5,0.806
2019,7,401112477,NC State,Syracuse,-4,0.609
2019,7,401117524,Nevada,San José State,-3,0.582
2019,7,401117522,New Mexico,Colorado State,5,0.365
2019,7,401114222,Notre Dame,USC,-10.5,0.766
2019,7,401119279,Ohio,Northern Illinois,-5,0.635
2019,7,401114186,Oregon,Colorado,-23,0.944
2019,7,401114204,Oregon State,Utah,14.5,0.159
2019,7,401112206,Purdue,Maryland,4,0.391
2019,7,401117523,San Diego State,Wyoming,-3.5,0.595
2019,7,401114282,Southern Mississippi,North Texas,-3,0.582
2019,7,401117214,South Florida,BYU,4.5,0.378
2019,7,401117881,Temple,Memphis,4,0.391
2019,7,401110821,Tennessee,Mississippi State,5,0.365
2019,7,401112118,Texas,Oklahoma,11,0.224
2019,7,401110822,Texas A&M,Alabama,17,0.121
2019,7,401121951,Texas State,Louisiana Monroe,3.5,0.405
2019,7,401117880,Tulane,Connecticut,-34,0.99
2019,7,401117882,Tulsa,Navy,-1,0.527
2019,7,401114284,UT San Antonio,UAB,12.5,0.194
2019,7,401110823,Vanderbilt,UNLV,-15.5,0.857
2019,7,401112482,Virginia Tech,Rhode Island,-28,0.973
2019,7,401112481,Wake Forest,Louisville,-7,0.685
2019,7,401114285,Western Kentucky,Army,5.5,0.352
2019,7,401119278,Western Michigan,Miami (OH),-12.5,0.806
2019,7,401112089,West Virginia,Iowa State,9.5,0.256
2019,7,401112217,Wisconsin,Michigan State,-8,0.709
2019,8,401119281,Akron,Buffalo,17.5,0.114
2019,8,401110824,Alabama,Tennessee,-35,0.992
2019,8,401121955,Appalachian State,Louisiana Monroe,-15.5,0.857
2019,8,401110825,Arkansas,Auburn,19.5,0.089
2019,8,401121954,Arkansas State,Louisiana,6,0.34
2019,8,401119285,Ball State,Toledo,-3,0.582
2019,8,401112484,Boston College,NC State,4,0.391
2019,8,401119282,Bowling Green,Central Michigan,11,0.224
2019,8,401117215,BYU,Boise State,7,0.315
2019,8,401114178,California,Oregon State,-10.5,0.766
2019,8,401117885,Cincinnati,Tulsa,-16,0.865
2019,8,401117886,Connecticut,Houston,22,0.065
2019,8,401119286,Eastern Michigan,Western Michigan,9.5,0.256
2019,8,401114288,Florida Atlantic,Marshall,-4,0.609
2019,8,401114287,Florida International,UTEP,-24.5,0.954
2019,8,401117528,Fresno State,UNLV,-15.5,0.857
2019,8,401110826,Georgia,Kentucky,-24,0.951
2019,8,401121956,Georgia Southern,Coastal Carolina,-7,0.685
2019,8,401114329,Georgia State,Army,4,0.391
2019,8,401117525,Hawai'i,Air Force,4,0.391
2019,8,401112151,Illinois,Wisconsin,30,0.019
2019,8,401112196,Iowa,Purdue,-18,0.893
2019,8,401112109,Kansas State,TCU,4,0.391
2019,8,401114289,Louisiana Tech,Southern Mississippi,2.5,0.432
2019,8,401112485,Louisville,Clemson,24.5,0.046
2019,8,401112163,Maryland,Indiana,6.5,0.327
2019,8,401117888,Memphis,Tulane,-2,0.555
2019,8,401112488,Miami,Georgia Tech,-18.5,0.899
2019,8,401119284,Miami (OH),Northern Illinois,2.5,0.432
2019,8,401110828,Mississippi State,LSU,19,0.095
2019,8,401117883,Navy,South Florida,-15.5,0.857
2019,8,401114290,North Texas,Middle Tennessee,-7.5,0.698
2019,8,401112248,Northwestern,Ohio State,27,0.031
2019,8,401119283,Ohio,Kent State,-8,0.709
2019,8,401112119,Oklahoma,West Virginia,-32,0.986
2019,8,401112079,Oklahoma State,Baylor,-6,0.66
2019,8,401110827,Ole Miss,Texas A&M,6,0.34
2019,8,401112226,Penn State,Michigan,-7.5,0.698
2019,8,401112234,Rutgers,Minnesota,29,0.023
2019,8,401117529,San José State,San Diego State,7.5,0.302
2019,8,401117887,SMU,Temple,-9.5,0.744
2019,8,401110829,South Carolina,Florida,3.5,0.405
2019,8,401114210,Stanford,UCLA,-4.5,0.622
2019,8,401112483,Syracuse,Pittsburgh,3.5,0.405
2019,8,401112102,Texas,Kansas,-21,0.926
2019,8,401112090,Texas Tech,Iowa State,8.5,0.279
2019,8,401121953,Troy,South Alabama,-17.5,0.886
2019,8,401114291,UAB,Old Dominion,-16.5,0.872
2019,8,401117884,UCF,East Carolina,-34.5,0.991
2019,8,401114169,USC,Arizona,-10,0.755
2019,8,401114158,Utah,Arizona State,-15,0.85
2019,8,401117527,Utah State,Nevada,-21.5,0.931
2019,8,401114292,UT San Antonio,Rice,5.5,0.352
2019,8,401110830,Vanderbilt,Missouri,21,0.074
